,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,methane_fraction_su_normalized,kgh_gas_30_mean,kgh_gas_30_std,kgh_ch4_30_mean_su_normalized,kgh_ch4_30_std_su_normalized
87,2022-10-25 18:11:22,88,0,mc,1,1,1358.705205223972,0.8799999999999998,83.76164689655172,25.43588882261343,73.71024926896553,22.383582163899817
88,2022-10-25 18:14:26,89,0,bc,1,1,1344.879198876028,0.8799999999999998,25.384068000000003,0.034055780855167264,22.337979840000003,0.02996908715254701
89,2022-10-25 18:17:40,90,0,bc,1,1,1306.2380119439722,0.8799999999999998,24.834192000000005,0.025714310305406878,21.854088960000002,0.022628593068757776
90,2022-10-25 18:20:42,91,0,None,1,1,1305.5933268839722,0.8799999999999998,0.0,0.0,0.0,0.0
91,2022-10-25 18:24:00,92,0,None,1,1,1298.0052908799998,0.8799999999999998,0.0,0.0,0.0,0.0
92,2022-10-25 18:27:08,93,0,None,1,1,1320.1990799760279,0.8799999999999998,0.0,0.0,0.0,0.0
93,2022-10-25 18:30:19,94,0,None,0,0,1292.596279223972,0.8799999999999998,0.0,0.0,0.0,0.0
94,2022-10-25 18:33:33,95,0,bc,1,1,1318.0627062199999,0.8799999999999998,27.021912000000004,0.045502312059483754,23.77928256,0.04004203461234565
95,2022-10-25 18:36:54,96,0,pc,1,1,1295.4522504439722,0.8799999999999998,467.3868,1.9993160623676631,411.300384,1.7593981348835412
96,2022-10-25 18:40:05,97,0,pc,1,1,1312.2359343800001,0.8799999999999998,481.2047999999999,1.9060526171410712,423.4602240000001,1.6773263030841317
97,2022-10-25 18:43:26,98,1,pc,0,1,1293.827688056028,0.8799999999999998,489.2208,1.9695047233181249,430.51430400000004,1.7331641565199587
98,2022-10-25 18:46:39,99,1,pc,0,0,1303.1534757560282,0.8799999999999998,493.134,2.4673308767111926,433.95792,2.171251171505847
99,2022-10-25 18:49:55,100,1,pc,0,0,1246.13357006,0.8799999999999998,491.84280000000007,2.7070030559324407,432.821664,2.38216268922055
100,2022-10-25 18:53:04,101,0,bc,1,1,1319.78514722,0.8799999999999998,1.6819404,0.024488224003977214,1.4801075520000002,0.021549637123499946
101,2022-10-25 18:56:23,102,0,bc,1,1,1268.58271776,0.8799999999999998,1.7157899999999997,0.022958026101622064,1.5098952,0.02020306296942741
