,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,methane_fraction_su_raw,methane_fraction_su_raw_sigma,kgh_gas_90_mean,kgh_gas_90_std,kgh_ch4_90_mean_su_raw,kgh_ch4_90_std_su_raw,meter_uncertainty,meter_sigma_percent,meter_sigma_kgh_gas,kgh_ch4_sigma
0,2022-10-25 17:15:08,1.0,0,mc,0,1,41623.97797,0.9000000000000004,0.022499999999999996,216.82272000000003,0.39517220117851065,195.14044800000002,0.3556549810606585,0.25,0.12755102040816327,0.2765595918367348,4.897786746319868
1,2022-10-25 17:32:52,2.0,0,mc,0,0,41630.46886,0.9000000000000004,0.022499999999999996,102.63000000000001,0.1603652348214094,92.36699999999999,0.1443287113392678,0.25,0.12755102040816327,0.130905612244898,2.3166787312419452
2,2022-10-25 17:50:42,3.0,0,pc,1,1,42633.14464,0.88,0.022499999999999996,1040.588,27.966889096801758,915.7174399999999,24.61086240518554,0.25,0.12755102040816327,1.3272806122448981,33.98879414702591
3,2022-10-25 18:09:11,4.0,0,pc,0,0,42635.03948,0.88,0.022499999999999996,1034.2948000000001,26.095741244179024,910.1794240000002,22.96425229487753,0.25,0.12755102040816327,1.3192535714285718,32.7150359151633
4,2022-10-25 18:27:57,5.0,0,None,1,1,43640.086839999996,0.88,0.022499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2022-10-25 18:47:09,6.0,0,pc,0,0,43643.14464,0.88,0.022499999999999996,492.7559999999999,2.269325455387986,433.62528000000003,1.9970064007414252,0.25,0.12755102040816327,0.6285153061224489,11.278995420274875
6,2022-10-25 19:07:10,7.0,0,bc,0,0,43626.23549,0.88,0.022499999999999996,25.700648,0.03908338729239311,22.616570239999998,0.034393380817305856,0.25,0.12755102040816327,0.03278143877551021,0.5800043249557134
7,2022-10-25 19:28:04,8.0,0,pc,0,0,43632.51964,0.88,0.022499999999999996,667.3860000000001,5.211595791754121,587.2996800000001,4.586204296743627,0.25,0.12755102040816327,0.8512576530612247,15.718786298746428
8,2022-10-25 20:10:31,9.0,0,mc,0,0,44646.26964,0.88,0.022499999999999996,149.53856,0.16555184448831536,131.5939328,0.1456856231497186,0.25,0.12755102040816327,0.19073795918367348,3.3719503729255624
9,2022-10-25 20:29:58,10.0,0,mc,0,1,44667.51964,0.88,0.022499999999999996,78.58003999999998,0.12199542522275471,69.1504352,0.10735597419602418,0.25,0.12755102040816327,0.10022964285714285,1.7735018742901676
10,2022-10-25 20:46:41,11.0,0,mc,0,0,44667.51964,0.88,0.022499999999999996,66.31193499999999,0.04613966976913183,58.354502800000006,0.04060290939683581,0.25,0.12755102040816327,0.08458154974489795,1.4944256421628543
11,2022-10-29 16:25:02,12.0,0,None,0,0,42617.543679999995,0.9200000000000002,0.022499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-10-29 16:50:52,13.0,0,mc,0,0,42642.51964,0.9200000000000002,0.022499999999999996,356.69048000000004,0.7812246317247536,328.1552416,0.7187266611867729,0.25,0.12755102040816327,0.4549623469387756,8.068518442098949
13,2022-10-29 17:17:02,14.0,0,pc,0,0,42642.51964,0.9200000000000002,0.022499999999999996,704.3796,4.771043710279054,648.0292320000001,4.389360213456731,0.25,0.12755102040816327,0.8984433673469389,16.465902629436822
14,2022-10-29 17:42:47,15.0,0,pc,0,0,43641.474559999995,0.9200000000000002,0.022499999999999996,425.32880000000006,1.7533199276057192,391.3024960000001,1.6130543333972711,0.25,0.12755102040816327,0.542511224489796,9.717715942079453
15,2022-10-29 18:07:14,16.0,0,bc,0,0,43640.198209999995,0.9200000000000002,0.022499999999999996,35.264468,0.04469032339269732,32.44331056,0.04111509752128175,0.25,0.12755102040816327,0.04498018877551021,0.7955920097599191
16,2022-10-29 18:31:01,17.0,0,mc,0,0,43625.62149,0.9200000000000002,0.022499999999999996,353.9164,0.8261260278750356,325.60308799999996,0.7600359456450336,0.25,0.12755102040816327,0.4514239795918368,8.010081228913212
17,2022-10-29 18:54:09,18.0,0,pc,0,0,43635.8699,0.9200000000000002,0.022499999999999996,858.9524,11.71303860517381,790.2362080000001,10.775995516759908,0.25,0.12755102040816327,1.0956025510204084,22.150596137232586
18,2022-10-29 19:16:43,19.0,0,pc,0,0,43617.51964,0.9200000000000002,0.022499999999999996,1112.4932000000001,32.02133914596833,1023.4937440000001,29.45963201429087,0.25,0.12755102040816327,1.418996428571429,38.679839773354566
19,2022-10-29 19:38:38,20.0,0,pc,0,0,44617.51964,0.9200000000000002,0.022499999999999996,1354.7772,36.009193569907346,1246.3950240000001,33.12845808431476,0.25,0.12755102040816327,1.728032142857143,45.04668888642973
20,2022-10-29 19:59:57,21.0,0,pc,0,0,44608.46226,0.9200000000000002,0.022499999999999996,614.0148000000002,4.136357772542401,564.8936160000001,3.8054491507390096,0.25,0.12755102040816327,0.7831821428571432,14.347962542498426
21,2022-10-29 20:21:33,22.0,0,mc,1,1,44617.51964,0.9200000000000002,0.022499999999999996,210.80136,15.096770243332015,193.93725120000002,13.889028623865453,0.25,0.12755102040816327,0.2688792857142857,14.678645945078877
22,2022-10-29 20:42:37,23.0,0,pc,1,1,44617.51964,0.9200000000000002,0.022499999999999996,517.6184000000001,2.2827752713146907,476.208928,2.1001532496095168,0.25,0.12755102040816327,0.6602275510204083,11.849833283468165
