,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,methane_fraction_km,methane_fraction_km_sigma,kgh_gas_90_mean,kgh_gas_90_std,kgh_ch4_90_mean_km,kgh_ch4_90_std_km,meter_uncertainty,meter_sigma_percent,meter_sigma_kgh_gas,kgh_ch4_sigma
30,2022-10-24 18:23:39,31,0,pc,0,0,1310.991402516028,0.9460180000000002,0.0024069307218945,764.7384000000001,7.523503171597239,723.4562916912,7.117369423388081,0.25,0.12755102040816327,0.9754316326530614,7.409219765593861
31,2022-10-24 18:26:41,32,0,pc,1,1,1345.10995118,0.9460180000000002,0.0024069307218945,490.83,35.32820642572202,464.3340149400001,33.421119186448706,0.25,0.12755102040816327,0.6260586734693878,33.44723716832012
32,2022-10-24 18:29:53,33,0,pc,0,0,1278.736370643972,0.9460180000000002,0.0024069307218945,465.77040000000005,2.2984555478881776,440.6271822672001,2.1743803205020846,0.25,0.12755102040816327,0.5940948979591838,2.5101026095858368
33,2022-10-24 18:33:04,34,0,pc,0,0,1336.4463462439721,0.9460180000000002,0.0024069307218945,463.314,1.7847853614697862,438.30338365200004,1.6884390780869243,0.25,0.12755102040816327,0.5909617346938776,2.0992778289982885
34,2022-10-24 18:39:06,35,0,mc,0,0,1346.9138662639718,0.9460180000000002,0.0024069307218945,173.64108000000002,0.30308995927897403,164.26758721944003,0.28672855709717765,0.25,0.12755102040816327,0.22148096938775513,0.5484428333347022
35,2022-10-24 18:42:15,36,0,mc,0,0,1333.764259543972,0.9460180000000002,0.0024069307218945,172.72412000000003,0.30291588152637083,163.40012655416,0.28656387640981357,0.25,0.12755102040816327,0.22031137755102045,0.546253348736424
36,2022-10-24 18:45:33,37,0,mc,0,0,1336.3495614639721,0.9460180000000002,0.0024069307218945,171.90588,0.22881095636531254,162.62605678584,0.21645928331879916,0.25,0.12755102040816327,0.21926770408163268,0.5109640371088976
37,2022-10-24 18:48:36,38,0,mc,0,0,1316.5168836639718,0.9460180000000002,0.0024069307218945,45.52936,0.13421329728659231,43.07159408848,0.12696819507246787,0.25,0.12755102040816327,0.05807316326530612,0.17648861006507652
38,2022-10-24 18:51:56,39,0,mc,0,0,1319.641337176028,0.9460180000000002,0.0024069307218945,45.029239999999994,0.0909341097422012,42.59847156632001,0.08602530463009814,0.25,0.12755102040816327,0.05743525510204082,0.14865845567921918
39,2022-10-24 18:55:00,40,0,mc,0,0,1321.80450424,0.9460180000000002,0.0024069307218945,44.62628,0.07931739001978297,42.21726415304,0.07503567867173562,0.25,0.12755102040816327,0.05692127551020409,0.14165957628755324
40,2022-10-24 18:58:14,41,1,bc,0,1,1315.732216316028,0.9460180000000002,0.0024069307218945,9.400108,0.031953867561452326,8.892671369944,0.030228933882749897,0.25,0.12755102040816327,0.011989933673469387,0.039425299621586675
41,2022-10-24 19:01:19,42,1,bc,0,0,1362.40325882,0.9460180000000002,0.0024069307218945,9.325964,0.02425537692271382,8.822529811352002,0.022946023165671736,0.25,0.12755102040816327,0.011895362244897961,0.03401500586133356
42,2022-10-24 19:04:27,43,1,bc,0,0,1320.393196123972,0.9460180000000002,0.0024069307218945,9.285492,0.027439689093138313,8.784242570856,0.025958439796512384,0.25,0.12755102040816327,0.011843739795918368,0.03603998796983612
43,2022-10-24 19:07:37,44,0,bc,0,0,1328.3700119960279,0.9460180000000002,0.0024069307218945,4.387528,0.037039547258620666,4.150680463504001,0.03504007841850577,0.26049876505529307,0.13290753319147605,0.005831355232885305,0.037010312876351814
44,2022-10-24 19:11:01,45,0,bc,0,0,1320.484513056028,0.9460180000000002,0.0024069307218945,4.36492,0.030149468551412012,4.12929288856,0.02852193994006967,0.26184135014738374,0.13359252558539988,0.005831206867782236,0.030891897298938605
45,2022-10-24 19:14:06,46,0,bc,1,1,1284.677971883972,0.9460180000000002,0.0024069307218945,19.198012000000002,0.05175959760536862,18.161664916215997,0.048965511007435396,0.25,0.12755102040816327,0.024487260204081637,0.07120015522421916
46,2022-10-24 19:17:24,47,1,bc,0,0,1307.237027723972,0.9460180000000002,0.0024069307218945,19.263184,0.028843193452517162,18.223318801312,0.02728618018356346,0.25,0.12755102040816327,0.024570387755102042,0.058605013379748425
47,2022-10-24 19:20:29,48,1,bc,0,0,1312.03908398,0.9460180000000002,0.0024069307218945,19.204768,0.03275637614232562,18.168056213824,0.03098812144541085,0.25,0.12755102040816327,0.024495877551020413,0.06028254589873305
48,2022-10-24 19:23:45,49,1,bc,0,0,1314.6347753360283,0.9460180000000002,0.0024069307218945,19.140800000000002,0.02854946080680959,18.107541334400004,0.027008303813536496,0.25,0.12755102040816327,0.024414285714285718,0.058184090026782376
49,2022-10-24 19:26:51,50,1,bc,0,0,1340.276180356028,0.9460180000000002,0.0024069307218945,19.090572,0.026424222085219152,18.060024742296005,0.024997789728614765,0.25,0.12755102040816327,0.024350219387755105,0.05715687675325703
50,2022-10-24 19:30:05,51,1,bc,0,0,1342.3770114600002,0.9460180000000002,0.0024069307218945,28.244828000000002,0.07100442257471383,26.720115694903996,0.06717146183528534,0.25,0.12755102040816327,0.03602656632653062,0.10146579780094757
51,2022-10-24 19:33:07,52,1,bc,0,0,1318.0528636999998,0.9460180000000002,0.0024069307218945,28.386619999999997,0.03488368202913943,26.85425347916,0.03300059110584245,0.25,0.12755102040816327,0.03620742346938775,0.08324994398392882
52,2022-10-24 19:36:19,53,1,bc,0,0,1343.04302198,0.9460180000000002,0.0024069307218945,33.713824,0.06552151671290579,31.893884352831996,0.06198453419770953,0.25,0.12755102040816327,0.04300232653061225,0.10991739461503366
53,2022-10-24 19:39:22,54,0,bc,0,0,1310.7108906960282,0.9460180000000002,0.0024069307218945,5.732603999999999,0.02360400579219979,5.423146570872,0.022329814351525267,0.25,0.12755102040816327,0.007311994897959183,0.027145047905301607
54,2022-10-24 19:42:33,55,0,bc,0,0,1312.537224743972,0.9460180000000002,0.0024069307218945,5.667324,0.02731136688905033,5.361390515832,0.025837044681645646,0.25,0.12755102040816327,0.007228729591836735,0.03000651650791216
55,2022-10-24 19:45:36,56,0,bc,1,1,1353.4886696239719,0.9460180000000002,0.0024069307218945,1.6887299999999998,0.026008372524022223,1.5975689771400001,0.024604388558430463,0.6736327013414988,0.34369015374566264,0.005803998733349128,0.025535172065790878
56,2022-10-24 19:48:45,57,1,bc,0,0,1294.528147396028,0.9460180000000002,0.0024069307218945,1.6719172584269664,0.027291360788188862,1.5816638209825615,0.025818118550120863,0.6803731999796016,0.347129183663062,0.005803712730699375,0.026700449777801376
57,2022-10-25 16:35:28,58,1,bc,0,1,1338.281976223972,0.9460180000000004,0.0024069307218944993,14.97646032786885,0.03035230084453857,14.168001046449838,0.028713822940348625,0.25,0.12755102040816327,0.019102627969220472,0.04950220421305385
58,2022-10-25 16:38:32,59,1,bc,0,1,1389.91802348,0.9460180000000002,0.0024069307218945,14.946091999999998,0.025304560285370512,14.139272061655998,0.023938569512045604,0.25,0.12755102040816327,0.019063892857142856,0.046823629190988536
59,2022-10-25 16:41:46,60,1,bc,0,0,1336.532195,0.9460180000000002,0.0024069307218945,14.962872,0.029184943139698154,14.155146243696,0.027609481539130988,0.25,0.12755102040816327,0.01908529591836735,0.04883972616213226
60,2022-10-25 16:44:55,61,1,bc,0,0,1362.1265747560278,0.9460180000000002,0.0024069307218945,14.909532,0.026383521210419973,14.104685643576,0.024959285968439042,0.25,0.12755102040816327,0.019017260204081635,0.047269972418470814
61,2022-10-25 16:48:07,62,1,bc,0,0,1323.315877976028,0.9460180000000002,0.0024069307218945,14.849632000000005,0.02571259592521688,14.048019165375997,0.0243245785719819,0.25,0.12755102040816327,0.01894085714285715,0.04680007464362347
62,2022-10-25 16:51:13,63,0,bc,1,1,1389.498622876028,0.9460180000000002,0.0024069307218945,3.9466159999999997,0.03256727953298791,3.733569775088,0.030809232649238166,0.2894504126969337,0.1476787819882315,0.005828314438552662,0.032708485033188274
