,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,gas_kgh_30_mean,gas_kgh_30_std,meter_sigma,methane_fraction_su_raw,methane_fraction_su_raw_sigma,ch4_kgh_30_mean_su_raw,ch4_kgh_sigma
0,2022-10-25 17:15:08,1.0,0,mc,0,1,41623.97797,217.06044000000003,0.3238022614987791,0.276862806122449,0.8999999999999998,0.022499999999999996,195.354396,4.898887962219615
1,2022-10-25 17:32:52,2.0,0,mc,0,0,41630.46886,102.47891999999999,0.15677072738721712,0.13071290816326528,0.8999999999999998,0.022499999999999996,92.23102800000001,2.3130820452860212
2,2022-10-25 17:50:42,3.0,0,pc,1,1,42633.14464,1040.472,25.151665765086417,1.3271326530612244,0.8799999999999998,0.022499999999999996,915.61536,32.23835256980906
3,2022-10-25 18:09:11,4.0,0,pc,0,0,42635.03948,1039.6176,29.98849987578572,1.326042857142857,0.8799999999999998,0.022499999999999996,914.8634880000001,35.28377622117352
4,2022-10-25 18:27:57,5.0,0,None,1,1,43640.086839999996,0.0,0.0,0.0,0.8799999999999998,0.0,0.0,0.0
5,2022-10-25 18:47:09,6.0,0,pc,0,0,43643.14464,492.16439999999994,1.880353114306661,0.6277607142857143,0.8799999999999998,0.022499999999999996,433.1046720000001,11.210265628038272
6,2022-10-25 19:07:10,7.0,0,bc,0,0,43626.23549,25.673340000000007,0.025358589648588864,0.0327466071428571,0.8799999999999998,0.022499999999999996,22.592539200000008,0.5787988426698629
7,2022-10-25 19:28:04,8.0,0,pc,0,0,43632.51964,668.2872000000002,4.276464075974854,0.852407142857143,0.8799999999999998,0.022499999999999996,588.0927360000001,15.518382853978899
8,2022-10-25 20:10:31,9.0,0,mc,0,0,44646.26964,149.50224,0.14622230029461733,0.19069163265306122,0.8799999999999998,0.022499999999999996,131.5619712,3.3704406664235207
9,2022-10-25 20:29:58,10.0,0,mc,0,1,44667.51964,78.47220000000002,0.09032506812084011,0.10009209183673468,0.8799999999999998,0.022499999999999996,69.055536,1.7696062213038615
10,2022-10-25 20:46:41,11.0,0,mc,0,0,44667.51964,66.314745,0.057548254639639765,0.0845851339285714,0.8799999999999998,0.022499999999999996,58.35697560000001,1.4947953713301005
11,2022-10-29 16:25:02,12.0,0,None,0,0,42617.543679999995,0.0,0.0,0.0,0.9200000000000004,0.0,0.0,0.0
12,2022-10-29 16:50:52,13.0,0,mc,0,0,42642.51964,356.89848,0.7530324416696087,0.4552276530612245,0.9200000000000004,0.022499999999999996,328.34660160000004,8.070918467775074
13,2022-10-29 17:17:02,14.0,0,pc,0,0,42642.51964,704.4071999999998,5.4663760573162286,0.8984785714285715,0.9200000000000004,0.022499999999999996,648.054624,16.64844463283783
14,2022-10-29 17:42:47,15.0,0,pc,0,0,43641.474559999995,425.80080000000004,1.3563665052454448,0.5431132653061225,0.9200000000000004,0.022499999999999996,391.73673599999995,9.67435460477265
15,2022-10-29 18:07:14,16.0,0,bc,0,0,43640.198209999995,35.23541999999999,0.03557003582055996,0.044943137755101996,0.9200000000000004,0.022499999999999996,32.4165864,0.7945486288704001
16,2022-10-29 18:31:01,17.0,0,mc,0,0,43625.62149,354.4206000000001,0.7512227880205606,0.45206709183673477,0.9200000000000004,0.022499999999999996,326.0669520000001,8.015154151635693
17,2022-10-29 18:54:09,18.0,0,pc,0,0,43635.8699,856.1808000000001,12.011607324182075,1.0920673469387758,0.9200000000000004,0.022499999999999996,787.686336,22.231312208490223
18,2022-10-29 19:16:43,19.0,0,pc,0,0,43617.51964,1115.6123999999998,33.44863271428552,1.4229750000000003,0.9200000000000004,0.022499999999999996,1026.3634080000002,39.73348340251415
19,2022-10-29 19:38:38,20.0,0,pc,0,0,44617.51964,1355.3004000000005,39.25852256921089,1.7286994897959183,0.9200000000000004,0.022499999999999996,1246.8763680000002,47.296169366867076
20,2022-10-29 19:59:57,21.0,0,pc,0,0,44608.46226,613.5984000000002,3.7366591163396454,0.7826510204081633,0.9200000000000004,0.022499999999999996,564.510528,14.245738336595547
21,2022-10-29 20:21:33,22.0,0,mc,1,1,44617.51964,203.74836,24.941305768842504,0.25988311224489796,0.9200000000000004,0.022499999999999996,187.4484912,23.400690097031884
22,2022-10-29 20:42:37,23.0,0,pc,1,1,44617.51964,517.788,2.2165090912793826,0.6604438775510205,0.9200000000000004,0.022499999999999996,476.36495999999994,11.842944573236384
23,2022-10-29 21:02:19,24.0,0,mc,0,0,44627.869099999996,177.08102999999997,0.060882051882138744,0.22586866071428569,0.9200000000000004,0.022499999999999996,162.9145476,3.9901314444216096
