,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,gas_kgh_60_mean,gas_kgh_60_std,meter_sigma,methane_fraction_su_normalized,methane_fraction_su_normalized_sigma,ch4_kgh_60_mean_su_normalized,ch4_kgh_sigma
8,2022-10-31 17:29:12,9.0,0,pc,0,0,6526.061307,710.814,2.768603686496381,0.9066505102040817,0.9299999999999999,0.022499999999999996,661.0570200000001,16.22118022790991
9,2022-10-31 17:32:10,10.0,0,bc,0,0,6566.998807,22.027854000000005,0.6744996870982176,0.028096752551020367,0.9299999999999999,0.022499999999999996,20.485904220000002,0.7998841932534511
10,2022-10-31 17:35:27,11.0,0,mc,0,0,6564.186307,287.59799999999996,0.25335153309588276,0.36683418367346937,0.9299999999999999,0.022499999999999996,267.46614,6.484224026153486
11,2022-10-31 17:38:23,12.0,1,mc,0,1,6521.165472999999,330.27666000000005,0.4580361725039099,0.42127125000000004,0.9299999999999999,0.022499999999999996,307.15729380000005,7.453727232385631
12,2022-10-31 17:41:46,13.0,1,mc,0,0,6585.748807,331.31286000000006,0.2857640683845027,0.42259293367346934,0.9299999999999999,0.022499999999999996,308.1209598,7.469621382056774
13,2022-10-31 17:44:50,14.0,1,mc,0,0,6580.94767,273.3192,0.3902549049627146,0.3486214285714286,0.9299999999999999,0.022499999999999996,254.186856,6.168908272703129
14,2022-10-31 17:48:16,15.0,1,mc,0,0,6545.436307,272.19786,0.268959888131538,0.3471911479591837,0.9299999999999999,0.022499999999999996,253.14400980000008,6.138056153133893
15,2022-10-31 17:51:26,16.0,0,pc,0,1,6564.39464,992.1587999999999,10.931365744684776,1.265508673469388,0.9299999999999999,0.022499999999999996,922.7076840000001,24.557647989125396
16,2022-10-31 17:54:40,17.0,1,pc,1,1,6584.186307,448.935,0.8508910185351156,0.5726211734693878,0.9299999999999999,0.022499999999999996,417.50955,10.14597240273344
17,2022-10-31 17:57:55,18.0,0,mc,1,1,6538.561307,174.53633999999997,0.347724924012733,0.22262288265306124,0.9299999999999999,0.022499999999999996,162.31879620000004,3.945795600248538
18,2022-10-31 18:01:13,19.0,0,pc,1,1,6562.415472999999,1164.5292,14.322074867200456,1.4853688775510208,0.9299999999999999,0.022499999999999996,1083.012156,29.425465955244754
19,2022-10-31 18:04:20,20.0,0,pc,0,0,6532.51964,1190.1084,14.201375110309876,1.5179954081632656,0.9299999999999999,0.022499999999999996,1106.8008120000004,29.890741908807662
20,2022-10-31 18:07:37,21.0,0,bc,1,1,6566.061307,18.833658000000003,0.029458852129937867,0.024022522959183622,0.9299999999999999,0.022499999999999996,17.515301939999993,0.4252292938820119
21,2022-10-31 18:10:58,22.0,0,pc,1,1,6568.526583999999,648.5274000000001,2.5816558423104357,0.8272033163265308,0.9299999999999999,0.022499999999999996,603.1304820000001,14.808068800430952
22,2022-10-31 18:14:38,23.0,0,pc,0,1,6569.811307,657.6792,2.4675769546497777,0.838876530612245,0.9299999999999999,0.022499999999999996,611.641656,14.994976324891944
23,2022-10-31 18:17:44,24.0,0,bc,1,1,6559.498807,23.687952000000003,0.03798162467406251,0.030214224489795875,0.9299999999999999,0.022499999999999996,22.02979536,0.5348867205866171
24,2022-10-31 18:21:17,25.0,0,bc,0,0,6568.352972999999,23.304918000000004,0.03747378413807628,0.02972566071428567,0.9299999999999999,0.022499999999999996,21.673573740000002,0.5262441455306419
25,2022-10-31 18:24:23,26.0,0,pc,0,1,6556.477972999999,482.32500000000005,1.0068507370904827,0.6152104591836736,0.9299999999999999,0.022499999999999996,448.56225000000006,10.907649991068242
26,2022-10-31 18:27:43,27.0,0,pc,0,0,6579.602972999999,489.8376,0.8089369295144132,0.6247928571428573,0.9299999999999999,0.022499999999999996,455.548968,11.062263225171943
27,2022-10-31 18:30:55,28.0,0,None,1,1,6580.64464,0.0,0.0,0.0,0.9299999999999999,0.0,0.0,0.0
