,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,methane_fraction_su_raw,kgh_gas_60_mean,kgh_gas_60_std,kgh_ch4_60_mean_su_raw,kgh_ch4_60_std_su_raw
146,2022-10-26 17:34:04,147,0,mc,0,1,1396.45345676,0.8800000000000002,62.83482000000001,0.0729067730689143,55.29464159999999,0.06415796030064427
147,2022-10-26 17:37:15,148,0,mc,0,0,1396.8662956839719,0.8800000000000002,62.730540000000005,0.06504301888046707,55.2028752,0.057237856614810796
148,2022-10-26 17:40:28,149,0,mc,0,0,1382.901400223972,0.8800000000000002,62.40552,0.07139173574163575,54.9168576,0.0628247274526391
149,2022-10-26 17:43:43,150,0,mc,1,1,1383.18245896,0.8800000000000002,93.12564,0.12820840449459975,81.9505632,0.11282339595524858
150,2022-10-26 17:46:51,151,0,mc,0,0,1359.8267059160282,0.8800000000000002,92.95326000000001,0.09471936282996848,81.79886880000001,0.08335303929037383
151,2022-10-26 17:50:02,152,0,mc,0,0,1361.07615904,0.8800000000000002,92.79150000000001,0.11391585654719591,81.65652,0.10024595376153275
152,2022-10-26 17:53:09,153,0,mc,0,1,1335.5408344039718,0.8800000000000002,77.63399999999999,0.0751877379111997,68.31791999999999,0.06616520936185584
153,2022-10-26 17:56:19,154,0,mc,0,0,1344.22248396,0.8800000000000002,77.82216000000001,0.08905628614362303,68.4835008,0.0783695318063886
154,2022-10-26 17:59:29,155,0,mc,0,0,1329.156319763972,0.8800000000000002,77.76126000000001,0.07871265312967095,68.4299088,0.06926713475411025
155,2022-10-26 18:02:42,156,0,pc,1,1,1349.258026443972,0.8800000000000002,989.3448000000002,123.77509994721221,870.623424,108.92208795354675
156,2022-10-26 18:05:48,157,0,pc,0,0,1350.9744526800002,0.8800000000000002,1098.7823999999998,31.833330544135706,966.9285120000001,28.01333087883942
157,2022-10-26 18:08:58,158,0,pc,0,0,1347.8046143239721,0.8800000000000002,1099.4778,29.433729485353187,967.5404640000002,25.901681947110795
158,2022-10-26 18:12:04,159,0,pc,0,0,1340.17228698,0.8800000000000002,1105.0937999999999,27.22461399194064,972.482544,23.95766031290776
159,2022-10-26 18:15:16,160,0,pc,0,0,1371.979483863972,0.8800000000000002,1096.053,29.33622703202607,964.5266399999998,25.81587978818293
160,2022-10-26 18:18:27,161,0,pc,0,0,1338.0703620439722,0.8800000000000002,1090.9746,29.725940714512507,960.057648,26.15882782877098
161,2022-10-26 18:21:39,162,0,pc,0,0,1348.0506773239717,0.8800000000000002,1076.0346,24.778148041765768,946.910448,21.80477027675387
162,2022-10-26 18:24:48,163,0,pc,0,0,1308.7336376800001,0.8800000000000002,1072.6818,28.062553974158202,943.9599839999998,24.695047497259214
163,2022-10-26 18:28:02,164,0,pc,0,0,1374.487139456028,0.8800000000000002,1075.0056,35.034971020589694,946.0049280000001,30.830774498118924
164,2022-10-26 18:31:09,165,0,pc,0,0,1345.627230396028,0.8800000000000002,1061.0832,32.59474453884463,933.753216,28.683375194183284
165,2022-10-26 18:34:18,166,0,None,1,1,1335.351639516028,0.8800000000000002,44.14224,108.48555730451051,38.8451712,95.46729042796927
166,2022-10-26 18:37:29,167,0,None,1,1,1349.6008742239721,0.8800000000000002,0.0,0.0,0.0,0.0
167,2022-10-26 18:40:38,168,0,None,1,1,1342.7985993999998,0.8800000000000002,0.0,0.0,0.0,0.0
168,2022-10-26 18:43:47,169,0,None,0,0,1320.8333756000002,0.8800000000000002,0.0,0.0,0.0,0.0
169,2022-10-26 18:46:59,170,0,None,0,0,1363.146915996028,0.8800000000000002,0.0,0.0,0.0,0.0
170,2022-10-26 18:50:03,171,1,bc,0,1,1337.17688006,0.8800000000000002,0.9920898000000001,0.026271408725721153,0.873039024,0.023118839678634616
171,2022-10-26 18:53:16,172,1,bc,0,1,1314.892321276028,0.8800000000000002,0.9513777,0.022764137516225545,0.8372123760000002,0.020032441014278472
172,2022-10-26 18:56:27,173,1,bc,0,1,1319.431910003972,0.8800000000000002,0.9223152,0.021484217618316627,0.811637376,0.01890611150411863
173,2022-10-26 18:59:36,174,1,bc,0,0,1324.2230302360279,0.8800000000000002,0.8887562999999997,0.025487027162919364,0.782105544,0.022428583903369045
174,2022-10-26 19:02:45,175,1,bc,0,0,1304.1224170599999,0.8800000000000002,0.8707869000000001,0.024430076132796578,0.7662924720000001,0.02149846699686098
175,2022-10-26 19:05:52,176,0,bc,1,1,1299.18147202,0.8800000000000002,4.422522,0.025088623851850882,3.89181936,0.022077988989628813
176,2022-10-26 19:09:02,177,1,bc,0,1,1307.900851236028,0.8800000000000002,4.454513999999999,0.023938756690028946,3.91997232,0.02106610588722547
177,2022-10-26 19:12:11,178,1,bc,0,0,1336.06631572,0.8800000000000002,4.433363999999999,0.029425622594683492,3.9013603200000007,0.025894547883321465
178,2022-10-26 19:15:23,179,1,bc,0,0,1298.337202636028,0.8800000000000002,4.430874,0.021459559538658232,3.8991691200000003,0.018884412394019216
179,2022-10-26 19:18:36,180,0,bc,1,1,1307.559643876028,0.8800000000000002,3.5389475999999997,0.024997775745935234,3.114273888,0.021998042656422995
180,2022-10-26 19:21:47,181,0,bc,1,1,1306.26808642,0.8800000000000002,3.5159784,0.026161656436439654,3.094060992000001,0.0230222576640669
181,2022-10-26 19:25:03,182,0,bc,1,1,1318.9206458799997,0.8800000000000002,0.7274826000000001,0.024096370152974333,0.6401846880000001,0.02120480573461741
182,2022-10-26 19:28:08,183,0,bc,0,0,1310.747526523972,0.8800000000000002,0.7183986000000001,0.024089107910113344,0.6321907680000002,0.02119841496089974
183,2022-10-26 19:31:15,184,0,bc,0,0,1299.326375896028,0.8800000000000002,0.7130262,0.02255370072440667,0.627463056,0.019847256637477863
184,2022-10-26 19:34:27,185,0,bc,0,0,1296.61585514,0.8800000000000002,0.7004058000000002,0.026260158734723617,0.616357104,0.023108939686556786
185,2022-10-26 19:37:39,186,0,bc,0,0,1323.991731016028,0.8800000000000002,0.6950364,0.021319740497673406,0.6116320319999999,0.018761371637952603
186,2022-10-26 19:40:57,187,0,bc,1,1,1289.776397243972,0.8800000000000002,1.7631456000000003,0.021994788981614777,1.5515681279999998,0.01935541430382102
187,2022-10-26 19:44:08,188,0,bc,1,1,1295.137289803972,0.8800000000000002,1.763694,0.022354176295057447,1.5520507200000002,0.019671675139650534
188,2022-10-26 19:47:23,189,0,bc,0,0,1268.74347892,0.8800000000000002,1.74966,0.026573351810426124,1.5397008,0.023384549593174996
189,2022-10-26 19:50:33,190,0,mc,1,1,1302.23593406,0.8800000000000002,82.55142000000002,0.2512102710304382,72.64524960000001,0.2210650385067857
