,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,gas_kgh_30_mean,gas_kgh_30_std,meter_sigma,methane_fraction_km,methane_fraction_km_sigma,ch4_kgh_30_mean_km,ch4_kgh_sigma
15,2022-10-31 17:51:26,16.0,0,pc,0.0,1.0,6564.39464,999.0552,6.84504032077995,1.2743051020408163,0.9542874999999998,0.0036450716270969006,953.38588917,7.576875665985023
16,2022-10-31 17:54:42,17.0,1,pc,0.0,1.0,6584.186307,448.4592,0.8842152335887132,0.5720142857142857,0.9542874999999998,0.0036450716270969006,427.95900882,1.918878142352613
17,2022-10-31 17:57:55,18.0,0,mc,1.0,1.0,6538.561307,174.24936000000005,0.2061128877163165,0.22225683673469382,0.9542874999999998,0.0036450716270969006,166.283986131,0.6979181422413874
18,2022-10-31 18:01:26,19.0,0,pc,1.0,1.0,6562.415472999999,1174.2072,10.789520709050741,1.4977132653061227,0.9542874999999998,0.0036450716270969006,1120.53125337,11.241691947692903
19,2022-10-31 18:04:21,20.0,0,pc,0.0,0.0,6532.51964,1192.9859999999999,17.039751649477235,1.5216658163265309,0.9542874999999998,0.0036450716270969006,1138.451627475,16.894749690623247
20,2022-10-31 18:07:42,21.0,0,bc,1.0,1.0,6566.061307,18.859284,0.011079561051930286,0.02405520918367343,0.9542874999999998,0.0036450716270969006,17.99717898015,0.07324213094877119
21,2022-10-31 18:11:01,22.0,0,pc,1.0,1.0,6568.526583999999,649.2384000000001,2.2652811289337818,0.8281102040816328,0.9542874999999998,0.0036450716270969006,619.5600896399999,3.3012114031414446
22,2022-10-31 18:14:42,23.0,0,pc,0.0,1.0,6569.811307,657.9408000000001,2.6272216135866038,0.8392102040816328,0.9542874999999998,0.0036450716270969006,627.86468118,3.560701228298281
23,2022-10-31 18:17:44,24.0,0,bc,1.0,1.0,6559.498807,23.664635999999994,0.014140494455579706,0.030184484693877498,0.9542874999999998,0.0036450716270969006,22.582866326850002,0.09193729228732266
24,2022-10-31 18:21:20,25.0,0,bc,0.0,0.0,6568.352972999999,23.266128000000005,0.026509795509038588,0.029676183673469338,0.9542874999999998,0.0036450716270969006,22.2025751238,0.09292020428257075
25,2022-10-31 18:24:22,26.0,0,pc,0.0,1.0,6556.477972999999,482.7672,1.0388032371518836,0.6157744897959183,0.9542874999999998,0.0036450716270969006,460.69870437,2.1034808199388184
26,2022-10-31 18:27:46,27.0,0,pc,0.0,0.0,6579.602972999999,490.34760000000006,0.8345149985222662,0.6254433673469391,0.9542874999999998,0.0036450716270969006,467.932585335,2.0457423183994186
27,2022-10-31 18:30:56,28.0,0,None,1.0,1.0,6580.64464,0.0,0.0,0.0,0.9542874999999998,0.0,0.0,0.0
28,2022-10-31 18:34:29,29.0,0,pc,1.0,1.0,6548.561307,646.7160000000001,1.764325093196468,0.8248928571428572,0.9542874999999998,0.0036450716270969006,617.1529948499999,3.001899854036667
29,2022-10-31 18:37:51,30.0,0,pc,1.0,1.0,6568.561307,593.9916,27.60430979544244,0.7576423469387756,0.9542874999999998,0.0036450716270969006,566.838758985,26.44116367111419
30,2022-10-31 18:41:25,31.0,0,mc,1.0,1.0,6553.352972999999,169.32995999999997,0.12240857982099641,0.21598209183673467,0.9542874999999998,0.0036450716270969006,161.5894642035,0.6611251908315632
31,2022-10-31 18:44:50,32.0,0,pc,1.0,1.0,6586.89464,587.4635999999999,2.0283467975261047,0.7493158163265308,0.9542874999999998,0.0036450716270969006,560.609170185,2.973773566964922
32,2022-10-31 18:48:28,33.0,1,pc,0.0,0.0,6547.966069,588.5004,1.3238957558712154,0.7506382653061227,0.9542874999999998,0.0036450716270969006,561.5985754649998,2.590522920594432
33,2022-10-31 18:51:56,34.0,0,bc,1.0,1.0,6568.109918,2.3699471999999995,0.011373790968410834,0.005813693552395163,0.9542874999999998,0.0036450716270969006,2.26161098862,0.014940277251187914
34,2022-10-31 18:55:34,35.0,0,bc,1.0,1.0,6565.64464,7.359372000000001,0.00813716988842598,0.009386954081632608,0.9542874999999998,0.0036450716270969006,7.022956707450001,0.029328238618296875
35,2022-10-31 18:58:59,36.0,0,None,1.0,1.0,6542.102972999999,0.0,0.0,0.0,0.9542874999999998,0.0,0.0,0.0
36,2022-10-31 19:02:29,37.0,0,mc,1.0,1.0,6560.64464,350.52912000000003,0.37705406764950244,0.4471034693877552,0.9542874999999998,0.0036450716270969006,334.505557602,1.3942880229064818
37,2022-10-31 19:05:51,38.0,0,bc,1.0,1.0,6560.64464,0.7080239999999999,0.0105755152479026,0.005779201541210844,0.9542874999999998,0.0036450716270969006,0.6756584528999999,0.011786690877755888
38,2022-10-31 19:09:23,39.0,0,pc,0.0,1.0,6579.08214,1164.5459999999998,13.469020177864623,1.4853903061224492,0.9542874999999998,0.0036450716270969006,1111.311690975,13.610137078358969
39,2022-10-31 19:12:50,40.0,0,pc,0.0,1.0,6597.631819,1204.0787999999998,14.530712041788544,1.5358147959183672,0.9542874999999998,0.0036450716270969006,1149.0373478549998,14.618142926628156
40,2022-10-31 19:16:43,41.0,1,mc,0.0,0.0,6551.686307,94.74804000000003,0.1290413822958654,0.12085209183673468,0.9542874999999998,0.0036450716270969006,90.41687022149999,0.38437017572437815
41,2022-10-31 19:19:57,42.0,0,None,1.0,1.0,6572.51964,0.0,0.0,0.0,0.9542874999999998,0.0,0.0,0.0
42,2022-10-31 19:23:23,43.0,0,None,0.0,0.0,6575.131819,0.0,0.0,0.0,0.9542874999999998,0.0,0.0,0.0
43,2022-10-31 19:26:49,44.0,1,bc,0.0,1.0,6573.76964,3.0372276,0.021124701001107825,0.005820800574633684,0.9542874999999998,0.0036450716270969006,2.898388333335,0.02366023661544262
44,2022-10-31 19:30:30,45.0,0,mc,0.0,0.0,6586.790472999999,330.0944400000001,0.16431137304016374,0.42103882653061225,0.9542874999999998,0.0036450716270969006,315.0049979115,1.2781848357842915
45,2022-10-31 19:33:50,46.0,0,mc,0.0,0.0,6558.352972999999,334.47024000000005,0.2375484583594821,0.4266202040816326,0.9542874999999998,0.0036450716270969006,319.180769154,1.3051835279618202
