,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,gas_kgh_60_mean,gas_kgh_60_std,meter_sigma,methane_fraction_ms,methane_fraction_ms_sigma,ch4_kgh_60_mean_ms,ch4_kgh_sigma
0,2022-10-10 17:00:00,1.0,1,mc,0,0,10351.26648,11.668884000000002,0.06354812326237085,0.03972010507079356,0.9363581249999999,0.0016174275550494,10.9262543430825,0.07266482753644271
1,2022-10-10 17:13:50,2.0,1,mc,0,0,10398.14464,7.710378,1.6223725597155438,0.039587053127557975,0.9363581249999999,0.0016174275550494,7.21967508712125,1.519625072609852
2,2022-10-10 17:28:52,3.0,1,mc,0,0,10419.39464,9.218051999999998,0.07284052338348239,0.0396473153306278,0.9363581249999999,0.0016174275550494,8.6313978868725,0.07907204806684232
3,2022-10-10 17:43:03,4.0,1,mc,0,0,10416.32015,4.7465519999999986,0.06845035149406474,0.03944309682080084,0.9363581249999999,0.0016174275550494,4.444472530935001,0.0743708426598882
4,2022-10-10 17:55:13,5.0,0,mc,0,0,10371.44592,0.0,0.0,0.0,0.9363581249999999,0.0,0.0,0.0
5,2022-10-10 18:06:52,6.0,0,mc,1,1,10396.95146,97.58586,0.12460632135663859,0.1244717602040816,0.9363581249999999,0.0016174275550494,91.3753128961125,0.22827639145857814
6,2022-10-10 18:19:23,7.0,1,mc,0,0,10330.29742,99.46788,0.12958299323442513,0.12687229591836732,0.9363581249999999,0.0016174275550494,93.137557614525,0.23391972024660304
7,2022-10-10 18:30:43,8.0,0,mc,0,0,10364.923490000001,38.25664200000001,4.981624894143324,0.04845110297092781,0.9363581249999999,0.0016174275550494,35.82191757191626,4.665215936692123
8,2022-10-10 18:43:24,9.0,0,mc,0,0,10393.96195,42.01674000000001,0.07021913689615271,0.05359278061224486,0.9363581249999999,0.0016174275550494,39.3427158850125,0.10705028478728988
9,2022-10-10 18:56:03,10.0,1,mc,0,0,10387.311310000001,31.899396000000003,5.529379865202404,0.043765580449145594,0.9363581249999999,0.0016174275550494,29.869258627192504,5.177899006138733
10,2022-10-10 19:08:27,11.0,1,mc,0,0,10356.373810000001,156.85956,8.64682758282981,0.20007596938775507,0.9363581249999999,0.0016174275550494,146.876723489925,8.102667416863607
11,2022-10-10 19:20:08,12.0,1,mc,0,0,10258.25682,63.02405999999999,0.07938143317050517,0.08038783163265302,0.9363581249999999,0.0016174275550494,59.0130906514875,0.14690756462381774
12,2022-10-10 19:31:49,13.0,1,mc,0,0,10290.66358,84.61505999999999,0.1009774285904819,0.10792737244897956,0.9363581249999999,0.0016174275550494,79.2299989283625,0.19463572496242448
