,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,methane_fraction_su_raw,methane_fraction_su_raw_sigma,kgh_gas_60_mean,kgh_gas_60_std,kgh_ch4_60_mean_su_raw,kgh_ch4_60_std_su_raw,meter_uncertainty,meter_sigma_percent,meter_sigma_kgh_gas,kgh_ch4_sigma
0,2022-10-25 17:15:06,1.0,0,mc,0,1,41623.97797,0.9,0.022499999999999996,216.92639999999997,0.34517113220614826,195.23375999999996,0.3106540189855332,0.25,0.12755102040816327,0.2766918367346939,4.897055886304086
1,2022-10-25 17:32:51,2.0,0,mc,0,0,41630.46886,0.9,0.022499999999999996,102.58338,0.16094379985530455,92.325042,0.14484941986977332,0.25,0.12755102040816327,0.1308461479591837,2.315662971120403
2,2022-10-25 17:50:38,3.0,0,pc,1,1,42633.14464,0.8800000000000002,0.022499999999999996,1039.1237999999998,27.513327003595542,914.4289440000001,24.21172776316407,0.25,0.12755102040816327,1.3254130102040815,33.67797373706138
3,2022-10-25 18:09:06,4.0,0,pc,0,0,42635.03948,0.8800000000000002,0.022499999999999996,1032.2754000000002,27.78810514773713,908.402352,24.453532530008673,0.25,0.12755102040816327,1.3166778061224493,33.745725480622234
4,2022-10-25 18:27:49,5.0,0,None,1,1,43640.086839999996,0.8800000000000002,0.022499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2022-10-25 18:47:01,6.0,0,pc,0,0,43643.14464,0.8800000000000002,0.022499999999999996,492.7308000000001,2.226264582932663,433.6031040000001,1.95911283298074,0.25,0.12755102040816327,0.6284831632653063,11.27178879246726
6,2022-10-25 19:07:09,7.0,0,bc,0,0,43626.23549,0.8800000000000002,0.022499999999999996,25.689078,0.034139695807527695,22.606388640000002,0.030042932310624056,0.25,0.12755102040816327,0.03276668112244898,0.579502316919717
7,2022-10-25 19:27:51,8.0,0,pc,0,0,43632.51964,0.8800000000000002,0.022499999999999996,667.5563999999999,4.50603841641076,587.449632,3.965313806441468,0.25,0.12755102040816327,0.851475,15.552688894101884
8,2022-10-25 20:10:26,9.0,0,mc,0,0,44646.26964,0.8800000000000002,0.022499999999999996,149.5419,0.16384413635205186,131.59687200000002,0.14418283998980685,0.25,0.12755102040816327,0.19074221938775512,3.3719609538431308
9,2022-10-25 20:29:47,10.0,0,mc,0,1,44667.51964,0.8800000000000002,0.022499999999999996,78.55902,0.09629847456418865,69.1319376,0.08474265761648592,0.25,0.12755102040816327,0.10020283163265307,1.771803762770783
10,2022-10-25 20:46:41,11.0,0,mc,0,0,44667.51964,0.8800000000000002,0.022499999999999996,66.304515,0.04887892885938345,58.347973200000006,0.04301345739625737,0.25,0.12755102040816327,0.08457208545918367,1.4943259899871326
11,2022-10-29 16:25:01,12.0,0,None,0,0,42617.543679999995,0.9200000000000002,0.022499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-10-29 16:50:54,13.0,0,mc,0,0,42642.51964,0.9200000000000002,0.022499999999999996,356.8104599999999,0.7682469970929715,328.26562320000005,0.7067872373255337,0.25,0.12755102040816327,0.4551153826530612,8.07015649635078
13,2022-10-29 17:17:02,14.0,0,pc,0,0,42642.51964,0.9200000000000002,0.022499999999999996,704.6340000000001,4.989852455275986,648.26328,4.590664258853903,0.25,0.12755102040816327,0.8987678571428573,16.526210246709375
14,2022-10-29 17:42:41,15.0,0,pc,0,0,43641.474559999995,0.9200000000000002,0.022499999999999996,425.34599999999995,1.892982150927158,391.3183200000001,1.7415435788529963,0.25,0.12755102040816327,0.5425331632653061,9.740249498061413
15,2022-10-29 18:07:05,16.0,0,bc,0,0,43640.198209999995,0.9200000000000002,0.022499999999999996,35.254818,0.03984841543752299,32.434432560000005,0.03666054220252134,0.25,0.12755102040816327,0.04496788010204082,0.795157056354498
16,2022-10-29 18:30:51,17.0,0,mc,0,0,43625.62149,0.9200000000000002,0.022499999999999996,353.96345999999994,0.8286365843247294,325.6463832,0.7623456575787497,0.25,0.12755102040816327,0.4514840051020408,8.011356192792116
17,2022-10-29 18:54:05,18.0,0,pc,0,0,43635.8699,0.9200000000000002,0.022499999999999996,858.1002000000001,12.69160921639548,789.452184,11.676280479083843,0.25,0.12755102040816327,1.09451556122449,22.58582651020708
18,2022-10-29 19:16:34,19.0,0,pc,0,0,43617.51964,0.9200000000000002,0.022499999999999996,1114.3458,28.34159046217103,1025.198136,26.074263225197353,0.25,0.12755102040816327,1.4213594387755104,36.19698157372476
19,2022-10-29 19:38:31,20.0,0,pc,0,0,44617.51964,0.9200000000000002,0.022499999999999996,1355.9448,34.10935156666431,1247.4692160000004,31.38060344133116,0.25,0.12755102040816327,1.7295214285714287,43.79564334818037
20,2022-10-29 19:59:55,21.0,0,pc,0,0,44608.46226,0.9200000000000002,0.022499999999999996,613.9319999999999,4.148597998834334,564.81744,3.8167101589275827,0.25,0.12755102040816327,0.7830765306122448,14.349155022201385
21,2022-10-29 20:19:49,22.0,0,mc,0,0,44617.51964,0.9200000000000002,0.022499999999999996,214.19664,0.31490897861693096,197.06090880000002,0.28971626032757775,0.25,0.12755102040816327,0.27321,4.834662913788693
22,2022-10-29 20:42:28,23.0,0,pc,1,1,44617.51964,0.9200000000000002,0.022499999999999996,517.7208,2.3791916929630537,476.3031359999999,2.188856357526011,0.25,0.12755102040816327,0.6603581632653063,11.868142875074208
