,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,methane_fraction_km,methane_fraction_km_sigma,kgh_gas_30_mean,kgh_gas_30_std,kgh_ch4_30_mean_km,kgh_ch4_30_std_km,meter_uncertainty,meter_sigma_percent,meter_sigma_kgh_gas,kgh_ch4_sigma
0,2022-10-25 17:15:06,1.0,0,mc,0,1,41623.97797,0.9460179999999998,0.0024069307218945,217.06644000000003,0.32625516309826486,205.34875943592,0.3086432568838958,0.25,0.12755102040816327,0.27687045918367353,0.6609338699479166
1,2022-10-25 17:32:51,2.0,0,mc,0,0,41630.46886,0.9460179999999998,0.0024069307218945,102.48732,0.1528232569410456,96.95484949175999,0.14457355188485405,0.25,0.12755102040816327,0.1307236224489796,0.3115220325837138
2,2022-10-25 17:50:38,3.0,0,pc,1,1,42633.14464,0.9506440000000002,0.0013657668785947996,1041.1332,24.880584207577286,989.7470297808,23.65257809342811,0.25,0.12755102040816327,1.3279760204081634,23.728887761308496
3,2022-10-25 18:09:06,4.0,0,pc,0,0,42635.03948,0.9506440000000002,0.0013657668785947996,1040.7024,28.755710151502793,989.3374923456,27.33644332126525,0.25,0.12755102040816327,1.3274265306122448,27.40244160327116
4,2022-10-25 18:27:49,5.0,0,None,1,1,43640.086839999996,0.9506440000000002,0.0013657668785947996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2022-10-25 18:47:01,6.0,0,pc,0,0,43643.14464,0.9506440000000002,0.0013657668785947996,492.9804000000001,2.1199321654729677,468.64885937760005,2.015300793513885,0.25,0.12755102040816327,0.6288015306122451,2.2072811036342825
6,2022-10-25 19:07:09,7.0,0,bc,0,0,43626.23549,0.9506440000000002,0.0013657668785947996,25.675656000000004,0.023758858906768474,24.408408322463995,0.022586216666565604,0.25,0.12755102040816327,0.032749561224489805,0.052049048228373404
7,2022-10-25 19:27:51,8.0,0,pc,0,0,43632.51964,0.9506440000000002,0.0013657668785947996,667.7256,4.040845469743289,634.7693352864001,3.841405500738635,0.25,0.12755102040816327,0.8516908163265307,4.030335414809617
8,2022-10-25 20:10:26,9.0,0,mc,0,0,44646.26964,0.9506440000000002,0.0013657668785947996,149.5332,0.14149546111887273,142.15283938079997,0.13451181113989105,0.25,0.12755102040816327,0.1907311224489796,0.3044310993698535
9,2022-10-25 20:29:47,10.0,0,mc,0,1,44667.51964,0.9506440000000002,0.0013657668785947996,78.50124,0.08601301264824708,74.62673279856,0.0817677543959812,0.25,0.12755102040816327,0.10012913265306123,0.1650499533779525
10,2022-10-25 20:46:41,11.0,0,mc,0,0,44667.51964,0.9506440000000002,0.0013657668785947996,66.314745,0.057548254639639765,63.04171444578001,0.05470790298364582,0.25,0.12755102040816327,0.08458513392857143,0.13289767231385144
11,2022-10-29 16:25:01,12.0,0,None,0,0,42617.543679999995,0.9533238749999998,0.0046103061607482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-10-29 16:50:54,13.0,0,mc,0,0,42642.51964,0.9533238749999998,0.0046103061607482,356.93424,0.7511326663664385,340.27393279698003,0.7160727041395363,0.25,0.12755102040816327,0.4552732653061225,1.8463631164067758
13,2022-10-29 17:17:02,14.0,0,pc,0,0,42642.51964,0.9533238749999998,0.0046103061607482,704.4071999999998,5.4663760573162286,671.5282014819,5.2112268051679305,0.25,0.12755102040816327,0.8984785714285712,6.1997594358106385
14,2022-10-29 17:42:41,15.0,0,pc,0,0,43641.474559999995,0.9533238749999998,0.0046103061607482,425.68080000000003,1.7733043848644032,405.8116697691001,1.6905334077334215,0.25,0.12755102040816327,0.5429602040816327,2.64145993396023
15,2022-10-29 18:07:05,16.0,0,bc,0,0,43640.198209999995,0.9533238749999998,0.0046103061607482,35.240904,0.0407354507642371,33.595995159783,0.03883407777243452,0.25,0.12755102040816327,0.04495013265306123,0.17245673154990276
16,2022-10-29 18:30:51,17.0,0,mc,0,0,43625.62149,0.9533238749999998,0.0046103061607482,354.1994400000001,0.8225822393012132,337.66678266363004,0.7841872878768147,0.25,0.12755102040816327,0.45178500000000016,1.861997317120575
17,2022-10-29 18:54:05,18.0,0,pc,0,0,43635.8699,0.9533238749999998,0.0046103061607482,858.0372000000001,13.483965042559445,817.98734839815,12.854585804737315,0.25,0.12755102040816327,1.094435204081633,13.489900809808574
18,2022-10-29 19:16:34,19.0,0,pc,0,0,43617.51964,0.9533238749999998,0.0046103061607482,1121.6928,29.689739519188123,1069.3365266556,28.303937526173048,0.25,0.12755102040816327,1.4307306122448982,28.80479248791679
19,2022-10-29 19:38:31,20.0,0,pc,0,0,44617.51964,0.9533238749999998,0.0046103061607482,1361.3004,36.73896429152286,1297.76017236705,35.0241318018812,0.25,0.12755102040816327,1.7363525510204085,35.62047402023445
20,2022-10-29 19:59:55,21.0,0,pc,0,0,44608.46226,0.9533238749999998,0.0046103061607482,613.4736,3.4714559561043674,584.8390295621999,3.309421843965242,0.25,0.12755102040816327,0.782491836734694,4.416789403346545
21,2022-10-29 20:19:49,22.0,0,mc,0,0,44617.51964,0.9533238749999998,0.0046103061607482,214.21812000000003,0.32631926232681413,204.21924825361504,0.3110879436485343,0.25,0.12755102040816327,0.2732373979591837,1.0677093265677071
22,2022-10-29 20:42:28,23.0,0,pc,1,1,44617.51964,0.9533238749999998,0.0046103061607482,518.2008,2.15740671912463,494.0131946840999,2.056707333426934,0.25,0.12755102040816327,0.6609704081632654,3.214766441110597
