,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,gas_kgh_60_mean,gas_kgh_60_std,meter_sigma,methane_fraction_km,methane_fraction_km_sigma,ch4_kgh_60_mean_km,ch4_kgh_sigma
151,2022-10-26 17:50:01,152,0,mc,0,0,1361.07615904,92.78873999999999,0.11275983958718974,0.11835298469387752,0.950644,0.0013657668785947998,88.20905894856,0.2005229051115289
152,2022-10-26 17:53:08,153,0,mc,0,1,1335.5408344039718,77.63723999999999,0.0771422353485826,0.09902709183673465,0.950644,0.0013657668785947998,73.80537638256,0.1596356121014547
153,2022-10-26 17:56:19,154,0,mc,0,0,1344.22248396,77.82216000000001,0.08905628614362303,0.09926295918367346,0.950644,0.0013657668785947998,73.98116947103999,0.16543542877664394
154,2022-10-26 17:59:30,155,0,mc,0,0,1329.156319763972,77.76066,0.07866426664920773,0.0991845153061224,0.950644,0.0013657668785947998,73.92270486504002,0.1605048731288437
155,2022-10-26 18:02:45,156,0,pc,1,1,1349.258026443972,1010.1864,96.17586452003574,1.2885030612244897,0.950644,0.0013657668785947998,960.3276400415999,91.44762171841737
156,2022-10-26 18:05:47,157,0,pc,0,0,1350.9744526800002,1098.945,31.64831956981634,1.4017155612244898,0.950644,0.0013657668785947998,1044.70547058,30.15315743601869
157,2022-10-26 18:08:58,158,0,pc,0,0,1347.8046143239721,1099.4778,29.433729485353187,1.4023951530612244,0.950644,0.0013657668785947998,1045.2119737032,28.052959317427444
158,2022-10-26 18:12:05,159,0,pc,0,0,1340.17228698,1103.8817999999999,29.01130759256654,1.4080125000000003,0.950644,0.0013657668785947998,1049.3986098792,27.65301677615348
159,2022-10-26 18:15:16,160,0,pc,0,0,1371.979483863972,1096.053,29.33622703202607,1.398026785714286,0.950644,0.0013657668785947998,1041.956208132,27.960059232812178
160,2022-10-26 18:18:28,161,0,pc,0,0,1338.0703620439722,1090.0710000000001,29.42539463266612,1.3903966836734696,0.950644,0.0013657668785947998,1036.269455724,28.04383128602645
161,2022-10-26 18:21:38,162,0,pc,0,0,1348.0506773239717,1075.4388000000001,24.66350916019282,1.3717331632653065,0.950644,0.0013657668785947998,1022.3594425872001,23.528343658078843
162,2022-10-26 18:24:49,163,0,pc,0,0,1308.7336376800001,1072.5659999999998,28.101444353976913,1.3680688775510206,0.950644,0.0013657668785947998,1019.628432504,26.78619344186918
163,2022-10-26 18:28:01,164,0,pc,0,0,1374.487139456028,1074.975,35.02359671489292,1.3711415816326533,0.950644,0.0013657668785947998,1021.9185338999998,33.35280651273378
164,2022-10-26 18:31:09,165,0,pc,0,0,1345.627230396028,1061.0832,32.59474453884463,1.353422448979592,0.950644,0.0013657668785947998,1008.7123775808001,31.04654005205125
165,2022-10-26 18:34:18,166,0,None,1,1,1335.351639516028,44.14224,108.48555730451051,0.08200532841298648,0.950644,0.0002503905944090467,41.96355560256,103.13117419503371
