,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,methane_fraction_su_normalized,methane_fraction_su_normalized_sigma,kgh_gas_90_mean,kgh_gas_90_std,kgh_ch4_90_mean_su_normalized,kgh_ch4_90_std_su_normalized,meter_uncertainty,meter_sigma_percent,meter_sigma_kgh_gas,kgh_ch4_sigma
67,2022-11-02 16:38:30,69.0,0,None,1.0,1.0,6457.727972999999,0.93,0.022499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2022-11-02 16:41:15,70.0,0,bc,1.0,1.0,6440.505751000001,0.93,0.022499999999999996,1.150462,0.017612445643013074,1.0699296600000001,0.016379574448002164,0.9869386743319736,0.5035401399652927,0.005793037965047506,0.03110256520518139
69,2022-11-02 16:45:27,71.0,1,bc,0.0,0.0,6579.811307,0.93,0.022499999999999996,1.1171263999999999,0.009860179068046012,1.038927552,0.009169966533282803,1.0162422322866762,0.518490934840141,0.005792199114706012,0.027292688175009634
70,2022-11-02 16:48:30,72.0,1,bc,0.0,0.0,6621.373807,0.93,0.022499999999999996,1.100272,0.015517367285099426,1.02325296,0.014431151575142487,1.0317321817494944,0.5263939702803543,0.005791765464683059,0.029157096770950915
71,2022-11-02 16:52:31,73.0,1,bc,0.0,0.0,6592.102972999999,0.93,0.022499999999999996,4.236276,0.011359620265848221,3.939736680000001,0.010564446847238866,0.2697530024546835,0.13762908288504258,0.005830347807279167,0.0960530474956977
72,2022-11-02 16:55:43,74.0,1,bc,0.0,0.0,6533.561307,0.93,0.022499999999999996,4.235216,0.008729910459404156,3.93875088,0.008118816727245876,0.2698201843335375,0.13766335935384566,0.005830340621491568,0.09579117649453778
73,2022-11-02 16:59:31,75.0,1,bc,0.0,0.0,6575.852972999999,0.93,0.022499999999999996,4.193316,0.008368089307105017,3.8997838799999998,0.007782323055607627,0.27250290862122817,0.1390320962353205,0.005830055136571094,0.09482516024212255
74,2022-11-02 17:02:34,76.0,1,bc,0.0,0.0,6576.477972999999,0.93,0.022499999999999996,11.006288,0.011664456642469203,10.23584784,0.010847944677496418,0.25,0.12755102040816327,0.014038632653061225,0.2482225569642084
75,2022-11-02 17:06:40,77.0,1,bc,0.0,0.0,6600.64464,0.93,0.022499999999999996,10.963,0.013487228415693034,10.195590000000001,0.012543122426594605,0.25,0.12755102040816327,0.013983418367346939,0.24732833350335937
76,2022-11-02 17:09:45,78.0,1,bc,0.0,0.0,6530.95714,0.93,0.022499999999999996,22.136716,0.029454459718408696,20.58714588,0.027392647538120103,0.25,0.12755102040816327,0.028235607142857146,0.4995194786929799
77,2022-11-02 17:13:53,79.0,1,bc,0.0,0.0,6567.311307,0.93,0.022499999999999996,22.215612,0.011811892616808314,20.660519160000003,0.01098506013363184,0.25,0.12755102040816327,0.02833623979591837,0.5006659850865608
78,2022-11-02 17:17:07,80.0,1,bc,0.0,0.0,6561.061307,0.93,0.022499999999999996,22.20602,0.017031872567221495,20.6515986,0.01583964148751611,0.25,0.12755102040816327,0.028324005102040816,0.5005800061213707
79,2022-11-02 17:21:05,81.0,0,bc,1.0,1.0,6567.51964,0.93,0.022499999999999996,30.614227999999997,0.0187351023782525,28.471232040000004,0.017423645211775265,0.25,0.12755102040816327,0.039048760204081635,0.6899967821176212
80,2022-11-02 17:24:14,82.0,0,bc,0.0,1.0,6550.804362000001,0.93,0.022499999999999996,30.56964,0.01790168205015156,28.429765200000006,0.016648564306640905,0.25,0.12755102040816327,0.038991887755102046,0.6889733146545751
81,2022-11-02 17:28:30,83.0,0,bc,0.0,0.0,6547.51964,0.93,0.022499999999999996,26.527060000000002,0.013358592740255158,24.6701658,0.012423491248437446,0.25,0.12755102040816327,0.03383553571428572,0.5978168658388975
82,2022-11-02 17:37:34,84.0,0,bc,0.0,0.0,6586.686307,0.93,0.022499999999999996,26.582328000000008,0.014739237795303981,24.721565039999994,0.013707491149632564,0.25,0.12755102040816327,0.03390603061224491,0.5990898577610582
83,2022-11-02 17:41:55,85.0,0,bc,0.0,0.0,6565.01964,0.93,0.022499999999999996,33.788824000000005,0.022400747018041595,31.423606320000005,0.02083269472677865,0.25,0.12755102040816327,0.043097989795918376,0.7615893517931344
84,2022-11-02 17:45:14,86.0,0,bc,0.0,0.0,6616.686307,0.93,0.022499999999999996,33.719752,0.026517878607512552,31.35936936,0.02466162710498682,0.25,0.12755102040816327,0.04300988775510205,0.7601482450418655
85,2022-11-02 17:49:41,87.0,0,pc,0.0,0.0,6549.186307,0.93,0.022499999999999996,851.2116,8.309827944513387,791.6267880000001,7.728139988397452,0.25,0.12755102040816327,1.085729081632653,20.6773499225385
86,2022-11-02 17:52:42,88.0,0,pc,0.0,0.0,6618.873807,0.93,0.022499999999999996,843.8524000000002,7.580355570801093,784.7827320000001,7.049730680845019,0.25,0.12755102040816327,1.0763423469387758,20.277935789511773
87,2022-11-02 18:05:02,89.0,0,pc,0.0,0.0,6540.852972999999,0.93,0.022499999999999996,776.8031999999998,7.846640187316703,722.4269760000001,7.2973753742045355,0.25,0.12755102040816327,0.9908204081632652,18.96269448712363
88,2022-11-04 16:43:19,90.0,0,bc,1.0,1.0,6389.811307,0.93,0.022499999999999996,14.271192,2.785649903845368,13.272208559999997,2.5906544105761924,0.25,0.12755102040816327,0.018203051020408163,2.6105331331708017
