,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,data_qc
0,2022-11-30 17:50:00,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
1,2022-11-30 17:50:01,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
2,2022-11-30 17:50:02,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
3,2022-11-30 17:50:03,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
4,2022-11-30 17:50:04,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
5,2022-11-30 17:50:05,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
6,2022-11-30 17:50:06,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
7,2022-11-30 17:50:07,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
8,2022-11-30 17:50:08,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
9,2022-11-30 17:50:09,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
10,2022-11-30 17:50:10,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
11,2022-11-30 17:50:11,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
12,2022-11-30 17:50:12,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
13,2022-11-30 17:50:13,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
14,2022-11-30 17:50:14,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
15,2022-11-30 17:50:15,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
16,2022-11-30 17:50:16,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
17,2022-11-30 17:50:17,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
18,2022-11-30 17:50:18,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
19,2022-11-30 17:50:19,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
20,2022-11-30 17:50:20,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
21,2022-11-30 17:50:21,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
22,2022-11-30 17:50:22,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
23,2022-11-30 17:50:23,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
24,2022-11-30 17:50:24,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
25,2022-11-30 17:50:25,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
26,2022-11-30 17:50:26,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
27,2022-11-30 17:50:27,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
28,2022-11-30 17:50:28,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
29,2022-11-30 17:50:29,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
30,2022-11-30 17:50:30,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
31,2022-11-30 17:50:31,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
32,2022-11-30 17:50:32,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
33,2022-11-30 17:50:33,None,0.0,0.0,0.0,0.9422685,0.0,0.0,3
