,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,data_qc
0,2022-11-28 15:45:00,NA,NA,NA,NA,NA,NA,NA,2
1,2022-11-28 15:45:01,NA,NA,NA,NA,NA,NA,NA,2
2,2022-11-28 15:45:02,NA,NA,NA,NA,NA,NA,NA,2
3,2022-11-28 15:45:03,NA,NA,NA,NA,NA,NA,NA,2
4,2022-11-28 15:45:04,NA,NA,NA,NA,NA,NA,NA,2
5,2022-11-28 15:45:05,NA,NA,NA,NA,NA,NA,NA,2
6,2022-11-28 15:45:06,NA,NA,NA,NA,NA,NA,NA,2
7,2022-11-28 15:45:07,NA,NA,NA,NA,NA,NA,NA,2
8,2022-11-28 15:45:08,NA,NA,NA,NA,NA,NA,NA,2
9,2022-11-28 15:45:09,NA,NA,NA,NA,NA,NA,NA,2
10,2022-11-28 15:45:10,NA,NA,NA,NA,NA,NA,NA,2
11,2022-11-28 15:45:11,NA,NA,NA,NA,NA,NA,NA,2
12,2022-11-28 15:45:12,NA,NA,NA,NA,NA,NA,NA,2
13,2022-11-28 15:45:13,NA,NA,NA,NA,NA,NA,NA,2
14,2022-11-28 15:45:14,NA,NA,NA,NA,NA,NA,NA,2
15,2022-11-28 15:45:15,NA,NA,NA,NA,NA,NA,NA,2
16,2022-11-28 15:45:16,NA,NA,NA,NA,NA,NA,NA,2
17,2022-11-28 15:45:17,NA,NA,NA,NA,NA,NA,NA,2
18,2022-11-28 15:45:18,NA,NA,NA,NA,NA,NA,NA,2
19,2022-11-28 15:45:19,NA,NA,NA,NA,NA,NA,NA,2
20,2022-11-28 15:45:20,NA,NA,NA,NA,NA,NA,NA,2
21,2022-11-28 15:45:21,NA,NA,NA,NA,NA,NA,NA,2
22,2022-11-28 15:45:22,NA,NA,NA,NA,NA,NA,NA,2
23,2022-11-28 15:45:23,NA,NA,NA,NA,NA,NA,NA,2
24,2022-11-28 15:45:24,NA,NA,NA,NA,NA,NA,NA,2
25,2022-11-28 15:45:25,NA,NA,NA,NA,NA,NA,NA,2
26,2022-11-28 15:45:26,NA,NA,NA,NA,NA,NA,NA,2
27,2022-11-28 15:45:27,NA,NA,NA,NA,NA,NA,NA,2
28,2022-11-28 15:45:28,NA,NA,NA,NA,NA,NA,NA,2
29,2022-11-28 15:45:29,NA,NA,NA,NA,NA,NA,NA,2
30,2022-11-28 15:45:30,NA,NA,NA,NA,NA,NA,NA,2
31,2022-11-28 15:45:31,NA,NA,NA,NA,NA,NA,NA,2
32,2022-11-28 15:45:32,NA,NA,NA,NA,NA,NA,NA,2
33,2022-11-28 15:45:33,NA,NA,NA,NA,NA,NA,NA,2
34,2022-11-28 15:45:34,NA,NA,NA,NA,NA,NA,NA,2
35,2022-11-28 15:45:35,NA,NA,NA,NA,NA,NA,NA,2
36,2022-11-28 15:45:36,NA,NA,NA,NA,NA,NA,NA,2
37,2022-11-28 15:45:37,NA,NA,NA,NA,NA,NA,NA,2
38,2022-11-28 15:45:38,NA,NA,NA,NA,NA,NA,NA,2
39,2022-11-28 15:45:39,NA,NA,NA,NA,NA,NA,NA,2
40,2022-11-28 15:45:40,NA,NA,NA,NA,NA,NA,NA,2
41,2022-11-28 15:45:41,NA,NA,NA,NA,NA,NA,NA,2
42,2022-11-28 15:45:42,NA,NA,NA,NA,NA,NA,NA,2
43,2022-11-28 15:45:43,NA,NA,NA,NA,NA,NA,NA,2
44,2022-11-28 15:45:44,NA,NA,NA,NA,NA,NA,NA,2
45,2022-11-28 15:45:45,NA,NA,NA,NA,NA,NA,NA,2
46,2022-11-28 15:45:46,NA,NA,NA,NA,NA,NA,NA,2
47,2022-11-28 15:45:47,NA,NA,NA,NA,NA,NA,NA,2
48,2022-11-28 15:45:48,NA,NA,NA,NA,NA,NA,NA,2
49,2022-11-28 15:45:49,NA,NA,NA,NA,NA,NA,NA,2
50,2022-11-28 15:45:50,NA,NA,NA,NA,NA,NA,NA,2
51,2022-11-28 15:45:51,NA,NA,NA,NA,NA,NA,NA,2
52,2022-11-28 15:45:52,NA,NA,NA,NA,NA,NA,NA,2
53,2022-11-28 15:45:53,NA,NA,NA,NA,NA,NA,NA,2
54,2022-11-28 15:45:54,NA,NA,NA,NA,NA,NA,NA,2
55,2022-11-28 15:45:55,NA,NA,NA,NA,NA,NA,NA,2
56,2022-11-28 15:45:56,NA,NA,NA,NA,NA,NA,NA,2
57,2022-11-28 15:45:57,NA,NA,NA,NA,NA,NA,NA,2
58,2022-11-28 15:45:58,NA,NA,NA,NA,NA,NA,NA,2
59,2022-11-28 15:45:59,NA,NA,NA,NA,NA,NA,NA,2
60,2022-11-28 15:46:00,NA,NA,NA,NA,NA,NA,NA,2
61,2022-11-28 15:46:01,NA,NA,NA,NA,NA,NA,NA,2
62,2022-11-28 15:46:02,NA,NA,NA,NA,NA,NA,NA,2
63,2022-11-28 15:46:03,NA,NA,NA,NA,NA,NA,NA,2
64,2022-11-28 15:46:04,NA,NA,NA,NA,NA,NA,NA,2
65,2022-11-28 15:46:05,NA,NA,NA,NA,NA,NA,NA,2
66,2022-11-28 15:46:06,NA,NA,NA,NA,NA,NA,NA,2
67,2022-11-28 15:46:07,NA,NA,NA,NA,NA,NA,NA,2
68,2022-11-28 15:46:08,NA,NA,NA,NA,NA,NA,NA,2
69,2022-11-28 15:46:09,NA,NA,NA,NA,NA,NA,NA,2
70,2022-11-28 15:46:10,NA,NA,NA,NA,NA,NA,NA,2
71,2022-11-28 15:46:11,NA,NA,NA,NA,NA,NA,NA,2
72,2022-11-28 15:46:12,NA,NA,NA,NA,NA,NA,NA,2
73,2022-11-28 15:46:13,NA,NA,NA,NA,NA,NA,NA,2
74,2022-11-28 15:46:14,NA,NA,NA,NA,NA,NA,NA,2
75,2022-11-28 15:46:15,NA,NA,NA,NA,NA,NA,NA,2
76,2022-11-28 15:46:16,NA,NA,NA,NA,NA,NA,NA,2
77,2022-11-28 15:46:17,NA,NA,NA,NA,NA,NA,NA,2
78,2022-11-28 15:46:18,NA,NA,NA,NA,NA,NA,NA,2
79,2022-11-28 15:46:19,NA,NA,NA,NA,NA,NA,NA,2
80,2022-11-28 15:46:20,NA,NA,NA,NA,NA,NA,NA,2
81,2022-11-28 15:46:21,NA,NA,NA,NA,NA,NA,NA,2
82,2022-11-28 15:46:22,NA,NA,NA,NA,NA,NA,NA,2
83,2022-11-28 15:46:23,NA,NA,NA,NA,NA,NA,NA,2
84,2022-11-28 15:46:24,NA,NA,NA,NA,NA,NA,NA,2
85,2022-11-28 15:46:25,NA,NA,NA,NA,NA,NA,NA,2
86,2022-11-28 15:46:26,NA,NA,NA,NA,NA,NA,NA,2
87,2022-11-28 15:46:27,NA,NA,NA,NA,NA,NA,NA,2
88,2022-11-28 15:46:28,NA,NA,NA,NA,NA,NA,NA,2
89,2022-11-28 15:46:29,NA,NA,NA,NA,NA,NA,NA,2
90,2022-11-28 15:46:30,NA,NA,NA,NA,NA,NA,NA,2
91,2022-11-28 15:46:31,NA,NA,NA,NA,NA,NA,NA,2
92,2022-11-28 15:46:32,NA,NA,NA,NA,NA,NA,NA,2
93,2022-11-28 15:46:33,NA,NA,NA,NA,NA,NA,NA,2
94,2022-11-28 15:46:34,NA,NA,NA,NA,NA,NA,NA,2
95,2022-11-28 15:46:35,NA,NA,NA,NA,NA,NA,NA,2
96,2022-11-28 15:46:36,NA,NA,NA,NA,NA,NA,NA,2
97,2022-11-28 15:46:37,NA,NA,NA,NA,NA,NA,NA,2
