,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,data_qc
0,2022-11-21 14:50:00,NA,NA,NA,NA,NA,NA,NA,2
1,2022-11-21 14:50:01,NA,NA,NA,NA,NA,NA,NA,2
2,2022-11-21 14:50:02,NA,NA,NA,NA,NA,NA,NA,2
3,2022-11-21 14:50:03,NA,NA,NA,NA,NA,NA,NA,2
4,2022-11-21 14:50:04,NA,NA,NA,NA,NA,NA,NA,2
5,2022-11-21 14:50:05,NA,NA,NA,NA,NA,NA,NA,2
6,2022-11-21 14:50:06,NA,NA,NA,NA,NA,NA,NA,2
7,2022-11-21 14:50:07,NA,NA,NA,NA,NA,NA,NA,2
8,2022-11-21 14:50:08,NA,NA,NA,NA,NA,NA,NA,2
9,2022-11-21 14:50:09,NA,NA,NA,NA,NA,NA,NA,2
10,2022-11-21 14:50:10,NA,NA,NA,NA,NA,NA,NA,2
11,2022-11-21 14:50:11,NA,NA,NA,NA,NA,NA,NA,2
12,2022-11-21 14:50:12,NA,NA,NA,NA,NA,NA,NA,2
13,2022-11-21 14:50:13,NA,NA,NA,NA,NA,NA,NA,2
14,2022-11-21 14:50:14,NA,NA,NA,NA,NA,NA,NA,2
15,2022-11-21 14:50:15,NA,NA,NA,NA,NA,NA,NA,2
16,2022-11-21 14:50:16,NA,NA,NA,NA,NA,NA,NA,2
17,2022-11-21 14:50:17,NA,NA,NA,NA,NA,NA,NA,2
18,2022-11-21 14:50:18,NA,NA,NA,NA,NA,NA,NA,2
19,2022-11-21 14:50:19,NA,NA,NA,NA,NA,NA,NA,2
20,2022-11-21 14:50:20,NA,NA,NA,NA,NA,NA,NA,2
21,2022-11-21 14:50:21,NA,NA,NA,NA,NA,NA,NA,2
22,2022-11-21 14:50:22,NA,NA,NA,NA,NA,NA,NA,2
23,2022-11-21 14:50:23,NA,NA,NA,NA,NA,NA,NA,2
24,2022-11-21 14:50:24,NA,NA,NA,NA,NA,NA,NA,2
25,2022-11-21 14:50:25,NA,NA,NA,NA,NA,NA,NA,2
