,Unnamed: 0,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc,CI95_upper,CI95_lower,gas_comp_source
2594,2594,2022-10-11 17:14:14,mc,0.2752419041439045,0.03999680538658,28.48176,0.936358125,0.0016174275550494,26.6691273903,0.0593699232428691,0,26.785492439856025,26.55276234074398,km
2595,2595,2022-10-11 17:14:15,mc,0.2758924013835745,0.039996065124005,28.41408,0.936358125,0.0016174275550494,26.6057546724,0.0592845859570992,0,26.721952460875915,26.489556883924084,km
2596,2596,2022-10-11 17:14:16,mc,0.2756706092461358,0.0399963173245177,28.43712,0.936358125,0.0016174275550494,26.6273283636,0.0593136281657256,0,26.74358307480482,26.51107365239518,km
2597,2597,2022-10-11 17:14:17,mc,0.2763475012612102,0.039995548267738,28.36692,0.936358125,0.0016174275550494,26.561596023225,0.0592251685234692,0,26.677677353531,26.445514692919,km
2598,2598,2022-10-11 17:14:18,mc,0.2757190956801242,0.0399962621729844,28.43208,0.936358125,0.0016174275550494,26.62260911865,0.059307274407136,0,26.738851376487986,26.506366860812015,km
2599,2599,2022-10-11 17:14:19,mc,0.2761145520987674,0.0399958127205009,28.39104,0.936358125,0.0016174275550494,26.584180981200003,0.059255552831291,0,26.700321864749334,26.468040097650672,km
2600,2600,2022-10-11 17:14:20,mc,0.2755771480248044,0.0399964236608057,28.44684,0.936358125,0.0016174275550494,26.636429764575,0.0593258830684868,0,26.752708495389232,26.520151033760765,km
2601,2601,2022-10-11 17:14:21,mc,0.2768460135516731,0.0399949830916407,28.31544,0.936358125,0.0016174275550494,26.51339230695,0.0591603518472118,0,26.629346596570535,26.397438017329463,km
2602,2602,2022-10-11 17:14:22,mc,0.2767133656827074,0.0399951333777005,28.32912,0.936358125,0.0016174275550494,26.5262016861,0.0591775714137539,0,26.642189726070956,26.41021364612904,km
2603,2603,2022-10-11 17:14:23,mc,0.2751004491993022,0.0399969665949841,28.49652,0.936358125,0.0016174275550494,26.682948036225003,0.0593885444112152,0,26.799349583270985,26.56654648917902,km
2604,2604,2022-10-11 17:14:24,mc,0.2747560485385026,0.0399973594390091,28.53252,0.936358125,0.0016174275550494,26.716656928725,0.0594339774405575,0,26.833147524508494,26.60016633294151,km
2605,2605,2022-10-11 17:14:25,mc,0.2769053973629634,0.039994915835078,28.30932,0.936358125,0.0016174275550494,26.507661795225,0.0591526493998755,0,26.623600988048757,26.391722602401245,km
2606,2606,2022-10-11 17:14:26,mc,0.277087200830945,0.0399947100195302,28.2906,0.936358125,0.0016174275550494,26.490133171125,0.0591290929782477,0,26.606026193362364,26.374240148887633,km
2607,2607,2022-10-11 17:14:27,mc,0.2766122202379328,0.0399952480212556,28.33956,0.936358125,0.0016174275550494,26.535977264925,0.0591907148278771,0,26.651991065987637,26.41996346386236,km
2608,2608,2022-10-11 17:14:28,mc,0.2762814009759229,0.0399956232844622,28.37376,0.936358125,0.0016174275550494,26.568000712800004,0.0592337839554533,0,26.684098929352693,26.451902496247314,km
2609,2609,2022-10-11 17:14:29,mc,0.274642586218144,0.0399974889696183,28.5444,0.936358125,0.0016174275550494,26.72778086325,0.0594489751728702,0,26.844300854588827,26.611260871911174,km
