,datetime_utc,flow_rate,meter,qc_flag,meter_sigma_kgh_gas,methane_fraction_km,gas_comp_sigma_km,kgh_ch4_km,combined_uncertainty_kgh_ch4_km,CI95_upper_km,CI95_lower_km
6862,2022-10-24 16:44:29,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6863,2022-10-24 16:44:30,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6864,2022-10-24 16:44:31,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6865,2022-10-24 16:44:32,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6866,2022-10-24 16:44:33,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6867,2022-10-24 16:44:34,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6868,2022-10-24 16:44:35,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6869,2022-10-24 16:44:36,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6870,2022-10-24 16:44:37,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6871,2022-10-24 16:44:38,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6872,2022-10-24 16:44:39,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6873,2022-10-24 16:44:40,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6874,2022-10-24 16:44:41,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6875,2022-10-24 16:44:42,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6876,2022-10-24 16:44:43,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
6877,2022-10-24 16:44:44,0.0,None,0,0.0,0.946018,0.0024069307218945,0.0,0.0,0.0,0.0
