,datetime_utc,flow_rate,meter,qc_flag,methane_fraction_km,gas_comp_sigma_km,kgh_ch4_km,methane_fraction_su_raw,gas_comp_sigma_su_raw,kgh_ch4_su_raw,methane_fraction_su_normalized,gas_comp_sigma_su_normalized,kgh_ch4_su_normalized
2611,2022-11-02 16:36:31,3.314448,bc,0,0.95034125,0.0026930537344558,3.1498566553800003,0.96,0.0225,3.18187008,0.93,0.0225,3.08243664
2612,2022-11-02 16:36:32,2.724732,bc,0,0.95034125,0.0026930537344558,2.589425214795,0.96,0.0225,2.6157427199999996,0.93,0.0225,2.53400076
2613,2022-11-02 16:36:33,2.190708,bc,0,0.95034125,0.0026930537344558,2.081920179105,0.96,0.0225,2.10307968,0.93,0.0225,2.03735844
2614,2022-11-02 16:36:34,1.860624,bc,0,0.95034125,0.0026930537344558,1.7682277379400002,0.96,0.0225,1.78619904,0.93,0.0225,1.73038032
2615,2022-11-02 16:36:35,1.599876,bc,0,0.95034125,0.0026930537344558,1.520428157685,0.96,0.0225,1.53588096,0.93,0.0225,1.48788468
2616,2022-11-02 16:36:36,1.426788,bc,0,0.95034125,0.0026930537344558,1.355935491405,0.96,0.0225,1.36971648,0.93,0.0225,1.32691284
2617,2022-11-02 16:36:37,1.305108,bc,0,0.95034125,0.0026930537344558,1.240297968105,0.96,0.0225,1.25290368,0.93,0.0225,1.21375044
2618,2022-11-02 16:36:38,1.242,bc,0,0.95034125,0.0026930537344558,1.1803238325,0.96,0.0225,1.19232,0.93,0.0225,1.15506
2619,2022-11-02 16:36:39,1.204056,bc,0,0.95034125,0.0026930537344558,1.14426408411,0.96,0.0225,1.1558937599999999,0.93,0.0225,1.1197720800000002
2620,2022-11-02 16:36:40,1.18458,bc,2,0.95034125,0.0026930537344558,1.125755237925,0.96,0.0225,1.1371968,0.93,0.0225,1.1016594
2621,2022-11-02 16:36:41,1.161684,bc,2,0.95034125,0.0026930537344558,1.103996224665,0.96,0.0225,1.1152166399999999,0.93,0.0225,1.08036612
2622,2022-11-02 16:36:42,1.152432,bc,2,0.95034125,0.0026930537344558,1.0952036674199999,0.96,0.0225,1.1063347199999998,0.93,0.0225,1.07176176
2623,2022-11-02 16:36:43,1.146132,bc,2,0.95034125,0.0026930537344558,1.089216517545,0.96,0.0225,1.10028672,0.93,0.0225,1.06590276
2624,2022-11-02 16:36:44,1.142532,bc,2,0.95034125,0.0026930537344558,1.0857952890450002,0.96,0.0225,1.09683072,0.93,0.0225,1.06255476
2625,2022-11-02 16:36:45,1.137744,bc,2,0.95034125,0.0026930537344558,1.0812450551400001,0.96,0.0225,1.09223424,0.93,0.0225,1.0581019200000001
2626,2022-11-02 16:36:46,1.137924,bc,2,0.95034125,0.0026930537344558,1.081416116565,0.96,0.0225,1.0924070399999999,0.93,0.0225,1.05826932
2627,2022-11-02 16:36:47,1.1457,bc,2,0.95034125,0.0026930537344558,1.088805970125,0.96,0.0225,1.099872,0.93,0.0225,1.065501
2628,2022-11-02 16:36:48,1.147608,bc,2,0.95034125,0.0026930537344558,1.09061922123,0.96,0.0225,1.10170368,0.93,0.0225,1.06727544
2629,2022-11-02 16:36:49,1.146672,bc,2,0.95034125,0.0026930537344558,1.0897297018199998,0.96,0.0225,1.10080512,0.93,0.0225,1.06640496
2630,2022-11-02 16:36:50,1.0809,bc,2,0.95034125,0.0026930537344558,1.027223857125,0.96,0.0225,1.037664,0.93,0.0225,1.005237
2631,2022-11-02 16:36:51,0.8536320000000001,bc,2,0.95034125,0.0026930537344558,0.8112417019200001,0.96,0.0225,0.81948672,0.93,0.0225,0.7938777600000001
2632,2022-11-02 16:36:52,0.604188,bc,2,0.95034125,0.0026930537344558,0.574184779155,0.96,0.0225,0.58002048,0.93,0.0225,0.56189484
2633,2022-11-02 16:36:53,0.0,None,0,0.95034125,0.0026930537344558,0.0,0.96,0.0225,0.0,0.93,0.0225,0.0
2634,2022-11-02 16:36:54,0.0,None,0,0.95034125,0.0026930537344558,0.0,0.96,0.0225,0.0,0.93,0.0225,0.0
2635,2022-11-02 16:36:55,0.0,None,0,0.95034125,0.0026930537344558,0.0,0.96,0.0225,0.0,0.93,0.0225,0.0
2636,2022-11-02 16:36:56,0.0,None,0,0.95034125,0.0026930537344558,0.0,0.96,0.0225,0.0,0.93,0.0225,0.0
2637,2022-11-02 16:36:57,0.0,None,0,0.95034125,0.0026930537344558,0.0,0.96,0.0225,0.0,0.93,0.0225,0.0
2638,2022-11-02 16:36:58,0.0,None,0,0.95034125,0.0026930537344558,0.0,0.96,0.0225,0.0,0.93,0.0225,0.0
