,Unnamed: 0,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc,CI95_upper,CI95_lower,gas_comp_source
76175,76175,2022-11-08 21:35:01,pc,0.25,0.7314336734693878,573.444,0.953370125,0.0013196138560831,546.7043779605,1.0290272861645444,0,548.7212714413824,544.6874844796175,km
76176,76176,2022-11-08 21:35:02,pc,0.25,0.731984693877551,573.876,0.953370125,0.0013196138560831,547.1162338544999,1.0298024966255883,0,549.1346467478861,545.0978209611137,km
76177,76177,2022-11-08 21:35:03,pc,0.25,0.7322602040816327,574.092,0.953370125,0.0013196138560831,547.3221618015,1.030190101856111,0,549.3413344011379,545.302989201862,km
76178,76178,2022-11-08 21:35:04,pc,0.25,0.732811224489796,574.524,0.953370125,0.0013196138560831,547.7340176955,1.0309653123171554,0,549.7547097076416,545.7133256833584,km
76179,76179,2022-11-08 21:35:05,pc,0.25,0.7311581632653062,573.2280000000001,0.953370125,0.0013196138560831,546.4984500135,1.0286396809340224,0,548.5145837881307,544.4823162388693,km
76180,76180,2022-11-08 21:35:06,pc,0.25,0.7320306122448981,573.912,0.953370125,0.0013196138560831,547.150555179,1.0298670974973425,0,549.1690946900948,545.1320156679052,km
76181,76181,2022-11-08 21:35:07,pc,0.25,0.7329489795918369,574.6320000000001,0.953370125,0.0013196138560831,547.836981669,1.0311591149324164,0,549.8580535342676,545.8159098037324,km
76182,76182,2022-11-08 21:35:08,pc,0.25,0.7324438775510205,574.236,0.953370125,0.0013196138560831,547.4594470994999,1.0304485053431256,0,549.4791261699725,545.4397680290274,km
76183,76183,2022-11-08 21:35:09,pc,0.25,0.7310204081632654,573.12,0.953370125,0.0013196138560831,546.3954860399999,1.028445878318761,0,548.4112399615047,544.3797321184951,km
76184,76184,2022-11-08 21:35:10,pc,0.25,0.7286326530612245,571.2479999999999,0.953370125,0.0013196138560831,544.6107771659999,1.0250866329875692,0,546.6199469666556,542.6016073653443,km
76185,76185,2022-11-08 21:35:11,pc,0.25,0.7290000000000001,571.5360000000001,0.953370125,0.0013196138560831,544.885347762,1.025603439961599,0,546.8955305043248,542.8751650196753,km
76186,76186,2022-11-08 21:35:12,pc,0.25,0.7299183673469388,572.256,0.953370125,0.0013196138560831,545.571774252,1.0268954573966729,0,547.5844893484974,543.5590591555025,km
76187,76187,2022-11-08 21:35:13,pc,0.25,0.730607142857143,572.796,0.953370125,0.0013196138560831,546.0865941195,1.027864470472978,0,548.101208481627,544.0719797573729,km
76188,76188,2022-11-08 21:35:14,pc,0.25,0.7309744897959184,573.084,0.953370125,0.0013196138560831,546.3611647155,1.0283812774470076,0,548.3767920192961,544.3455374117038,km
76189,76189,2022-11-08 21:35:15,pc,0.25,0.7322142857142857,574.0559999999999,0.953370125,0.0013196138560831,547.2878404769999,1.030125500984357,0,549.3068864589293,545.2687944950706,km
76190,76190,2022-11-08 21:35:16,pc,0.25,0.7332704081632654,574.884,0.953370125,0.0013196138560831,548.0772309405,1.0316113210346922,0,550.0991891297281,546.055272751272,km
76191,76191,2022-11-08 21:35:17,pc,0.25,0.7340051020408163,575.4599999999999,0.953370125,0.0013196138560831,548.6263721324999,1.0326449349827511,0,550.6503562050661,546.6023880599337,km
76192,76192,2022-11-08 21:35:18,pc,0.25,0.7348775510204082,576.144,0.953370125,0.0013196138560831,549.278477298,1.0338723515460713,0,551.3048671070303,547.2520874889697,km
76193,76193,2022-11-08 21:35:19,pc,0.25,0.7365765306122449,577.476,0.953370125,0.0013196138560831,550.5483663045,1.0362625838009578,0,552.5794409687499,548.51729164025,km
76194,76194,2022-11-08 21:35:20,pc,0.25,0.7360714285714287,577.08,0.953370125,0.0013196138560831,550.170831735,1.0355519742116672,0,552.2005136044548,548.1411498655451,km
76195,76195,2022-11-08 21:35:21,pc,0.25,0.7347397959183675,576.0360000000001,0.953370125,0.0013196138560831,549.1755133245,1.0336785489308102,0,551.2015232804044,547.1495033685956,km
76196,76196,2022-11-08 21:35:22,pc,0.25,0.7343724489795919,575.7479999999999,0.953370125,0.0013196138560831,548.9009427284999,1.0331617419567805,0,550.9259397427352,546.8759457142646,km
76197,76197,2022-11-08 21:35:23,pc,0.25,0.7330867346938775,574.7399999999999,0.953370125,0.0013196138560831,547.9399456424999,1.0313529175476772,0,549.9613973608933,545.9184939241064,km
76198,76198,2022-11-08 21:35:24,pc,0.25,0.7321683673469388,574.02,0.953370125,0.0013196138560831,547.2535191525,1.0300609001126035,0,549.2724385167206,545.2345997882793,km
76199,76199,2022-11-08 21:35:25,pc,0.25,0.7333163265306124,574.9200000000001,0.953370125,0.0013196138560831,548.111552265,1.0316759219064455,0,550.1336370719366,546.0894674580634,km
76200,76200,2022-11-08 21:35:26,pc,0.25,0.7338214285714286,575.316,0.953370125,0.0013196138560831,548.4890868345,1.0323865314957363,0,550.5125644362316,546.4656092327683,km
76201,76201,2022-11-08 21:35:27,pc,0.25,0.7329948979591837,574.668,0.953370125,0.0013196138560831,547.8713029935,1.03122371580417,0,549.8925014764761,545.8501045105238,km
76202,76202,2022-11-08 21:35:28,pc,0.25,0.7318469387755103,573.768,0.953370125,0.0013196138560831,547.013269881,1.0296086940103275,0,549.0313029212602,544.9952368407398,km
76203,76203,2022-11-08 21:35:29,pc,0.25,0.7303775510204082,572.616,0.953370125,0.0013196138560831,545.914987497,1.0275414661142095,0,547.9289687705838,543.9010062234162,km
76204,76204,2022-11-08 21:35:30,pc,0.25,0.7320306122448981,573.912,0.953370125,0.0013196138560831,547.150555179,1.0298670974973425,0,549.1690946900948,545.1320156679052,km
76205,76205,2022-11-08 21:35:31,pc,0.25,0.7335,575.064,0.953370125,0.0013196138560831,548.2488375629999,1.0319343253934603,0,550.2714288407711,546.2262462852287,km
76206,76206,2022-11-08 21:35:32,pc,0.25,0.7344183673469389,575.784,0.953370125,0.0013196138560831,548.935264053,1.0332263428285344,0,550.960387684944,546.910140421056,km
76207,76207,2022-11-08 21:35:33,pc,0.25,0.7361173469387755,577.116,0.953370125,0.0013196138560831,550.2051530594999,1.035616575083421,0,552.2349615466634,548.1753445723365,km
76208,76208,2022-11-08 21:35:34,pc,0.25,0.7382295918367346,578.7719999999999,0.953370125,0.0013196138560831,551.7839339865,1.0385882151840906,0,553.8195668882607,549.7483010847392,km
76209,76209,2022-11-08 21:35:35,pc,0.25,0.7389183673469388,579.312,0.953370125,0.0013196138560831,552.298753854,1.0395572282603962,0,554.3362860213904,550.2612216866096,km
76210,76210,2022-11-08 21:35:36,pc,0.25,0.739515306122449,579.78,0.953370125,0.0013196138560831,552.7449310725,1.040397039593194,0,554.7841092701026,550.7057528748974,km
76211,76211,2022-11-08 21:35:37,pc,0.25,0.7380000000000001,578.592,0.953370125,0.0013196138560831,551.612327364,1.0382652108253223,0,553.6473271772176,549.5773275507823,km
76212,76212,2022-11-08 21:35:38,pc,0.25,0.7374948979591838,578.196,0.953370125,0.0013196138560831,551.2347927945,1.0375546012360315,0,553.2683998129226,549.2011857760774,km
76213,76213,2022-11-08 21:35:39,pc,0.25,0.7375408163265308,578.2320000000001,0.953370125,0.0013196138560831,551.269114119,1.0376192021077857,0,553.3028477551313,549.2353804828688,km
76214,76214,2022-11-08 21:35:40,pc,0.25,0.7382755102040817,578.808,0.953370125,0.0013196138560831,551.8182553109999,1.0386528160558444,0,553.8540148304694,549.7824957915304,km
76215,76215,2022-11-08 21:35:41,pc,0.25,0.7367142857142858,577.584,0.953370125,0.0013196138560831,550.6513302779999,1.0364563864162188,0,552.6827847953757,548.6198757606242,km
76216,76216,2022-11-08 21:35:42,pc,0.25,0.7352908163265306,576.468,0.953370125,0.0013196138560831,549.5873692184999,1.0344537593918544,0,551.614898586908,547.5598398500919,km
76217,76217,2022-11-08 21:35:43,pc,0.25,0.7356581632653062,576.756,0.953370125,0.0013196138560831,549.8619398144999,1.034970566365884,0,551.890482124577,547.8333975044228,km
76218,76218,2022-11-08 21:35:44,pc,0.25,0.7354744897959186,576.6120000000001,0.953370125,0.0013196138560831,549.7246545165001,1.0347121628788696,0,551.7526903557426,547.6966186772576,km
76219,76219,2022-11-08 21:35:45,pc,0.25,0.7363469387755104,577.296,0.953370125,0.0013196138560831,550.376759682,1.0359395794421895,0,552.4072012577068,548.3463181062933,km
76220,76220,2022-11-08 21:35:46,pc,0.25,0.7371275510204083,577.908,0.953370125,0.0013196138560831,550.9602221985,1.0370377942620022,0,552.9928162752535,548.9276281217465,km
76221,76221,2022-11-08 21:35:47,pc,0.25,0.7371275510204083,577.908,0.953370125,0.0013196138560831,550.9602221985,1.0370377942620022,0,552.9928162752535,548.9276281217465,km
76222,76222,2022-11-08 21:35:48,pc,0.25,0.7379540816326531,578.5559999999999,0.953370125,0.0013196138560831,551.5780060394999,1.0382006099535683,0,553.6128792350089,549.5431328439909,km
76223,76223,2022-11-08 21:35:49,pc,0.25,0.7400663265306123,580.212,0.953370125,0.0013196138560831,553.1567869664999,1.0411722500542382,0,555.1974845766063,551.1160893563936,km
76224,76224,2022-11-08 21:35:50,pc,0.25,0.7453469387755103,584.352,0.953370125,0.0013196138560831,557.103739284,1.0486013503059128,0,559.1589979305995,555.0484806374004,km
76225,76225,2022-11-08 21:35:51,pc,0.25,0.7465408163265307,585.288,0.953370125,0.0013196138560831,557.996093721,1.0502809729715088,0,560.0546444280242,555.9375430139758,km
76226,76226,2022-11-08 21:35:52,pc,0.25,0.7477346938775511,586.224,0.953370125,0.0013196138560831,558.8884481580001,1.051960595637105,0,560.9502909254488,556.8266053905513,km
76227,76227,2022-11-08 21:35:53,pc,0.25,0.7486071428571429,586.908,0.953370125,0.0013196138560831,559.5405533235,1.0531880122004251,0,561.6048018274129,557.4763048195872,km
76228,76228,2022-11-08 21:35:54,pc,0.25,0.7484693877551022,586.8000000000001,0.953370125,0.0013196138560831,559.43758935,1.052994209585164,0,561.501458000787,557.3737206992131,km
76229,76229,2022-11-08 21:35:55,pc,0.25,0.7479183673469387,586.3679999999999,0.953370125,0.0013196138560831,559.0257334559999,1.052218999124119,0,561.0880826942831,556.9633842177167,km
