,datetime_utc,flow_rate,meter,qc_flag,meter_sigma_kgh_gas,methane_fraction_km,gas_comp_sigma_km,kgh_ch4_km,combined_uncertainty_kgh_ch4,CI95_upper,CI95_lower
9589,2022-11-11 19:37:49,4.22568,bc,0,0.005830275895933358,0.953894125,0.0020321852923638,4.03085132613,0.010230969480533062,4.050904026311844,4.010798625948155
9590,2022-11-11 19:37:50,4.22928,bc,0,0.005830300347979399,0.953894125,0.0020321852923638,4.034285344980001,0.010237123497854326,4.054350107035795,4.014220582924207
9591,2022-11-11 19:37:51,4.22892,bc,0,0.005830297903706986,0.953894125,0.0020321852923638,4.033941943095,0.010236508027805121,4.054005498829498,4.013878387360502
9592,2022-11-11 19:37:52,4.22244,bc,0,0.005830253871362171,0.953894125,0.0020321852923638,4.027760709165,0.010225432164365134,4.047802556207156,4.007718862122845
9593,2022-11-11 19:37:53,4.224959999999999,bc,0,0.00583027100303675,0.953894125,0.0020321852923638,4.03016452236,0.010229738859367437,4.05021481052436,4.0101142341956395
9594,2022-11-11 19:37:54,4.223879999999999,bc,0,0.005830263662135894,0.953894125,0.0020321852923638,4.029134316705,0.010227893041657776,4.0491809870666495,4.0090876463433505
9595,2022-11-11 19:37:55,4.22136,bc,0,0.0058302465261012085,0.953894125,0.0020321852923638,4.02673050351,0.01022358666623132,4.046768733375813,4.006692273644187
9596,2022-11-11 19:37:56,4.21236,bc,0,0.005830185242772011,0.953894125,0.0020321852923638,4.0181454563850005,0.01020821285317645,4.038153553577226,3.998137359192775
9597,2022-11-11 19:37:57,4.20588,bc,0,0.005830141038044911,0.953894125,0.0020321852923638,4.011964222455,0.010197149626409809,4.0319506357227635,3.9919778091872367
9598,2022-11-11 19:37:58,4.20696,bc,0,0.005830148410203716,0.953894125,0.0020321852923638,4.01299442811,0.01019899315260691,4.032984454689109,3.9930044015308903
9599,2022-11-11 19:37:59,4.20516,bc,0,0.005830136122225784,0.953894125,0.0020321852923638,4.011277418685,0.01019592068568812,4.0312614232289485,3.9912934141410514
9600,2022-11-11 19:38:00,4.20084,bc,0,0.00583010660971133,0.953894125,0.0020321852923638,4.007156596065,0.010188548331954197,4.02712615079563,3.9871870413343697
9601,2022-11-11 19:38:01,4.1958,bc,0,0.00583007214025088,0.953894125,0.0020321852923638,4.002348969675,0.010179950053583067,4.022301671780023,3.9823962675699773
9602,2022-11-11 19:38:02,4.194,bc,0,0.005830059819743553,0.953894125,0.0020321852923638,4.00063196025,0.010176879972263974,4.020578644995637,3.9806852755043622
9603,2022-11-11 19:38:03,4.18968,bc,0,0.0058300302290449375,0.953894125,0.0020321852923638,3.99651113763,0.010169513352722367,4.016443383801336,3.976578891458664
9604,2022-11-11 19:38:04,4.188960000000001,bc,0,0.005830025294310259,0.953894125,0.0020321852923638,3.995824333860001,0.010168285799307328,4.015754174026643,3.9758944936933585
9605,2022-11-11 19:38:05,4.19652,bc,0,0.005830077066981221,0.953894125,0.0020321852923638,4.003035773445,0.010181178194118706,4.022990882705473,3.9830806641845276
9606,2022-11-11 19:38:06,4.20732,bc,0,0.005830150867171493,0.953894125,0.0020321852923638,4.013337829995001,0.010199607692025476,4.03332906107137,3.9933465989186305
9607,2022-11-11 19:38:07,4.20948,bc,0,0.005830165604586483,0.953894125,0.0020321852923638,4.015398241305,0.010203295250549149,4.035396699996077,3.995399782613924
9608,2022-11-11 19:38:08,4.20804,bc,0,0.005830155780479522,0.953894125,0.0020321852923638,4.014024633765,0.010200836816875369,4.034018273926075,3.994030993603924
9609,2022-11-11 19:38:09,4.21056,bc,0,0.005830172970472369,0.953894125,0.0020321852923638,4.01642844696,0.01020513923669504,4.036430519863922,3.9964263740560777
9610,2022-11-11 19:38:10,4.20588,bc,0,0.005830141038044911,0.953894125,0.0020321852923638,4.011964222455,0.010197149626409809,4.0319506357227635,3.9919778091872367
9611,2022-11-11 19:38:11,4.20048,bc,0,0.005830104148972079,0.953894125,0.0020321852923638,4.00681319418,0.010187934069100336,4.026781544955437,3.9868448434045636
9612,2022-11-11 19:38:12,4.19148,bc,0,0.00583004256219069,0.953894125,0.0020321852923638,3.9982281470550003,0.01017258250700922,4.018166408768739,3.9782898853412623
9613,2022-11-11 19:38:13,4.17816,bc,0,0.00582995117183819,0.953894125,0.0020321852923638,3.9855222773100003,0.010149879940849042,4.0054160419940645,3.965628512625936
9614,2022-11-11 19:38:14,4.17096,bc,0,0.005829901650862628,0.953894125,0.0020321852923638,3.97865423961,0.010137617145658287,3.99852396921549,3.95878451000451
9615,2022-11-11 19:38:15,4.17024,bc,0,0.005829896694087413,0.953894125,0.0020321852923638,3.9779674358399997,0.010136391209401567,3.997834762610427,3.9581001090695724
9616,2022-11-11 19:38:16,4.16808,bc,0,0.005829881818650663,0.953894125,0.0020321852923638,3.97590702453,0.010132713775729512,3.99576714353043,3.95604690552957
