,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc
0,2022-10-14 16:15:33,None,0,0,0,0.92,0,0,0,3
1,2022-10-14 16:15:34,NA,NA,NA,NA,NA,NA,NA,NA,3
2,2022-10-14 16:15:35,NA,NA,NA,NA,NA,NA,NA,NA,3
3,2022-10-14 16:15:36,None,0,0,0,0.92,0,0,0,3
4,2022-10-14 16:15:37,None,0,0,0,0.92,0,0,0,3
5,2022-10-14 16:15:38,None,0,0,0,0.92,0,0,0,3
6,2022-10-14 16:15:39,None,0,0,0,0.92,0,0,0,3
7,2022-10-14 16:15:40,None,0,0,0,0.92,0,0,0,3
8,2022-10-14 16:15:41,None,0,0,0,0.92,0,0,0,3
9,2022-10-14 16:15:42,None,0,0,0,0.92,0,0,0,3
10,2022-10-14 16:15:43,None,0,0,0,0.92,0,0,0,3
11,2022-10-14 16:15:44,None,0,0,0,0.92,0,0,0,3
12,2022-10-14 16:15:45,None,0,0,0,0.92,0,0,0,3
13,2022-10-14 16:15:46,None,0,0,0,0.92,0,0,0,3
14,2022-10-14 16:15:47,None,0,0,0,0.92,0,0,0,3
15,2022-10-14 16:15:48,None,0,0,0,0.92,0,0,0,3
16,2022-10-14 16:15:49,None,0,0,0,0.92,0,0,0,3
17,2022-10-14 16:15:50,None,0,0,0,0.92,0,0,0,3
18,2022-10-14 16:15:51,None,0,0,0,0.92,0,0,0,3
19,2022-10-14 16:15:52,None,0,0,0,0.92,0,0,0,3
20,2022-10-14 16:15:53,None,0,0,0,0.92,0,0,0,3
21,2022-10-14 16:15:54,None,0,0,0,0.92,0,0,0,3
22,2022-10-14 16:15:55,None,0,0,0,0.92,0,0,0,3
23,2022-10-14 16:15:56,None,0,0,0,0.92,0,0,0,3
24,2022-10-14 16:15:57,None,0,0,0,0.92,0,0,0,3
25,2022-10-14 16:15:58,None,0,0,0,0.92,0,0,0,3
26,2022-10-14 16:15:59,None,0,0,0,0.92,0,0,0,3
27,2022-10-14 16:16:00,None,0,0,0,0.92,0,0,0,3
