datetime,windspeed,winddirection,day,month,u_east,u_north
2022-10-28 15:53:47,1.750668,24.36667,28,10,1.594725177,0.722281147
2022-10-28 15:53:48,1.798721,26.97037,28,10,1.60309423,0.815773329
2022-10-28 15:53:49,1.667312,28.97299,28,10,1.458644828,0.807641363
2022-10-28 15:53:50,1.783614,23.70245,28,10,1.633157963,0.716989517
2022-10-28 15:53:51,1.791433,24.56857,28,10,1.629244406,0.744845527
2022-10-28 15:53:52,2.176874,39.88126,28,10,1.670478496,1.395808729
2022-10-28 15:53:53,2.538384,42.51334,28,10,1.871093668,1.715343061
2022-10-28 15:53:54,2.303009,38.78366,28,10,1.79523382,1.442562299
2022-10-28 15:53:55,1.956303,32.11057,28,10,1.657035346,1.039882345
2022-10-28 15:53:56,1.985837,25.34402,28,10,1.794708026,0.850042171
2022-10-28 15:53:57,1.903838,27.69553,28,10,1.685715068,0.88485244
2022-10-28 15:53:58,1.609812,22.83426,28,10,1.483653081,0.624714503
2022-10-28 15:53:59,2.165758,33.59198,28,10,1.804073585,1.198259661
2022-10-28 15:54:00,2.294604,32.12759,28,10,1.943221963,1.22028518
2022-10-28 15:54:01,2.055351,25.64935,28,10,1.85281677,0.889684074
2022-10-28 15:54:02,2.041355,26.5184,28,10,1.826586129,0.911434775
2022-10-28 15:54:03,1.994373,34.09692,28,10,1.651521277,1.118034496
2022-10-28 15:54:04,1.751773,28.70441,28,10,1.536496212,0.841360822
2022-10-28 15:54:05,2.285553,29.59866,28,10,1.987303147,1.128883837
2022-10-28 15:54:06,2.522604,32.29056,28,10,2.132482941,1.347608046
2022-10-28 15:54:07,2.610316,29.09283,28,10,2.28098046,1.269203593
2022-10-28 15:54:08,2.579119,28.99246,28,10,2.255912832,1.250084841
2022-10-28 15:54:09,2.534216,24.5708,28,10,2.304738034,1.053771003
2022-10-28 15:54:10,2.536041,18.79541,28,10,2.400806801,0.817086689
2022-10-28 15:54:11,2.511115,23.71869,28,10,2.299004703,1.010087085
2022-10-28 15:54:12,2.417389,28.92474,28,10,2.115833663,1.169195231
2022-10-28 15:54:13,2.54009,24.09689,28,10,2.318737261,1.03707026
2022-10-28 15:54:14,2.491611,22.20279,28,10,2.306863488,0.941544594
2022-10-28 15:54:15,2.463544,26.08508,28,10,2.212612598,1.083233368
2022-10-28 15:54:16,2.57907,24.55911,28,10,2.345749178,1.071943497
2022-10-28 15:54:17,2.54059,22.59644,28,10,2.345559304,0.976191117
2022-10-28 15:54:18,2.501351,22.71994,28,10,2.307255495,0.966089491
2022-10-28 15:54:19,2.456065,30.01697,28,10,2.126650868,1.22866243
2022-10-28 15:54:20,2.446909,29.26538,28,10,2.134597315,1.19618475
2022-10-28 15:54:21,2.415267,23.34442,28,10,2.217551912,0.9570675
2022-10-28 15:54:22,2.525337,23.44333,28,10,2.316880582,1.004684693
