datetime,windspeed,winddirection,day,month,u_east,u_north
2022-10-24 16:21:51,4.9776,270.4153,24,10,0.036079083,-4.977469242
2022-10-24 16:21:52,4.801743,262.1638,24,10,-0.654676886,-4.756903826
2022-10-24 16:21:53,4.490264,289.0804,24,10,1.467843177,-4.243572457
2022-10-24 16:21:54,4.388704,290.7401,24,10,1.554169347,-4.104300238
2022-10-24 16:21:55,3.469634,296.1544,24,10,1.529385564,-3.114376325
2022-10-24 16:21:56,4.304049,294.4963,24,10,1.784607115,-3.916633151
2022-10-24 16:21:57,4.069646,292.2941,24,10,1.543864506,-3.765435028
2022-10-24 16:21:58,3.812684,293.014,24,10,1.490591833,-3.509230011
2022-10-24 16:21:59,3.832594,293.3069,24,10,1.516389218,-3.519849501
2022-10-24 16:22:00,3.963181,303.5224,24,10,2.188718046,-3.303985011
2022-10-24 16:22:01,3.686673,301.1266,24,10,1.905754829,-3.155892321
2022-10-24 16:22:02,3.337931,301.4104,24,10,1.739611324,-2.848777949
2022-10-24 16:22:03,3.402814,309.6945,24,10,2.17335674,-2.618332217
2022-10-24 16:22:04,3.210844,302.6923,24,10,1.734264259,-2.702192938
2022-10-24 16:22:05,4.034015,292.8013,24,10,1.563328065,-3.718774312
2022-10-24 16:22:06,4.1292,296.9751,24,10,1.873018486,-3.679958477
2022-10-24 16:22:07,4.109663,289.8819,24,10,1.397624434,-3.864709034
2022-10-24 16:22:08,4.710927,291.665,24,10,1.739175854,-4.378138937
2022-10-24 16:22:09,4.503713,288.5602,24,10,1.433535782,-4.269473732
2022-10-24 16:22:10,4.174765,286.6329,24,10,1.194978897,-4.000086029
2022-10-24 16:22:11,4.121089,286.6755,24,10,1.182550293,-3.947777774
2022-10-24 16:22:12,4.272444,289.8335,24,10,1.449588901,-4.01901353
2022-10-24 16:22:13,4.118884,284.9534,24,10,1.062809435,-3.979402155
2022-10-24 16:22:14,3.973479,274.7025,24,10,0.325753736,-3.960103517
2022-10-24 16:22:15,4.696191,277.6781,24,10,0.627445846,-4.65408655
2022-10-24 16:22:16,4.882319,278.6601,24,10,0.735142538,-4.826655599
2022-10-24 16:22:17,5.455445,284.8423,24,10,1.397463895,-5.273421547
2022-10-24 16:22:18,5.574238,277.0988,24,10,0.688868197,-5.531508826
2022-10-24 16:22:19,5.474914,279.2515,24,10,0.880193192,-5.403697184
2022-10-24 16:22:20,5.093086,282.4011,24,10,1.093760988,-4.97425491
2022-10-24 16:22:21,5.259441,276.5781,24,10,0.602508139,-5.224816128
2022-10-24 16:22:22,5.067482,280.7141,24,10,0.942087584,-4.979140971
2022-10-24 16:22:23,5.124044,282.2204,24,10,1.084620686,-5.00793619
2022-10-24 16:22:24,5.033762,278.8915,24,10,0.778037473,-4.973270309
2022-10-24 16:22:25,4.695712,280.8568,24,10,0.88446088,-4.611663489
2022-10-24 16:22:26,4.815566,280.7146,24,10,0.895295569,-4.73160879
2022-10-24 16:22:27,5.165731,284.5021,24,10,1.293579051,-5.00114287
2022-10-24 16:22:28,5.052679,280.3367,24,10,0.906614279,-4.97067557
2022-10-24 16:22:29,4.889096,278.5272,24,10,0.724949823,-4.835049891
2022-10-24 16:22:30,5.154309,282.0549,24,10,1.076471468,-5.040645836
2022-10-24 16:22:31,5.042539,281.7413,24,10,1.026121827,-4.937030845
2022-10-24 16:22:32,5.09076,279.2516,24,10,0.818442135,-5.02453877
