,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,phase_iii,pass_all_qc,altitude_feet,fail_all_qc,release_rate_kgh,ch4_kgh_sigma,upper_95CI,lower_95CI,sigma_flow_variability,sigma_meter_reading,sigma_gas_composition,operator_detected,operator_quantification,operator_lower,operator_upper,qc_summary,operator_error_bound,operator_95CI_bounds,intersect_parity_line
0,1.0,2022-10-10 17:00:39,False,True,True,True,1,True,10351.26648,False,10.92213624004875,0.071399846870293,11.062079939914526,10.782192540182976,0.0618936657639124,0.039719988816543,0.0016174275550494,True,13.1654166,4.790284888,21.540548312,pass_all,8.375131711999998,16.415258155519997,True
6,7.0,2022-10-10 18:18:54,False,True,True,True,1,True,10330.29742,False,93.0819379419,0.2246665886775423,93.52228445570798,92.641591428092,0.1095738877714755,0.1267965306122448,0.0016174275550494,True,172.1313526,120.22175556000002,224.04094964,pass_all,51.909597039999994,101.7428101984,True
8,9.0,2022-10-10 18:43:29,False,True,True,True,0,True,10393.96195,False,39.336592102875,0.1063214108329694,39.54498206810762,39.12820213764238,0.0689628934860338,0.0535844387755101,0.0016174275550494,True,48.06807558,16.43381441,79.70233675,pass_all,31.634261170000002,62.003151893200005,True
9,10.0,2022-10-10 18:56:08,False,True,True,True,1,True,10387.31131,False,30.76062848971875,4.853967306765028,40.27440441097821,21.246852568459296,5.183379352094734,0.0442810516069658,0.0016174275550494,True,50.26225492,27.586977829999995,72.93753201,pass_all,22.67527709,44.4435430964,True
10,11.0,2022-10-10 19:08:35,False,True,True,True,1,True,10356.37381,False,144.1779333748875,9.57747777678959,162.94978981739507,125.40607693237988,10.223089442443676,0.1963996683673469,0.0016174275550494,True,215.0162166,150.87381235,279.15862085000003,pass_all,64.14240425000003,125.71911233000004,True
11,12.0,2022-10-10 19:20:19,False,True,True,True,1,True,10258.25682,False,59.014270462725,0.1479944570524006,59.304339598547706,58.724201326902296,0.081647154869628,0.0803894387755101,0.0016174275550494,True,66.43268212,43.73063952,89.13472472,pass_all,22.7020426,44.49600349599999,True
13,14.0,2022-10-10 19:44:20,False,True,True,True,0,True,10424.39464,False,123.28594834421251,0.3311056737648346,123.9349154647916,122.63698122363344,0.2123913040449146,0.1679405357142857,0.0016174275550494,True,222.4485923,119.8709334,325.0262512,pass_all,102.57765889999999,201.05221144399997,True
16,17.0,2022-10-10 20:20:08,False,True,True,True,1,True,10250.43631,False,229.217210473725,0.7694326152615362,230.7252983996376,227.7091225478124,0.6316176500576954,0.3122404591836734,0.0016174275550494,True,325.045676,206.2198495,443.8715025,pass_all,118.8258265,232.89861994,True
17,18.0,2022-10-10 20:31:35,False,True,True,True,0,True,10295.43631,False,72.36422788545,2.438536656151333,77.14375973150662,67.58469603939339,2.598985350073813,0.0985747959183673,0.0016174275550494,True,113.5621413,87.74763071,139.37665189,pass_all,25.814510590000012,50.59644075640002,True
18,19.0,2022-10-10 20:43:12,False,True,True,True,0,True,10339.63502,False,22.923732344625,2.247746112382093,27.329314724893905,18.5181499643561,2.399814688540679,0.0399484031937386,0.0016174275550494,True,66.34183697,45.88104376,86.80263018,pass_all,20.46079320999999,40.10315469159998,False
19,20.0,2022-10-10 20:55:31,False,True,True,True,1,True,10402.31131,False,43.83481908105001,2.6544225637326058,49.03748730596591,38.6321508561341,2.8330541112052465,0.0597119387755101,0.0016174275550494,True,62.87494718,44.72591604,81.02397832,pass_all,18.149031139999998,35.5721010344,True
