,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,phase_iii,pass_all_qc,altitude_feet,fail_all_qc,release_rate_kgh,ch4_kgh_sigma,upper_95CI,lower_95CI,sigma_flow_variability,sigma_meter_reading,sigma_gas_composition,operator_detected,operator_quantification,operator_lower,operator_upper,qc_summary,operator_error_bound,operator_95CI_bounds,intersect_parity_line
0,1.0,2022-10-10 17:00:39,False,True,True,True,1,True,10351.26648,False,10.92213624004875,0.071399846870293,11.062079939914526,10.782192540182976,0.0618936657639124,0.039719988816543,0.0016174275550494,True,87.19376164,42.486457390000005,131.90106589,pass_all,44.70730425000001,87.62631633000001,True
6,7.0,2022-10-10 18:18:54,False,True,True,True,1,True,10330.29742,False,93.0819379419,0.2246665886775423,93.52228445570798,92.641591428092,0.1095738877714755,0.1267965306122448,0.0016174275550494,True,241.6751886,163.47111543,319.87926177,pass_all,78.20407317000002,153.27998341320003,True
8,9.0,2022-10-10 18:43:29,False,True,True,True,0,True,10393.96195,False,39.336592102875,0.1063214108329694,39.54498206810762,39.12820213764238,0.0689628934860338,0.0535844387755101,0.0016174275550494,True,94.72816414,53.37330979000001,136.08301849,pass_all,41.35485435,81.055514526,True
9,10.0,2022-10-10 18:56:08,False,True,True,True,1,True,10387.31131,False,30.76062848971875,4.853967306765028,40.27440441097821,21.246852568459296,5.183379352094734,0.0442810516069658,0.0016174275550494,True,74.78590872,46.50506047,103.06675697,pass_all,28.280848250000005,55.43046257000001,True
10,11.0,2022-10-10 19:08:35,False,True,True,True,1,True,10356.37381,False,144.1779333748875,9.57747777678959,162.94978981739507,125.40607693237988,10.223089442443676,0.1963996683673469,0.0016174275550494,True,220.0961678,105.6571516,334.535184,pass_all,114.43901620000003,224.30047175200005,True
11,12.0,2022-10-10 19:20:19,False,True,True,True,1,True,10258.25682,False,59.014270462725,0.1479944570524006,59.304339598547706,58.724201326902296,0.081647154869628,0.0803894387755101,0.0016174275550494,True,48.07834799,21.47200638,74.6846896,pass_all,26.60634161,52.1484295556,True
13,14.0,2022-10-10 19:44:20,False,True,True,True,0,True,10424.39464,False,123.28594834421251,0.3311056737648346,123.9349154647916,122.63698122363344,0.2123913040449146,0.1679405357142857,0.0016174275550494,True,370.4328302,172.16794520000002,568.6977152,pass_all,198.26488499999994,388.59917459999986,True
16,17.0,2022-10-10 20:20:08,False,True,True,True,1,True,10250.43631,False,229.217210473725,0.7694326152615362,230.7252983996376,227.7091225478124,0.6316176500576954,0.3122404591836734,0.0016174275550494,True,142.4981486,48.74513111,236.25116609000003,pass_all,93.75301749000002,183.75591428040002,True
17,18.0,2022-10-10 20:31:35,False,True,True,True,0,True,10295.43631,False,72.36422788545,2.438536656151333,77.14375973150662,67.58469603939339,2.598985350073813,0.0985747959183673,0.0016174275550494,True,44.19943901,16.615399319999998,71.7834787,pass_all,27.584039690000004,54.06471779240001,True
18,19.0,2022-10-10 20:43:12,False,True,True,True,0,True,10339.63502,False,22.923732344625,2.247746112382093,27.329314724893905,18.5181499643561,2.399814688540679,0.0399484031937386,0.0016174275550494,True,34.46484832,11.661134970000004,57.26856167,pass_all,22.803713349999995,44.69527816599999,True
19,20.0,2022-10-10 20:55:31,False,True,True,True,1,True,10402.31131,False,43.83481908105001,2.6544225637326058,49.03748730596591,38.6321508561341,2.8330541112052465,0.0597119387755101,0.0016174275550494,True,32.24689386,11.65460026,52.839187460000005,pass_all,20.592293600000005,40.36089545600001,True
20,21.0,2022-10-10 21:07:18,False,True,True,True,0,True,10425.29742,False,163.88224175981256,3.679699128208294,171.0944520511008,156.67003146852431,3.9117876990848894,0.223240943877551,0.0016174275550494,True,94.36991159,43.15452276,145.58530042,pass_all,51.21538883000001,100.38216210680001,True
21,22.0,2022-10-10 21:19:04,False,True,True,True,0,True,10440.60992,False,177.0606771012,0.5570281335301147,178.15245224291905,175.968901959481,0.4347725605300208,0.2411926530612244,0.0016174275550494,True,160.4675447,76.45865072,244.47643868,pass_all,84.00889398000001,164.65743220080003,True
23,24.0,2022-10-11 17:16:20,False,True,True,True,1,True,10374.88075,False,26.54053920171,0.0896977280910938,26.716346748768544,26.364731654651457,0.0719703538965874,0.0399953005283407,0.0016174275550494,True,18.93505226,6.49342974,31.37667478,pass_all,12.44162252,24.3855801392,True
25,26.0,2022-10-11 17:40:14,False,True,True,True,0,True,10237.96607,False,47.94556233993751,0.1260965984050598,48.19271167281143,47.69841300706359,0.0777593549879089,0.0653116071428571,0.0016174275550494,True,24.98148376,11.55454735,38.40842017,pass_all,13.42693641,26.3167953636,True
27,28.0,2022-10-11 18:04:37,False,True,True,True,0,True,10368.56131,False,105.77648213145,0.260210426343759,106.28649456708376,105.26646969581624,0.1356020338830517,0.1440890816326529,0.0016174275550494,True,35.43310991,16.937695639999998,53.92852418,pass_all,18.495414269999998,36.25101196919999,False
28,29.0,2022-10-11 18:17:11,False,True,True,True,0,True,10324.82733,False,119.42515652321252,0.3096325948720498,120.03203640916172,118.81827663726332,0.1853250070478565,0.1626813520408163,0.0016174275550494,True,51.70426793,22.08992158,81.31861428,pass_all,29.614346350000005,58.04411884600001,False
29,30.0,2022-10-11 18:29:30,False,True,True,True,1,True,10305.85297,False,40.5258980117625,0.1052928603066783,40.73227201796359,40.31952400556141,0.0633099590526971,0.0552045153061224,0.0016174275550494,True,25.71377555,12.132948530000002,39.29460257,pass_all,13.580827020000001,26.6184209592,True
30,31.0,2022-10-11 18:41:30,False,True,True,True,0,True,10263.56131,False,75.41825354595001,0.186171102881024,75.78314890759681,75.0533581843032,0.0980812032995012,0.1027349999999999,0.0016174275550494,True,43.05963274,19.02619939,67.09306609,pass_all,24.033433349999996,47.10552936599999,True
32,33.0,2022-10-11 19:05:39,False,True,True,True,0,True,10322.31131,False,169.161222869775,6.379691464094226,181.6654181393997,156.65702760015031,6.802250621489869,0.2304319897959183,0.0016174275550494,True,68.77329497,30.3769187,107.16967124,pass_all,38.396376270000005,75.25689748920001,False
34,35.0,2022-10-11 19:30:41,False,True,True,True,0,True,10361.07733,False,20.97106609248,0.0819536745762534,21.131695294649457,20.810436890310545,0.0676017318803323,0.0399220832453101,0.0016174275550494,True,13.7314693,4.864804472000001,22.598134128,pass_all,8.866664828000001,17.37866306288,True
37,38.0,2022-10-11 20:05:50,False,True,True,True,1,True,10314.40411,False,16.499559029759997,0.0780591652192936,16.652554993589813,16.34656306593018,0.0665985586651181,0.0398476726901799,0.0016174275550494,True,42.44641036,12.797796400000005,72.09502432,pass_all,29.64861395999999,58.11128336159998,True
38,39.0,2022-10-11 20:17:29,False,True,True,True,1,True,10273.00041,False,174.74661781256253,0.5155533404274194,175.75710235980029,173.73613326532478,0.3775853173316026,0.2380404336734693,0.0016174275550494,True,116.4616028,32.07597944,200.84722616,pass_all,84.38562336,165.3958217856,True
39,40.0,2022-10-11 20:29:33,False,True,True,True,1,True,10412.51964,False,139.36750587067502,0.3730443203061568,140.09867273847507,138.63633900287496,0.2378645984303693,0.189846887755102,0.0016174275550494,True,169.7134593,63.36705470000001,276.0598639,pass_all,106.34640459999997,208.43895301599994,True
41,42.0,2022-10-11 20:53:40,False,True,True,True,1,True,10369.39464,False,35.006212936755,4.837072714019408,44.48687545623304,25.52555041727696,5.165203588421405,0.0486350057248344,0.0016174275550494,True,25.47196825,9.74736541,41.19657109,pass_all,15.72460284,30.820221566399997,True
43,44.0,2022-10-11 21:16:39,False,True,True,True,0,True,10325.33214,False,88.1224047698625,0.2188667689004479,88.55138363690737,87.69342590281762,0.1174667716449124,0.120040637755102,0.0016174275550494,True,119.8710723,73.00196193,166.74018267,pass_all,46.86911037,91.8634563252,True
47,48.0,2022-10-12 17:53:21,False,True,True,True,0,True,10277.63328,False,46.29602330359874,9.001010722692973,63.93800432007696,28.65404228712051,9.612191920953904,0.0643140153703724,0.0016174275550494,True,98.45613773,17.141061619999988,179.77121384,pass_all,81.31507611,159.37754917560002,True
48,49.0,2022-10-12 18:05:46,False,True,True,True,0,True,10145.64464,False,48.5380523071125,0.1223390946595777,48.77783693264527,48.29826768157973,0.0684192390427313,0.0661186989795917,0.0016174275550494,True,51.56575317,25.94987592,77.18163042,pass_all,25.615877250000004,50.207119410000004,True
49,50.0,2022-10-12 18:18:02,False,True,True,True,0,True,10149.60297,False,103.11072826425,6.174506838957487,115.21276166860667,91.00869485989332,6.569504449850855,0.1400491071428571,0.001958542102347,True,55.33014704,27.55813412,83.10215996,pass_all,27.772012919999995,54.43314532319999,True
52,53.0,2022-10-12 18:54:32,False,True,True,True,0,True,10270.22797,False,83.67887982015002,0.2287214767132031,84.12717391450789,83.23058572579214,0.1089328357836346,0.1136559948979591,0.001958542102347,True,92.45474051,41.99248598999999,142.91699503,pass_all,50.462254520000016,98.90601885920003,True
54,55.0,2022-10-12 19:18:47,False,True,True,True,1,True,10177.31131,False,11.499009161658,0.0776708702305183,11.651244067309817,11.346774256006183,0.0678946265116212,0.0397349950749009,0.001958542102347,True,4.90088507,2.2528892000000003,7.54888094,pass_all,2.64799587,5.1900719052,False
56,57.0,2022-10-12 19:41:45,False,True,True,True,1,True,10187.62381,False,22.365394373448,3.407231942886671,29.04356898150588,15.687219765390129,3.627665489844324,0.039938119644047,0.001958542102347,True,22.09402808,9.33975696,34.8482992,pass_all,12.754271119999999,24.998371395199996,True
57,58.0,2022-10-12 19:53:45,False,True,True,True,1,True,10248.45714,False,23.318618185473,0.0868669942853926,23.48887749427237,23.14835887667363,0.0654082803341534,0.0399541461861236,0.001958542102347,True,35.91431737,13.809277509999998,58.01935723,pass_all,22.105039859999998,43.32587812559999,True
58,59.0,2022-10-12 20:05:30,False,True,True,True,1,True,10244.18364,False,88.45821188360999,0.2404683995313398,88.92952994669142,87.98689382052856,0.1119849729628555,0.1201474744897959,0.001958542102347,True,57.50539536,31.94631947,83.06447125,pass_all,25.559075889999995,50.09578874439999,True
60,61.0,2022-10-12 20:28:51,False,True,True,True,0,True,10073.81772,False,59.82312628502999,6.756587516970654,73.06603781829247,46.580214751767514,7.193134755532822,0.0812541581632652,0.001958542102347,True,110.9200785,46.60145729,175.23869971,pass_all,64.31862120999999,126.06449757159997,True
61,62.0,2022-10-12 20:40:41,False,True,True,True,0,True,10139.18631,False,50.36949003963,9.404355460463345,68.80202674213815,31.93695333712185,10.013464364649314,0.0684138520408162,0.001958542102347,True,74.8321255,41.62363262,108.04061838,pass_all,33.208492879999994,65.08864604479999,True
62,63.0,2022-10-12 20:52:27,False,True,True,True,1,True,10112.17242,False,95.39833484214,0.2694825587476425,95.92652065728538,94.87014902699462,0.1437729905564996,0.1295738265306122,0.001958542102347,True,44.66627038,20.56252848,68.77001228,pass_all,24.103741900000003,47.24333412400001,False
64,65.0,2022-10-12 21:15:40,False,True,True,True,1,True,10340.12381,False,193.8711017268,9.09003604422648,211.6875723734839,176.05463108011608,9.666450208244733,0.2633234693877551,0.001958542102347,True,89.30090964,39.34961461,139.25220467,pass_all,49.95129503,97.90453825879999,False
66,67.0,2022-10-28 18:03:25,False,True,True,True,1,True,10257.31131,False,591.222103332075,5.127130768433358,601.2712796382044,581.1729270259456,5.261642397450061,0.7935543367346939,0.0013617132208482,True,551.2952728,328.3286433,774.2619023,pass_all,222.96662949999995,437.0145938199999,True
67,68.0,2022-10-28 18:15:20,False,True,True,True,1,True,10126.16547,False,493.721951757075,2.7541361861487275,499.1200586819265,488.3238448322235,2.72142005054814,0.6626869897959183,0.0013617132208482,True,507.6635205,337.9787691,677.3482719,pass_all,169.68475139999998,332.58211274399997,True
69,70.0,2022-10-28 18:39:43,False,True,True,True,0,True,10007.93631,False,778.4434908800998,7.054246274316967,792.269813577761,764.6171681824386,7.2549813274065,1.0448479591836737,0.0013617132208482,True,898.2137803,494.783734,1301.6438266,pass_all,403.43004629999996,790.7228907479999,True
70,71.0,2022-10-28 19:31:19,False,True,True,True,1,True,10228.76964,False,58.680095610802496,0.1344629329985144,58.94364295947958,58.41654826212541,0.0773850044598712,0.0787620153061224,0.0013617132208482,True,181.8490969,108.33580402,255.36238978,pass_all,73.51329288,144.0860540448,True
71,72.0,2022-10-28 19:43:20,False,True,True,True,0,True,10113.97797,False,479.372894362125,4.123956840902991,487.4558497702949,471.28993895395513,4.230389019255482,0.6434272959183676,0.0013617132208482,True,1087.518445,572.8943311999999,1602.1425588,pass_all,514.6241138,1008.6632630480001,True
