,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,phase_iii,pass_all_qc,altitude_feet,fail_all_qc,release_rate_kgh,kgh_ch4_sigma,operator_detected,operator_quantification,operator_lower,operator_upper,qc_summary
0,1.0,2022-10-31 17:04:02,False,True,True,True,0,True,6587.102972999999,False,213.88417108875,0.8734563072034469,True,281.0,225.0,338.0,pass_all
1,2.0,2022-10-31 17:07:12,False,True,True,True,0,True,6323.76964,False,214.34858464350003,0.8743218288508272,True,210.0,168.0,252.0,pass_all
2,3.0,2022-10-31 17:10:55,False,True,True,True,1,True,6457.866862000001,False,304.2191061855,3.8671639124921415,True,297.0,237.0,356.0,pass_all
3,4.0,2022-10-31 17:14:13,False,True,True,True,0,True,6475.540472999999,False,110.57491491375,0.4869616416192456,True,139.0,111.0,166.0,pass_all
4,5.0,2022-10-31 17:17:18,False,True,True,True,0,True,6556.686307,False,109.13569667775002,0.4493549260752887,True,165.0,132.0,198.0,pass_all
5,6.0,2022-10-31 17:20:09,False,True,True,True,0,True,6488.665472999999,False,59.8014186465,0.2537925983380902,True,80.0,64.0,95.0,pass_all
6,7.0,2022-10-31 17:23:16,False,True,True,True,1,True,6541.89464,False,110.174171421,0.4508409703963014,True,134.0,107.0,161.0,pass_all
7,8.0,2022-10-31 17:26:03,False,True,True,True,0,True,6553.352972999999,False,658.7898944775001,4.532626404559326,True,737.0,590.0,885.0,pass_all
8,9.0,2022-10-31 17:29:12,False,True,True,True,0,True,6526.061307,False,678.320915025,3.8002751119035305,True,704.0,563.0,845.0,pass_all
9,10.0,2022-10-31 17:32:10,False,True,True,True,0,True,6566.998807,False,21.020905724024995,0.6492092146725328,True,26.0,21.0,32.0,pass_all
10,11.0,2022-10-31 17:35:27,False,True,True,True,0,True,6564.186307,False,274.451176425,1.13135472617483,True,295.0,236.0,354.0,pass_all
11,12.0,2022-10-31 17:38:23,False,True,True,False,1,False,6521.165472999999,False,315.17888817975,1.3423867050022846,True,367.0,293.0,440.0,fail_stanford
12,13.0,2022-10-31 17:41:46,False,True,True,True,1,True,6585.748807,False,316.16772088725,1.302089568225723,True,357.0,285.0,428.0,pass_all
13,14.0,2022-10-31 17:44:50,False,True,True,True,1,True,6580.94767,False,260.82509607,1.1144158199650114,True,285.0,228.0,343.0,pass_all
14,15.0,2022-10-31 17:48:16,False,True,True,True,1,True,6545.436307,False,259.75501532475,1.07706663851759,True,257.0,206.0,308.0,pass_all
15,16.0,2022-10-31 17:51:26,False,True,True,False,0,False,6564.39464,False,946.804740855,11.106623640178665,True,864.0,691.0,1037.0,fail_stanford
16,17.0,2022-10-31 17:54:40,False,True,True,False,1,False,6584.186307,False,428.4130588125,1.9067625535211443,True,386.0,309.0,463.0,fail_stanford
17,18.0,2022-10-31 17:57:55,False,True,True,False,0,False,6538.561307,False,166.55784755774997,0.7483257718208775,True,161.0,129.0,193.0,fail_stanford
18,19.0,2022-10-31 18:01:13,False,True,True,False,0,False,6562.415472999999,False,1111.2956589450002,14.381400310595502,True,1019.0,815.0,1222.0,fail_stanford
19,20.0,2022-10-31 18:04:20,False,True,True,True,0,True,6532.51964,False,1135.705569765,14.30310957984149,True,1352.0,1082.0,1622.0,pass_all
20,21.0,2022-10-31 18:07:37,False,True,True,False,0,False,6566.061307,False,17.972724408674996,0.0776443903798977,True,28.0,23.0,34.0,fail_stanford
21,22.0,2022-10-31 18:10:58,False,True,True,False,0,False,6568.526583999999,False,618.8815912274999,3.504401108905147,True,405.0,324.0,486.0,fail_stanford
22,23.0,2022-10-31 18:14:38,False,True,True,False,0,False,6569.811307,False,627.61503957,3.454390647594387,True,386.0,309.0,463.0,fail_stanford
23,24.0,2022-10-31 18:17:44,False,True,True,False,0,False,6559.498807,False,22.605116494200004,0.097981673909465,True,262.0,209.0,314.0,fail_stanford
24,25.0,2022-10-31 18:21:17,False,True,True,True,0,True,6568.352972999999,False,22.239591935925,0.096434889830202,True,25.0,20.0,30.0,pass_all
25,26.0,2022-10-31 18:24:23,False,True,True,False,0,False,6556.477972999999,False,460.2767184375001,2.087775034114127,True,370.0,296.0,444.0,fail_stanford
26,27.0,2022-10-31 18:27:43,False,True,True,True,0,True,6579.602972999999,False,467.44589871,2.03455108813078,True,587.0,470.0,705.0,pass_all
27,28.0,2022-10-31 18:30:55,True,False,True,False,0,False,6580.64464,False,0.0,0.0,True,227.0,182.0,273.0,fail_stanford
28,29.0,2022-10-31 18:34:29,False,True,True,False,0,False,6548.561307,False,615.6488468924998,3.3338872675071847,True,325.0,260.0,390.0,fail_stanford
29,30.0,2022-10-31 18:37:47,False,True,True,False,0,False,6568.561307,False,602.6709186075001,36.47408873507802,True,454.0,363.0,545.0,fail_stanford
30,31.0,2022-10-31 18:41:24,False,True,True,False,0,False,6553.352972999999,False,161.738676597,0.6752736984423845,True,356.0,285.0,428.0,fail_stanford
31,32.0,2022-10-31 18:44:50,False,True,True,False,0,False,6586.89464,False,559.6741592924999,3.1911777449686864,True,602.0,482.0,723.0,fail_stanford
