,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,pass_all_qc,fail_all_qc,operator_detected,release_rate_kgh,operator_quantification,operator_lower,operator_upper,qc_summary
0,1.0,2022-10-10 17:00:39,False,True,True,True,True,False,True,10.95706452,13.8964605732141,3.5014759537502997,24.291445192677894,pass_all
1,2.0,2022-10-10 17:14:15,False,True,True,True,True,False,False,6.6211344,,,,pass_all
2,3.0,2022-10-10 17:28:37,False,True,True,True,True,False,True,8.664295355,14.0787155590067,9.75552397314667,18.40190714486673,pass_all
3,4.0,2022-10-10 17:43:05,False,True,True,True,True,False,False,4.4760168,,,,pass_all
4,5.0,2022-10-10 17:55:26,True,False,True,True,True,False,False,0.0,,,,pass_all
5,6.0,2022-10-10 18:07:14,False,True,False,False,False,True,True,91.73216206,,,,fail_all
6,7.0,2022-10-10 18:18:54,False,True,True,True,True,False,True,93.442392,154.490765450528,100.54652987437068,208.43500102668528,pass_all
7,8.0,2022-10-10 18:30:38,False,True,False,True,False,False,True,39.72510348,,,,fail_operator
8,9.0,2022-10-10 18:43:29,False,True,True,True,True,False,True,39.48833265,62.8542872722769,26.2015017450212,99.5070727995326,pass_all
9,10.0,2022-10-10 18:56:08,False,True,True,True,True,False,True,34.01181987,46.2605178997971,29.7682212751256,62.75281452446861,pass_all
10,11.0,2022-10-10 19:08:35,False,True,True,True,True,False,True,138.4978413,162.114979674609,108.5718749420882,215.65808440712985,pass_all
11,12.0,2022-10-10 19:20:19,False,True,True,True,True,False,True,59.22218323,100.584720025342,58.26508302409889,142.9043570265851,pass_all
12,13.0,2022-10-10 19:31:50,False,True,True,True,True,False,True,79.51777781,99.5545147192296,33.5246975179262,165.584331920533,pass_all
13,14.0,2022-10-10 19:44:20,False,True,True,True,True,False,True,123.75288,128.442203377513,81.9471950567316,174.93721169829442,pass_all
14,15.0,2022-10-10 19:56:37,False,True,True,True,True,False,True,212.1966674,217.807869434648,161.10968028803552,274.5060585812605,pass_all
15,16.0,2022-10-10 20:08:41,False,True,True,True,True,False,True,209.9174888,146.235790487351,52.474893929635314,239.99668704506672,pass_all
16,17.0,2022-10-10 20:20:08,False,True,True,True,True,False,True,230.3159133,261.894054450007,190.59214175534456,333.1959671446694,pass_all
17,18.0,2022-10-10 20:31:35,False,True,True,True,True,False,True,73.41598916,118.857582257902,101.46077281153268,136.25439170427128,pass_all
18,19.0,2022-10-10 20:43:12,False,True,True,True,True,False,True,24.10246359,35.6772353376174,30.92205702255784,40.43241365267696,pass_all
19,20.0,2022-10-10 20:55:31,False,True,True,True,True,False,True,45.11483303,49.1865030010551,40.39158300117902,57.98142300093118,pass_all
20,21.0,2022-10-10 21:07:18,False,True,True,True,True,False,True,165.4933192,224.988179784443,159.8101716153872,290.1661879534988,pass_all
21,22.0,2022-10-10 21:19:04,False,True,True,True,True,False,True,177.8073677,290.355307037442,250.9059822740051,329.8046318008789,pass_all
22,23.0,2022-10-10 21:30:23,False,True,False,True,False,False,True,27.65501954,,,,fail_operator
23,24.0,2022-10-11 17:16:20,False,True,True,True,True,False,True,26.63576965,44.1129007406353,31.4133403875464,56.8124610937242,pass_all
24,25.0,2022-10-11 17:28:25,True,False,True,True,True,False,False,0.0,,,,pass_all
25,26.0,2022-10-11 17:40:14,False,True,True,True,True,False,True,48.1156769,74.4294557289771,58.76951245039511,90.08939900755912,pass_all
26,27.0,2022-10-11 17:52:20,False,True,False,True,False,False,True,147.0547765,,,,fail_operator
27,28.0,2022-10-11 18:04:37,False,True,True,True,True,False,True,106.1697252,189.079806716744,130.7059292342793,247.4536841992087,pass_all
