,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,phase_iii,pass_all_qc,altitude_feet,fail_all_qc,operator_detected,release_rate_kgh,operator_quantification,operator_lower,operator_upper,qc_summary
0,1.0,2022-10-25 17:15:08,False,True,True,False,0,False,43031.45833,False,True,201.8633405,177,121,232,fail_stanford
1,2.0,2022-10-25 17:32:52,False,True,True,True,0,True,43037.94922,False,True,95.30035994,61,18,105,pass_all
2,3.0,2022-10-25 17:50:42,False,True,True,False,0,False,44040.625,False,True,968.3482194,855,578,1133,fail_stanford
3,4.0,2022-10-25 18:09:11,False,True,True,True,0,True,44042.51984,False,True,966.6387019,908,662,1155,pass_all
4,5.0,2022-10-25 18:27:57,True,False,True,False,0,False,45047.5672,False,False,0.0,0,-100,100,fail_stanford
5,6.0,2022-10-25 18:47:09,False,True,True,True,0,True,45050.625,False,True,457.8169792,669,409,928,pass_all
6,7.0,2022-10-25 19:07:10,False,True,True,True,0,True,45033.71585,False,False,23.8750796,0,-100,100,pass_all
7,8.0,2022-10-25 19:28:04,False,True,True,True,0,True,45040.0,False,True,621.3518155,544,374,714,pass_all
8,9.0,2022-10-25 20:10:31,False,True,True,True,0,True,46053.75,False,True,139.0257773,303,183,423,pass_all
9,10.0,2022-10-25 20:29:58,False,True,True,False,0,False,46075.0,False,True,72.97771225,89,-11,189,fail_stanford
10,11.0,2022-10-25 20:46:41,False,True,True,True,0,True,46075.0,False,True,61.66683262,140,89,191,pass_all
11,12.0,2022-10-29 16:25:02,True,False,True,True,0,True,44025.02404,False,False,0.0,0,-100,100,pass_all
12,13.0,2022-10-29 16:50:52,False,True,True,True,0,True,44050.0,False,True,342.6012089,196,97,294,pass_all
13,14.0,2022-10-29 17:17:02,False,True,True,True,0,True,44050.0,False,True,676.3578471,787,290,1283,pass_all
14,15.0,2022-10-29 17:42:47,False,True,True,True,0,True,45048.95492,False,True,408.6932679,644,271,1017,pass_all
15,16.0,2022-10-29 18:07:14,False,True,True,True,0,True,45047.67857,False,True,33.82123641,94,-6,194,pass_all
16,17.0,2022-10-29 18:31:01,False,True,True,True,0,True,45033.10185,False,True,340.1256074,388,296,480,pass_all
17,18.0,2022-10-29 18:54:09,False,True,True,True,0,True,45043.35026,False,True,822.5085081,958,549,1368,pass_all
18,19.0,2022-10-29 19:16:43,False,True,True,True,0,True,45025.0,False,True,1070.648285,1199,886,1512,pass_all
19,20.0,2022-10-29 19:38:38,False,True,True,True,0,True,46025.0,False,True,1299.89417,1489,1004,1974,pass_all
20,21.0,2022-10-29 19:59:57,False,True,True,True,0,True,46015.94262,False,True,589.0435448,579,397,761,pass_all
21,22.0,2022-10-29 20:21:33,False,True,True,False,0,False,46025.0,False,True,195.8748136,252,147,357,fail_stanford
22,23.0,2022-10-29 20:42:37,False,True,True,False,0,False,46025.0,False,True,497.0029829,584,328,839,fail_stanford
23,24.0,2022-10-29 21:02:19,False,True,True,True,0,True,46035.34946,False,True,169.9735733,112,-21,244,pass_all
