,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,phase_iii,pass_all_qc,fail_all_qc,operator_detected,release_rate_kgh,operator_quantification,operator_lower,operator_upper,qc_summary
0,1,10/31/22 17:04,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,215.1775712,151,98,204,pass_all
1,2,10/31/22 17:07,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,215.5998135,129,84,174,pass_all
2,3,10/31/22 17:10,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,303.1081822,209,137,281,pass_all
3,4,10/31/22 17:14,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,111.0584064,88,57,119,pass_all
4,5,10/31/22 17:17,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,109.7280312,108,71,145,pass_all
5,6,10/31/22 17:20,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,60.08391295,53,34,72,pass_all
6,7,10/31/22 17:23,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,110.7584449,85,56,114,pass_all
7,8,10/31/22 17:26,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,665.078361,429,283,575,pass_all
8,9,10/31/22 17:29,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,683.1117166,464,306,622,pass_all
9,10,10/31/22 17:32,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,20.6059903,15,9,21,pass_all
10,11,10/31/22 17:35,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,275.992048,188,124,252,pass_all
11,12,10/31/22 17:38,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,317.2457178,222,147,297,pass_all
12,13,10/31/22 17:41,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,318.0924316,209,139,279,pass_all
13,14,10/31/22 17:44,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,262.1039787,221,147,295,pass_all
14,15,10/31/22 17:48,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,261.2822338,178,118,238,pass_all
15,16,10/31/22 17:51,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,958.8075931,684,457,911,pass_all
16,17,10/31/22 17:54,FALSE,TRUE,TRUE,FALSE,1,FALSE,FALSE,TRUE,430.5733976,305,204,406,fail_stanford
17,18,10/31/22 17:57,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,167.2654488,146,98,194,fail_stanford
18,19,10/31/22 18:01,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,1121.171331,780,524,1036,fail_stanford
19,20,10/31/22 18:04,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,1145.494848,1008,679,1337,pass_all
20,21,10/31/22 18:07,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,18.10028128,25,13,37,fail_stanford
21,22,10/31/22 18:10,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,623.2799452,428,288,568,fail_stanford
22,23,10/31/22 18:14,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,631.1005672,490,330,650,pass_all
23,24,10/31/22 18:17,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,22.71520627,288,194,382,fail_stanford
24,25,10/31/22 18:21,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,22.34154194,32,21,43,pass_all
25,26,10/31/22 18:24,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,463.4409662,365,246,484,pass_all
26,27,10/31/22 18:27,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,470.4500984,754,508,1000,pass_all
27,28,10/31/22 18:30,TRUE,FALSE,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,303,204,402,fail_stanford
28,29,10/31/22 18:34,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,620.7373513,535,362,708,fail_stanford
29,30,10/31/22 18:37,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,580.5496537,709,480,938,fail_stanford
30,31,10/31/22 18:41,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,162.5513393,358,241,475,fail_stanford
31,32,10/31/22 18:44,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,563.7000923,561,380,742,fail_stanford
32,33,10/31/22 18:48,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,564.9128683,635,431,839,pass_all
33,34,10/31/22 18:51,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,TRUE,2.275873468,,,,fail_all
34,35,10/31/22 18:55,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,7.064576556,24,16,32,fail_stanford
35,36,10/31/22 18:58,TRUE,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,,,,fail_stanford
36,37,10/31/22 19:02,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,336.3408098,327,224,430,fail_stanford
37,38,10/31/22 19:05,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,TRUE,0.680533453,,,,fail_all
38,39,10/31/22 19:09,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,1118.274268,900,615,1185,pass_all
39,40,10/31/22 19:12,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,1155.061065,1026,696,1356,pass_all
40,41,10/31/22 19:16,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,90.97826818,64,42,86,pass_all
41,42,10/31/22 19:19,TRUE,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,,,,fail_stanford
42,43,10/31/22 19:23,TRUE,FALSE,TRUE,TRUE,0,TRUE,FALSE,FALSE,0,,,,pass_all
43,44,10/31/22 19:26,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,2.916529105,4,2,6,pass_all
44,45,10/31/22 19:30,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,316.8522344,211,143,279,pass_all
45,46,10/31/22 19:33,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,321.0481274,271,183,359,pass_all
46,47,10/31/22 19:37,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,7.166681599,124,83,165,fail_stanford
47,48,10/31/22 19:40,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,841.4525605,471,317,625,pass_all
48,49,10/31/22 19:44,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,860.6552196,491,329,653,pass_all
49,50,10/31/22 19:47,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,9.237920287,178,119,237,fail_stanford
50,51,10/31/22 19:51,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,9.242947511,12,8,16,pass_all
51,52,10/31/22 19:54,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,TRUE,387.2311446,313,209,417,pass_all
52,53,10/31/22 19:57,FALSE,TRUE,TRUE,FALSE,1,FALSE,FALSE,TRUE,77.45737576,112,74,150,fail_stanford
53,54,10/31/22 20:00,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,76.7019545,74,49,99,pass_all
54,55,10/31/22 20:04,TRUE,FALSE,TRUE,TRUE,1,TRUE,FALSE,FALSE,0,,,,pass_all
55,56,10/31/22 20:11,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,235.373748,254,168,340,pass_all
56,57,10/31/22 20:15,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,1079.873408,908,598,1218,pass_all
57,58,10/31/22 20:18,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,1088.756324,767,502,1032,pass_all
58,59,10/31/22 20:22,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,1.750481716,4,2,6,fail_stanford
59,60,10/31/22 20:32,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,10.09582558,10,6,14,fail_stanford
60,61,10/31/22 20:35,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,10.08345259,16,10,22,pass_all
61,62,10/31/22 20:38,TRUE,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,,,,fail_stanford
62,63,10/31/22 20:42,TRUE,FALSE,TRUE,TRUE,0,TRUE,FALSE,FALSE,0,,,,pass_all
63,64,10/31/22 20:45,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,132.2026218,153,100,206,pass_all
64,65,10/31/22 20:49,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,464.7373435,379,247,511,fail_stanford
65,66,10/31/22 20:52,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,477.0846968,583,379,787,pass_all
66,67,10/31/22 20:55,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,TRUE,43.97873745,58,37,79,fail_stanford
