PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Timestamp (hyperspectral technologies only),StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),Kairos Flag for Dropped Passes or Uncertain Rate Quantification,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,NumberOfEmissionSourcesReported
302,1,1,10/28/22,11:08:16,N/A,N/A,N/A,Methane,,,0,,,,3.54,,W,N/A
303,1,1,10/28/22,11:11:41,N/A,N/A,N/A,Methane,,,521.7444035,,,,4.01,259,E,N/A
304,1,1,10/28/22,11:14:41,N/A,N/A,N/A,Methane,,,405.8765966,,,,2.93,260,W,N/A
305,1,1,10/28/22,11:18:04,N/A,N/A,N/A,Methane,,,4.610443534,,,,3.95,260,E,N/A
306,1,1,10/28/22,11:21:10,N/A,N/A,N/A,Methane,,,16.75341329,,,,2.81,261,W,N/A
307,1,1,10/28/22,11:24:29,N/A,N/A,N/A,Methane,,Excessive methane pooling near site,,,,,3.01,,E,N/A
308,1,1,10/28/22,11:27:32,N/A,N/A,N/A,Methane,,Excessive methane pooling near site,,,,,3.85,,W,N/A
309,1,1,10/28/22,11:30:56,N/A,N/A,N/A,Methane,,Excessive methane pooling near site,,,,,3.52,,E,N/A
310,1,1,10/28/22,11:33:56,N/A,N/A,N/A,Methane,,,7.87551798,,,,2.43,262,W,N/A
311,1,1,10/28/22,11:37:13,N/A,N/A,N/A,Methane,,Excessive methane pooling near site,,,,,3.54,,E,N/A
312,1,1,10/28/22,11:40:18,N/A,N/A,N/A,Methane,,Excessive methane pooling near site,,,,,2.26,,W,N/A
313,1,1,10/28/22,11:43:39,N/A,N/A,N/A,Methane,,Excessive methane pooling near site,,,,,3.55,,E,N/A
314,1,1,10/28/22,11:46:46,N/A,N/A,N/A,Methane,,,8.935295483,,,,2.88,264,W,N/A
315,1,1,10/28/22,11:50:01,N/A,N/A,N/A,Methane,,,0,,,,1.88,,E,N/A
316,1,1,10/28/22,11:52:58,N/A,N/A,N/A,Methane,,,0,,,,4.01,,W,N/A
317,1,1,10/28/22,11:56:18,N/A,N/A,N/A,Methane,,,12.35331349,,,,3.78,265,E,N/A
318,1,1,10/28/22,11:59:27,N/A,N/A,N/A,Methane,,,231.4280614,,,,2.64,266,W,N/A
319,1,1,10/28/22,12:02:55,N/A,N/A,N/A,Methane,,Excessive methane pooling near site,,,,,3.99,,E,N/A
320,1,1,10/28/22,12:06:01,N/A,N/A,N/A,Methane,,,8.458762555,,,,4.09,267,W,N/A
321,1,1,10/28/22,12:09:20,N/A,N/A,N/A,Methane,,,8.980860938,,,,3.96,267,E,N/A
322,1,1,10/28/22,12:12:30,N/A,N/A,N/A,Methane,,,0,,,,2.22,,W,N/A
323,1,1,10/28/22,12:15:56,N/A,N/A,N/A,Methane,,,0,,,,3.8,,E,N/A
324,1,1,10/28/22,12:18:59,N/A,N/A,N/A,Methane,,,0,,,,3.43,,W,N/A
325,1,1,10/28/22,12:22:19,N/A,N/A,N/A,Methane,,,3.100130544,,,,2.45,270,E,N/A
326,1,1,10/28/22,12:25:26,N/A,N/A,N/A,Methane,,,8.328962458,,,,3.9,270,W,N/A
327,1,1,10/28/22,12:28:43,N/A,N/A,N/A,Methane,,,47.79965893,,,,3.6,271,E,N/A
328,1,1,10/28/22,12:31:52,N/A,N/A,N/A,Methane,,,60.76518868,,,,2.62,272,W,N/A
329,1,1,10/28/22,12:35:12,N/A,N/A,N/A,Methane,,Excessive methane pooling over site,,,,,1.48,,E,N/A
330,1,1,10/28/22,12:38:23,N/A,N/A,N/A,Methane,,Excessive methane pooling over site,,,,,2.05,,W,N/A
331,1,1,10/28/22,12:41:55,N/A,N/A,N/A,Methane,,,534.4922807,,,,1.74,273,E,N/A
332,1,1,10/28/22,12:45:07,N/A,N/A,N/A,Methane,,,549.9582138,,,,1.66,274,W,N/A
333,1,1,10/28/22,12:48:31,N/A,N/A,N/A,Methane,,,97.59777307,,,,2.29,274,E,N/A
334,1,1,10/28/22,12:51:35,N/A,N/A,N/A,Methane,,,33.63749657,,,,1.8,275,W,N/A
335,1,1,10/28/22,12:55:01,N/A,N/A,N/A,Methane,,,426.917672,,,,1.3,275,E,N/A
336,1,1,10/28/22,12:58:08,N/A,N/A,N/A,Methane,,,40.99717738,,,,2.41,275,W,N/A
337,1,1,10/28/22,13:01:31,N/A,N/A,N/A,Methane,,,24.33940708,,,,1.26,276,E,N/A
338,1,1,10/28/22,13:04:37,N/A,N/A,N/A,Methane,,Excessive methane pooling near site,,,,,1.48,,W,N/A
339,1,1,10/28/22,13:07:51,N/A,N/A,N/A,Methane,,Excessive methane pooling near site,,,,,1.9,,E,N/A
340,1,1,10/28/22,13:10:53,N/A,N/A,N/A,Methane,,Excessive methane pooling over site,,,,,1.33,,W,N/A
341,1,1,10/28/22,13:14:12,N/A,N/A,N/A,Methane,,Excessive methane pooling over site,,,,,0.92,,E,N/A
342,1,1,10/28/22,13:17:16,N/A,N/A,N/A,Methane,,Cutoff - low confidence quantification,701.9003065,,,,1.66,274,W,N/A
343,1,1,10/28/22,13:20:43,N/A,N/A,N/A,Methane,,Excessive methane pooling near site,,,,,3.3,,E,N/A
344,1,1,10/28/22,13:23:50,N/A,N/A,N/A,Methane,,,11.62219289,,,,2.89,273,W,N/A
345,1,1,10/28/22,13:27:06,N/A,N/A,N/A,Methane,,,383.0064092,,,,2.65,273,E,N/A
346,1,1,10/28/22,13:30:10,N/A,N/A,N/A,Methane,,,391.5990303,,,,2.4,272,W,N/A
347,1,1,10/28/22,13:33:34,N/A,N/A,N/A,Methane,,,400.6947468,,,,2.83,271,E,N/A
348,1,1,10/28/22,13:36:39,N/A,N/A,N/A,Methane,,,21.91772666,,,,3.6,270,W,N/A
349,1,1,10/28/22,13:39:57,N/A,N/A,N/A,Methane,,,106.9067727,,,,2.35,270,E,N/A
350,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
351,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
352,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
353,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
354,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
355,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
356,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
357,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
358,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
359,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
360,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
361,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
362,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
363,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
364,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
365,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
366,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
367,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
368,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
369,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
370,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
371,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
372,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
373,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
374,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
375,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
376,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
377,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
378,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
379,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
380,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
381,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
382,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
383,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
384,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
385,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
386,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
387,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
388,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
389,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
390,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
391,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
392,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
393,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
394,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
395,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
396,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
397,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
398,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
399,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
400,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
401,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
402,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
403,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
404,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
405,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
406,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
407,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
408,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
409,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
410,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
411,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
412,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
413,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
414,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
415,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
416,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
417,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
418,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
419,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
420,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
421,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
422,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
423,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
424,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
425,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
426,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
427,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
428,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
429,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
430,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
431,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
432,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
433,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
434,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
435,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
436,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
437,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
438,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
439,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
440,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
441,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
442,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
443,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
444,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
445,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
446,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
447,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
448,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
449,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
450,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
451,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
452,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
453,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
454,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
455,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
456,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
457,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
458,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
459,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
460,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
461,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
462,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
463,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
464,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
465,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
466,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
467,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
468,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
469,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
470,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
471,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
472,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
473,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
474,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
475,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
476,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
477,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
478,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
479,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
480,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
481,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
482,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
483,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
484,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
485,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
486,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
487,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
488,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
489,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
490,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
491,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
492,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
493,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
494,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
495,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
496,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
497,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
498,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
499,1,1,,,N/A,N/A,N/A,Methane,,,,,,,,,,N/A
500,1,1,,,,,0:00,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
