,overpass_id,zero_release,operator_kept,operator_detected,operator_quantified,operator_quantification,release_rate_kgh,stanford_kept_strict,qc_summary_strict,stanford_kept_lax,qc_summary_lax,percent_error
0,1.0,False,True,True,True,151.0,212.7019989861,True,pass_all,True,pass_all,29.00865966479807
1,2.0,False,True,True,True,129.0,213.16384565268,True,pass_all,True,pass_all,39.48317098285652
2,3.0,False,True,True,True,209.0,302.5376384144401,True,pass_all,True,pass_all,30.917686442142717
3,4.0,False,True,True,True,88.0,109.96374963210002,True,pass_all,True,pass_all,19.973627405015733
4,5.0,False,True,True,True,108.0,108.53248618602,True,pass_all,True,pass_all,0.49062377978454874
5,6.0,False,True,True,True,53.0,59.470886618520005,True,pass_all,True,pass_all,10.880763658406408
6,7.0,False,True,True,True,85.0,109.56522111287998,True,pass_all,True,pass_all,22.42063755575464
7,8.0,False,True,True,True,429.0,655.1486571162001,True,pass_all,True,pass_all,34.51867826634182
8,9.0,False,True,True,True,464.0,674.5717265820001,True,pass_all,True,pass_all,31.21561700324291
9,10.0,False,True,True,True,15.0,20.904719808102,True,pass_all,True,pass_all,28.24586917358979
10,11.0,False,True,True,True,188.0,272.934240774,True,pass_all,True,pass_all,31.118939321478827
11,12.0,False,True,True,True,222.0,313.43684393658,False,fail_stanford,True,pass_all,29.172334301286252
12,13.0,False,True,True,True,209.0,314.42021120718,True,pass_all,True,pass_all,33.52844615250123
13,14.0,False,True,True,True,221.0,259.3834739496,True,pass_all,True,pass_all,14.7979643286982
14,15.0,False,True,True,True,178.0,258.31930771218,True,pass_all,True,pass_all,31.09303304640006
15,16.0,False,True,True,True,684.0,941.5715992644,False,fail_stanford,True,pass_all,27.355497921308057
16,17.0,False,True,True,True,305.0,426.045151155,False,fail_stanford,False,fail_stanford,28.41134345194376
17,18.0,False,True,True,True,146.0,165.63725563242002,False,fail_stanford,False,fail_stanford,11.855578962258804
18,19.0,False,True,True,True,780.0,1105.1533496795998,False,fail_stanford,False,fail_stanford,29.421559440042106
19,20.0,False,True,True,True,1008.0,1129.4283430092,True,pass_all,True,pass_all,10.751310055286165
20,21.0,False,True,True,True,25.0,17.873386279553998,False,fail_stanford,False,fail_stanford,39.872767303185235
21,22.0,False,True,True,True,428.0,615.4609334561999,False,fail_stanford,False,fail_stanford,30.4586243034938
22,23.0,False,True,True,True,490.0,624.1461106296002,False,fail_stanford,True,pass_all,21.492741578455384
23,24.0,False,True,True,True,288.0,22.480174391376,False,fail_stanford,False,fail_stanford,1181.128851520318
24,25.0,False,True,True,True,32.0,22.116670145934,True,pass_all,True,pass_all,44.68724174503722
25,26.0,False,True,True,True,365.0,457.732695225,False,fail_stanford,True,pass_all,20.259137307073274
26,27.0,False,True,True,True,754.0,464.8622502888,True,pass_all,True,pass_all,62.198586684887935
27,28.0,True,True,True,True,303.0,0.0,False,fail_stanford,False,fail_stanford,
28,29.0,False,True,True,True,535.0,612.2460570174,False,fail_stanford,False,fail_stanford,12.616832094225252
29,30.0,False,True,True,True,709.0,599.3398598226,False,fail_stanford,False,fail_stanford,18.296820807122444
30,31.0,False,True,True,True,358.0,160.84472100216,False,fail_stanford,False,fail_stanford,122.57491434561439
31,32.0,False,True,True,True,561.0,556.5807504894,False,fail_stanford,False,fail_stanford,0.7939997038550454
32,33.0,False,True,True,True,635.0,559.4608151418,True,pass_all,True,pass_all,13.502140420514335
33,34.0,False,False,True,False,,2.2511093234916,False,fail_all,False,fail_all,
34,35.0,False,True,True,True,24.0,7.000880289156,False,fail_stanford,False,fail_stanford,242.81403207500568
35,36.0,True,True,False,False,,0.0,False,fail_stanford,False,fail_stanford,
36,37.0,False,True,True,True,327.0,331.96753749821994,False,fail_stanford,False,fail_stanford,1.4963925496018045
37,38.0,False,False,True,False,,0.6733970382906,False,fail_all,False,fail_all,
38,39.0,False,True,True,True,900.0,1108.4826770861998,False,fail_stanford,True,pass_all,18.807932807233886
39,40.0,False,True,True,True,1026.0,1138.4819270292,False,fail_stanford,True,pass_all,9.879992326511045
40,41.0,False,True,True,True,64.0,90.12079885458002,True,pass_all,True,pass_all,28.984206960624974
41,42.0,True,True,False,False,,0.0,False,fail_stanford,False,fail_stanford,
42,43.0,True,True,False,False,,0.0,True,pass_all,True,pass_all,
43,44.0,False,True,True,True,4.0,2.896120244136599,False,fail_stanford,True,pass_all,38.11581228708592
44,45.0,False,True,True,True,211.0,312.85080942882,True,pass_all,True,pass_all,32.55571229455079
45,46.0,False,True,True,True,271.0,317.30329372092,True,pass_all,True,pass_all,14.592755460535962
46,47.0,False,True,True,True,124.0,7.111254297108,False,fail_stanford,False,fail_stanford,1643.7148893751169
47,48.0,False,True,True,True,471.0,832.8300834750002,False,fail_stanford,True,pass_all,43.445846956591296
48,49.0,False,True,True,True,491.0,851.3551968402,True,pass_all,True,pass_all,42.32724463040295
49,50.0,False,True,True,True,178.0,9.147695741183998,False,fail_stanford,False,fail_stanford,1845.845216502153
50,51.0,False,True,True,True,12.0,9.144461504880002,True,pass_all,True,pass_all,31.22697267188582
51,52.0,False,True,True,True,313.0,382.9472441808,True,pass_all,True,pass_all,18.26550399401124
52,53.0,False,True,True,True,112.0,76.56336995891999,False,fail_stanford,False,fail_stanford,46.2840520997097
53,54.0,False,True,True,True,74.0,75.89773224072002,True,pass_all,True,pass_all,2.500380689506112
54,55.0,True,True,False,False,,0.0,True,pass_all,True,pass_all,
55,56.0,False,True,True,True,254.0,232.61561327160004,False,fail_stanford,True,pass_all,9.193014358598418
56,57.0,False,True,True,True,908.0,1066.1842186632,False,fail_stanford,True,pass_all,14.836480965881682
57,58.0,False,True,True,True,767.0,1076.8520737962,True,pass_all,True,pass_all,28.773875385120096
58,59.0,False,True,True,True,4.0,1.7340283920881998,False,fail_stanford,False,fail_stanford,130.67673045324298
59,60.0,False,True,True,True,10.0,10.040100115734,False,fail_stanford,False,fail_stanford,0.3993995604800725
60,61.0,False,True,True,True,16.0,9.974008952388,True,pass_all,True,pass_all,60.416940433658276
61,62.0,True,True,False,False,,0.0,False,fail_stanford,False,fail_stanford,
62,63.0,True,True,False,False,,0.0,True,pass_all,True,pass_all,
63,64.0,False,True,True,True,153.0,130.66986569364,False,fail_stanford,True,pass_all,17.088970121629863
64,65.0,False,True,True,True,379.0,458.2155530394001,False,fail_stanford,False,fail_stanford,17.28783593528277
65,66.0,False,True,True,True,583.0,471.0232426848,True,pass_all,True,pass_all,23.77308531038516
66,67.0,False,True,True,True,58.0,43.43066889252,False,fail_stanford,False,fail_stanford,33.546181716739
67,68.0,False,True,True,True,98.0,43.18485554526001,False,fail_stanford,False,fail_stanford,126.93140630583059
68,69.0,True,True,False,False,,0.0,False,fail_stanford,False,fail_stanford,
69,70.0,False,True,False,False,,1.07990292816,False,fail_stanford,False,fail_stanford,
70,71.0,False,True,False,False,,1.057403886672,True,pass_all,True,pass_all,
71,72.0,False,True,False,False,,1.0443889954176,True,pass_all,True,pass_all,
72,73.0,False,True,False,False,,4.007881833312,True,pass_all,True,pass_all,
73,74.0,False,True,False,False,,4.005396754464,True,pass_all,True,pass_all,
74,75.0,False,True,False,False,,3.962787297504,True,pass_all,True,pass_all,
75,76.0,False,True,True,True,31.0,10.40604072816,True,pass_all,True,pass_all,197.90388880672225
76,77.0,False,True,True,True,25.0,10.361865331104,True,pass_all,True,pass_all,141.26930047001863
77,78.0,False,True,True,True,23.0,20.951472819648,True,pass_all,True,pass_all,9.777485325188785
78,79.0,False,True,True,True,56.0,21.009310476672,True,pass_all,True,pass_all,166.54849078545647
79,80.0,False,True,True,True,70.0,20.996249628480005,True,pass_all,True,pass_all,233.39287367325684
80,81.0,False,True,True,True,88.0,28.948314710112005,False,fail_stanford,False,fail_stanford,203.9900625692055
81,82.0,False,True,True,True,82.0,28.90373648064,False,fail_stanford,True,pass_all,183.70034460743298
82,83.0,False,False,False,False,,25.084436954976,True,fail_operator,True,fail_operator,
83,84.0,False,True,True,True,51.0,25.132947055776004,True,pass_all,True,pass_all,102.92089060156312
84,85.0,False,True,True,True,40.0,31.953756586752,True,pass_all,True,pass_all,25.180899752437764
85,86.0,False,True,True,True,48.0,31.876197162432,True,pass_all,True,pass_all,50.582579708005014
86,87.0,False,True,True,True,562.0,805.2977438688,True,pass_all,True,pass_all,30.212147708244213
87,88.0,False,True,True,True,490.0,796.2986946432,True,pass_all,True,pass_all,38.46530161404373
88,89.0,False,True,True,False,,732.8151725911579,True,pass_all,True,pass_all,
89,90.0,False,True,True,True,12.0,12.713901681599998,False,fail_stanford,False,fail_stanford,5.615126650170507
90,91.0,False,True,True,True,7.0,9.157691439456,False,fail_stanford,False,fail_stanford,23.561521522330032
91,92.0,False,True,True,True,9.0,9.216504972192,True,pass_all,True,pass_all,2.3491005847144675
92,93.0,False,True,True,True,5.0,9.201617193888,True,pass_all,True,pass_all,45.661725600569916
93,94.0,False,True,True,True,396.0,632.4434889024,False,fail_stanford,True,pass_all,37.385710035966305
94,95.0,False,True,True,True,441.0,647.5826119392001,False,fail_stanford,True,pass_all,31.90058042487954
95,96.0,False,False,True,False,,7.322528794559998,False,fail_all,False,fail_all,
96,97.0,False,True,True,True,12.0,7.326744350687999,False,fail_stanford,False,fail_stanford,63.78352274394794
97,98.0,True,False,True,False,,0.0,False,fail_all,False,fail_all,
98,99.0,False,True,True,True,19.0,12.082833496608,False,fail_stanford,False,fail_stanford,57.24788399454357
99,100.0,False,True,True,True,9.0,11.996593317408005,True,pass_all,True,pass_all,24.978702187559453
100,101.0,False,True,True,True,26.0,22.185745668576,False,fail_stanford,True,pass_all,17.19236481118833
101,102.0,False,True,True,True,17.0,22.093020454848,True,pass_all,True,pass_all,23.05262182351534
102,103.0,False,True,True,True,5.0,5.298426399167999,False,fail_stanford,False,fail_stanford,5.632359056924155
103,104.0,False,True,True,True,23.0,32.800107492768,False,fail_stanford,True,pass_all,29.878278584693042
104,105.0,False,True,True,True,24.0,18.251888546976,False,fail_stanford,False,fail_stanford,31.493242127956968
105,106.0,False,True,True,True,17.0,18.115163820768,True,pass_all,True,pass_all,6.155968733164469
106,107.0,False,True,True,True,19.0,18.049485115872,True,pass_all,True,pass_all,5.266160657913484
107,108.0,False,True,True,True,37.0,29.429052645888,True,pass_all,True,pass_all,25.726099461002722
108,109.0,False,True,True,True,36.0,29.41933360464001,True,pass_all,True,pass_all,22.36850937480817
109,110.0,False,True,True,True,62.0,35.0342217456,False,fail_stanford,False,fail_stanford,76.96982239311959
110,111.0,False,True,True,True,43.0,35.08091626368,True,pass_all,True,pass_all,22.573765396540647
111,112.0,False,True,True,True,54.0,34.96522960224,True,pass_all,True,pass_all,54.439140295365206
112,113.0,False,True,True,True,100.0,61.98921386112,False,fail_stanford,False,fail_stanford,61.31838713754134
113,114.0,False,True,True,True,142.0,61.37140510368,False,fail_stanford,False,fail_stanford,131.3781145471693
114,115.0,False,True,True,True,80.0,61.1570528688,True,pass_all,True,pass_all,30.81075075939925
115,116.0,False,True,True,True,82.0,61.30473917568,True,pass_all,True,pass_all,33.758011374967154
116,117.0,False,True,True,True,96.0,49.97658100512,False,fail_stanford,False,fail_stanford,92.0899710809849
117,118.0,False,True,True,True,82.0,50.07320404800001,True,pass_all,True,pass_all,63.76024174805165
118,119.0,False,True,True,True,62.0,39.59734849056,True,pass_all,True,pass_all,56.576140482691116
119,120.0,False,True,True,True,70.0,39.61851137664,True,pass_all,True,pass_all,76.6850837340487
120,121.0,False,True,True,True,41.0,39.63235519488,True,pass_all,True,pass_all,3.4508289966493932
121,122.0,False,True,True,True,60.0,35.91892116288,False,fail_stanford,True,pass_all,67.04287895485659
122,123.0,False,True,True,True,38.0,22.154319066432,False,fail_stanford,False,fail_stanford,71.52411629557696
123,124.0,False,True,True,True,23.0,22.060283228928004,True,pass_all,True,pass_all,4.259767480409002
124,125.0,False,True,True,True,39.0,32.800215292992,False,fail_stanford,False,fail_stanford,18.901658576407662
125,126.0,False,True,True,True,74.0,83.43867832608,True,pass_all,True,pass_all,11.312113896619328
126,127.0,False,True,True,True,95.0,83.47385524128,True,pass_all,True,pass_all,13.808089641246154
127,128.0,False,True,True,True,92.0,61.82779720992001,False,fail_stanford,False,fail_stanford,48.8003845384273
128,129.0,False,True,True,True,68.0,61.800620206080005,True,pass_all,True,pass_all,10.031258219169285
129,130.0,False,True,True,True,47.0,45.83813040575999,True,pass_all,True,pass_all,2.5347229129005
130,131.0,False,True,True,True,60.0,45.9569376,True,pass_all,True,pass_all,30.557002127139114
131,132.0,False,True,True,True,98.0,66.50354682048001,False,fail_stanford,False,fail_stanford,47.36056148184346
132,133.0,False,True,True,True,27.0,50.35756969152,True,pass_all,True,pass_all,46.38343318512711
133,134.0,False,True,True,True,70.0,50.44012196832,True,pass_all,True,pass_all,38.778411447864855
134,135.0,False,True,True,True,85.0,50.68142425919999,True,pass_all,True,pass_all,67.71430803776256
135,136.0,False,True,True,True,84.0,50.51365306848001,True,pass_all,True,pass_all,66.29167541322629
136,137.0,False,True,True,True,93.0,50.46417843936,True,pass_all,True,pass_all,84.28913910042732
137,138.0,False,True,True,True,41.0,50.34775419743999,True,pass_all,True,pass_all,18.566377679493975
138,139.0,False,True,True,True,74.0,90.47349399648,False,fail_stanford,False,fail_stanford,18.208088655359024
139,140.0,False,True,True,True,76.0,90.54872720544,True,pass_all,True,pass_all,16.067290678124454
140,141.0,False,True,True,True,71.0,90.69142065984002,True,pass_all,True,pass_all,21.712550665291072
141,142.0,False,True,True,True,62.0,56.7721369152,True,pass_all,True,pass_all,9.208501509479568
142,143.0,False,True,True,True,39.0,56.85037718304,True,pass_all,True,pass_all,31.39887203486356
143,144.0,False,True,True,True,53.0,78.30455081568002,True,pass_all,True,pass_all,32.31555580370296
144,145.0,False,True,True,True,55.0,78.34699006175997,True,pass_all,True,pass_all,29.79947288767038
145,146.0,False,True,True,True,103.0,118.78410229728,True,pass_all,True,pass_all,13.2880595904806
146,147.0,False,True,True,True,94.0,96.98564879136,False,fail_stanford,False,fail_stanford,3.0784439023374186
147,148.0,False,True,True,True,160.0,97.71619388832,True,pass_all,True,pass_all,63.73949253781237
148,149.0,False,True,True,True,84.0,97.49769985536,True,pass_all,True,pass_all,13.844121323255967
149,150.0,False,True,True,True,96.0,97.44646638048,True,pass_all,True,pass_all,1.4843702744769336
150,151.0,False,True,True,True,127.0,97.54263552768002,True,pass_all,True,pass_all,30.199475657965753
151,152.0,False,True,True,True,123.0,71.73038252351999,False,fail_stanford,False,fail_stanford,71.47545527122901
152,153.0,False,True,True,True,27.0,13.253560950336002,True,pass_all,True,pass_all,103.71883527132759
153,154.0,False,True,True,True,19.0,12.859460352479998,False,fail_stanford,False,fail_stanford,47.75114568735208
154,155.0,False,True,True,True,21.0,21.709274352192,False,fail_stanford,False,fail_stanford,3.2671490565984054
155,156.0,False,True,True,True,16.0,21.770011267872,True,pass_all,True,pass_all,26.5044018437755
156,157.0,False,True,True,True,29.0,21.890259580896,True,pass_all,True,pass_all,32.47901374960757
157,158.0,False,True,True,True,16.0,11.725367953823998,False,fail_stanford,False,fail_stanford,36.45627210173746
158,159.0,False,True,True,True,19.0,20.19940739376,True,pass_all,True,pass_all,5.937834563060114
159,160.0,False,True,True,True,23.0,18.8654647272,True,pass_all,True,pass_all,21.91589410908536
160,161.0,False,True,True,True,16.0,18.793420135392005,True,pass_all,True,pass_all,14.863819971392012
161,162.0,False,True,True,True,21.0,18.763888547712003,True,pass_all,True,pass_all,11.9171004805433
162,163.0,False,True,True,True,26.0,17.8120556898816,False,fail_stanford,False,fail_stanford,45.96855328029141
163,164.0,True,True,False,False,,0.0,False,fail_stanford,False,fail_stanford,
164,165.0,True,True,False,False,,0.0,False,fail_stanford,False,fail_stanford,
165,166.0,False,True,True,True,11.0,15.992804358048,False,fail_stanford,False,fail_stanford,31.219067314704496
166,167.0,False,True,True,True,31.0,15.944124046368,True,pass_all,True,pass_all,94.42899409115964
167,168.0,False,True,True,True,24.0,15.860737736256,True,pass_all,True,pass_all,51.317047158143794
168,169.0,False,True,True,True,22.0,15.78544211664,True,pass_all,True,pass_all,39.368918763504325
169,170.0,False,True,True,True,32.0,30.95409106742401,True,pass_all,True,pass_all,3.3789037135601823
170,171.0,False,True,True,True,45.0,30.994924657536,True,pass_all,True,pass_all,45.1850601258321
171,172.0,False,False,False,False,,26.823090030912,False,fail_all,False,fail_all,
172,173.0,False,True,True,True,40.0,26.87716602748801,False,fail_stanford,False,fail_stanford,48.825214530024894
173,174.0,False,True,True,True,14.0,26.908791208992,True,pass_all,True,pass_all,47.97239351531451
174,175.0,False,True,True,True,10.0,27.00162989664,True,pass_all,True,pass_all,62.965198625863806
175,176.0,False,True,True,True,10.0,20.114829607487994,True,pass_all,True,pass_all,50.285435198131744
176,177.0,False,True,True,True,15.0,14.195065411968,True,pass_all,True,pass_all,5.6705239790818505
