,Operator,Stage,overpass_id,DateOfSurvey,TimestampUTC,Detected,QuantifiedPlume,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,OperatorWindspeed,QCFlag,OperatorKeep
0,CarbonMapper,3,1.0,2022-10-10,17:00:41,True,True,13.8964605732141,24.291445192677898,3.5014759537502993,1-sigma,0.482580909,clear,True
1,CarbonMapper,3,2.0,2022-10-10,17:14:21,False,False,,,,1-sigma,,clear,True
2,CarbonMapper,3,3.0,2022-10-10,17:28:38,True,True,14.0787155590067,18.40190714486673,9.75552397314667,1-sigma,0.76668947,clear,True
3,CarbonMapper,3,4.0,2022-10-10,17:43:20,False,False,,,,1-sigma,,clear,True
4,CarbonMapper,3,5.0,2022-10-10,17:55:36,False,False,,,,1-sigma,,clear,True
5,CarbonMapper,3,6.0,2022-10-10,18:07:16,True,False,,,,1-sigma,2.022108544,CM-1,False
6,CarbonMapper,3,7.0,2022-10-10,18:18:57,True,True,154.490765450528,208.43500102668528,100.54652987437069,1-sigma,1.323205024,clear,True
7,CarbonMapper,3,8.0,2022-10-10,18:30:37,True,False,,,,1-sigma,1.173197893,CM-1,False
8,CarbonMapper,3,9.0,2022-10-10,18:43:29,True,True,62.8542872722769,99.50707279953261,26.201501745021197,1-sigma,0.952066631,clear,True
9,CarbonMapper,3,10.0,2022-10-10,18:56:07,True,True,46.2605178997971,62.752814524468604,29.7682212751256,1-sigma,1.714874783,clear,True
10,CarbonMapper,3,11.0,2022-10-10,19:08:38,True,True,162.114979674609,215.65808440712982,108.5718749420882,1-sigma,2.184842886,clear,True
11,CarbonMapper,3,12.0,2022-10-10,19:20:21,True,True,100.584720025342,142.9043570265851,58.26508302409889,1-sigma,2.057999387,clear,True
12,CarbonMapper,3,13.0,2022-10-10,19:31:51,True,True,99.5545147192296,165.584331920533,33.5246975179262,1-sigma,0.752213231,clear,True
13,CarbonMapper,3,14.0,2022-10-10,19:44:20,True,True,128.442203377513,174.93721169829442,81.9471950567316,1-sigma,1.098759194,clear,True
14,CarbonMapper,3,15.0,2022-10-10,19:56:37,True,True,217.807869434648,274.5060585812605,161.10968028803552,1-sigma,0.920881184,clear,True
15,CarbonMapper,3,16.0,2022-10-10,20:08:46,True,True,146.235790487351,239.99668704506672,52.474893929635314,1-sigma,0.692983332,clear,True
16,CarbonMapper,3,17.0,2022-10-10,20:20:13,True,True,261.894054450007,333.1959671446694,190.59214175534458,1-sigma,2.6678483,clear,True
17,CarbonMapper,3,18.0,2022-10-10,20:31:40,True,True,118.857582257902,136.25439170427128,101.46077281153269,1-sigma,2.732433922,clear,True
18,CarbonMapper,3,19.0,2022-10-10,20:43:14,True,True,35.6772353376174,40.432413652676956,30.922057022557837,1-sigma,1.950771922,clear,True
19,CarbonMapper,3,20.0,2022-10-10,20:55:37,True,True,49.1865030010551,57.98142300093118,40.39158300117902,1-sigma,2.0456464,clear,True
20,CarbonMapper,3,21.0,2022-10-10,21:07:24,True,True,224.988179784443,290.1661879534988,159.8101716153872,1-sigma,3.141089533,clear,True
21,CarbonMapper,3,22.0,2022-10-10,21:19:09,True,True,290.355307037442,329.8046318008789,250.9059822740051,1-sigma,1.765706656,clear,True
22,CarbonMapper,3,23.0,2022-10-10,21:30:27,True,False,,,,1-sigma,0.833728922,CM-1,False
23,CarbonMapper,3,24.0,2022-10-11,17:16:21,True,True,44.1129007406353,56.812461093724195,31.4133403875464,1-sigma,2.7735718,clear,True
24,CarbonMapper,3,25.0,2022-10-11,17:28:38,False,False,,,,1-sigma,,clear,True
25,CarbonMapper,3,26.0,2022-10-11,17:40:14,True,True,74.4294557289771,90.08939900755911,58.769512450395105,1-sigma,2.621528778,clear,True
26,CarbonMapper,3,27.0,2022-10-11,17:52:22,True,False,,,,1-sigma,1.511937752,CM-1,False
27,CarbonMapper,3,28.0,2022-10-11,18:04:34,True,True,189.079806716744,247.4536841992087,130.7059292342793,1-sigma,2.26879387,clear,True
28,CarbonMapper,3,29.0,2022-10-11,18:17:13,True,True,169.92209398945,245.65507791256357,94.1891100663364,1-sigma,2.452429578,clear,True
