,Operator,Stage,overpass_id,DateOfSurvey,TimestampUTC,Detected,QuantifiedPlume,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,OperatorWindspeed,QCFlag,OperatorKeep
46,Kairos - LS23,2,47.0,10/24/22,19:17:24,True,True,12.986979349999999,13.28080241,12.69315629,nan,2.19,clear,True
47,Kairos - LS23,2,48.0,10/24/22,19:20:30,True,True,41.42176176,45.29614938,37.54737414,nan,3.18,clear,True
48,Kairos - LS23,2,49.0,10/24/22,19:23:45,True,True,12.55787085,12.87094796,12.24479374,nan,3.89,clear,True
49,Kairos - LS23,2,50.0,10/24/22,19:26:51,True,True,9.9582276725,11.45731571,8.459139635,nan,5.98,clear,True
50,Kairos - LS23,2,51.0,10/24/22,19:30:05,True,True,20.179080305,22.18954218,18.16861843,nan,4.16,clear,True
51,Kairos - LS23,2,52.0,10/24/22,19:33:08,True,True,19.585317335,20.38259574,18.78803893,nan,3.87,clear,True
52,Kairos - LS23,2,53.0,10/24/22,19:36:20,True,True,25.086287055,25.2857011,24.88687301,nan,4.46,clear,True
53,Kairos - LS23,2,54.0,10/24/22,19:39:22,True,True,0.0,0.0,0.0,nan,3.91,clear,True
54,Kairos - LS23,2,55.0,10/24/22,19:42:34,True,True,6.286445571,7.987483784,4.585407358,nan,2.07,clear,True
55,Kairos - LS23,2,56.0,10/24/22,19:45:37,True,True,0.0,0.0,0.0,nan,2.64,clear,True
56,Kairos - LS23,2,57.0,10/24/22,19:48:46,True,True,0.0,0.0,0.0,nan,4.12,clear,True
57,Kairos - LS23,2,58.0,10/25/22,16:35:28,True,True,11.329250455,11.3408702,11.31763071,nan,0.65,clear,True
58,Kairos - LS23,2,59.0,10/25/22,16:38:31,True,True,20.399804805,20.42815099,20.37145862,nan,1.06,clear,True
59,Kairos - LS23,2,60.0,10/25/22,16:41:46,True,True,16.326666395,16.61611422,16.03721857,nan,0.51,clear,True
60,Kairos - LS23,2,61.0,10/25/22,16:44:54,False,False,,,,nan,0.66,KA-Combo,False
61,Kairos - LS23,2,62.0,10/25/22,16:48:06,False,False,,,,nan,0.75,KA-Combo,False
62,Kairos - LS23,2,63.0,10/25/22,16:51:13,True,True,2.7646763285000002,2.974651746,2.554700911,nan,0.65,clear,True
63,Kairos - LS23,2,64.0,10/25/22,16:54:29,True,True,2.4457383559999997,2.471303565,2.420173147,nan,0.95,clear,True
64,Kairos - LS23,2,65.0,10/25/22,16:57:35,True,True,2.174976923,2.444476681,1.905477165,nan,0.42,clear,True
65,Kairos - LS23,2,66.0,10/25/22,17:00:52,True,True,0.0,0.0,0.0,nan,1.31,clear,True
66,Kairos - LS23,2,67.0,10/25/22,17:04:00,True,True,9.302979647499999,9.681307287,8.924652008,nan,1.08,clear,True
67,Kairos - LS23,2,68.0,10/25/22,17:07:16,True,True,8.688137758,9.031622274,8.344653242,nan,1.13,clear,True
68,Kairos - LS23,2,69.0,10/25/22,17:10:31,False,False,,,,nan,1.77,KA-Combo,False
69,Kairos - LS23,2,70.0,10/25/22,17:13:51,False,False,,,,nan,0.52,KA-Combo,False
70,Kairos - LS23,2,71.0,10/25/22,17:16:59,False,False,,,,nan,0.98,KA-Combo,False
71,Kairos - LS23,2,72.0,10/25/22,17:20:12,True,True,15.54025464,15.7379678,15.34254148,nan,1.1,clear,True
72,Kairos - LS23,2,73.0,10/25/22,17:23:22,True,True,19.073397765,20.22525482,17.92154071,nan,1.89,clear,True
73,Kairos - LS23,2,74.0,10/25/22,17:26:36,True,True,137.10897354999997,138.7251035,135.4928436,nan,2.44,clear,True
74,Kairos - LS23,2,75.0,10/25/22,17:29:47,True,True,121.17242515,124.4881454,117.8567049,nan,2.56,clear,True
75,Kairos - LS23,2,76.0,10/25/22,17:32:56,True,True,107.00274734999999,108.205613,105.7998817,nan,1.46,clear,True
76,Kairos - LS23,2,77.0,10/25/22,17:36:04,False,False,,,,nan,1.44,KA-Combo,False
77,Kairos - LS23,2,78.0,10/25/22,17:39:20,False,False,,,,nan,1.17,KA-Combo,False
78,Kairos - LS23,2,79.0,10/25/22,17:42:26,False,False,,,,nan,0.75,KA-Combo,False
79,Kairos - LS23,2,80.0,10/25/22,17:45:43,False,False,,,,nan,1.12,KA-Combo,False
80,Kairos - LS23,2,81.0,10/25/22,17:48:48,False,False,,,,nan,1.14,KA-Combo,False
81,Kairos - LS23,2,82.0,10/25/22,17:52:10,False,False,,,,nan,0.51,KA-Combo,False
82,Kairos - LS23,2,83.0,10/25/22,17:55:18,False,False,,,,nan,1.57,KA-Combo,False
83,Kairos - LS23,2,84.0,10/25/22,17:58:33,False,False,,,,nan,1.35,KA-Combo,False
84,Kairos - LS23,2,85.0,10/25/22,18:01:38,False,False,,,,nan,0.42,KA-Combo,False
85,Kairos - LS23,2,86.0,10/25/22,18:04:54,False,False,,,,nan,0.64,KA-Combo,False
86,Kairos - LS23,2,87.0,10/25/22,18:08:04,False,False,,,,nan,1.51,KA-Combo,False
87,Kairos - LS23,2,88.0,10/25/22,18:11:22,False,False,,,,nan,0.27,KA-Combo,False
88,Kairos - LS23,2,89.0,10/25/22,18:14:25,False,False,,,,nan,1.53,KA-Combo,False
89,Kairos - LS23,2,90.0,10/25/22,18:17:40,True,True,19.86527078,20.70795612,19.02258544,nan,0.77,clear,True
90,Kairos - LS23,2,91.0,10/25/22,18:20:42,False,False,,,,nan,0.58,KA-Combo,False
91,Kairos - LS23,2,92.0,10/25/22,18:23:59,True,True,0.0,0.0,0.0,nan,2.27,clear,True
92,Kairos - LS23,2,93.0,10/25/22,18:27:08,True,True,0.0,0.0,0.0,nan,1.64,clear,True
93,Kairos - LS23,2,94.0,10/25/22,18:30:19,True,True,0.0,0.0,0.0,nan,1.9,clear,True
94,Kairos - LS23,2,95.0,10/25/22,18:33:32,True,True,23.259228745,23.43088357,23.08757392,nan,1.6,clear,True
95,Kairos - LS23,2,96.0,10/25/22,18:36:53,False,False,,,,nan,1.55,KA-Combo,False
96,Kairos - LS23,2,97.0,10/25/22,18:40:05,False,False,,,,nan,0.93,KA-Combo,False
97,Kairos - LS23,2,98.0,10/25/22,18:43:26,False,False,,,,nan,0.74,KA-Combo,False
98,Kairos - LS23,2,99.0,10/25/22,18:46:38,False,False,,,,nan,2.31,KA-Combo,False
99,Kairos - LS23,2,100.0,10/25/22,18:49:54,True,True,624.1978405499999,682.3884241,566.007257,nan,2.5,clear,True
100,Kairos - LS23,2,101.0,10/25/22,18:53:04,False,False,,,,nan,2.01,KA-Combo,False
101,Kairos - LS23,2,102.0,10/25/22,18:56:22,True,True,0.0,0.0,0.0,nan,1.49,clear,True
102,Kairos - LS23,2,103.0,10/25/22,18:59:31,True,True,30.767817395,31.80939316,29.72624163,nan,1.85,clear,True
103,Kairos - LS23,2,104.0,10/25/22,19:02:47,True,True,28.589080215000003,30.93758078,26.24057965,nan,3.5,clear,True
104,Kairos - LS23,2,105.0,10/25/22,19:05:57,True,True,19.341895575000002,19.82031702,18.86347413,nan,2.55,clear,True
105,Kairos - LS23,2,106.0,10/25/22,19:09:08,True,True,24.521524460000002,26.41034459,22.63270433,nan,1.85,clear,True
106,Kairos - LS23,2,107.0,10/25/22,19:12:18,True,True,125.89543775,128.9283984,122.8624771,nan,0.68,clear,True
107,Kairos - LS23,2,108.0,10/25/22,19:15:37,True,True,74.641490805,90.19054824,59.09243337,nan,0.67,clear,True
108,Kairos - LS23,2,109.0,10/25/22,19:18:48,False,False,,,,nan,3.16,KA-Combo,False
109,Kairos - LS23,2,110.0,10/25/22,19:22:07,True,True,846.57459565,875.8837117,817.2654796,nan,2.31,clear,True
110,Kairos - LS23,2,111.0,10/25/22,19:25:20,True,True,794.12029885,811.5897677,776.65083,nan,1.99,clear,True
111,Kairos - LS23,2,112.0,10/25/22,19:28:44,True,True,786.6832339499999,793.8662667,779.5002012,nan,1.75,clear,True
112,Kairos - LS23,2,113.0,10/25/22,19:31:53,False,False,,,,nan,1.0,KA-Combo,False
113,Kairos - LS23,2,114.0,10/25/22,19:35:15,True,True,80.98169188,80.98169188,80.98169188,nan,2.03,clear,True
114,Kairos - LS23,2,115.0,10/25/22,19:38:28,False,False,,,,nan,1.44,KA-Combo,False
115,Kairos - LS23,2,116.0,10/25/22,19:41:50,True,True,398.7321475,398.7321475,398.7321475,nan,1.65,clear,True
116,Kairos - LS23,2,117.0,10/25/22,19:45:00,False,False,,,,nan,1.02,KA-Combo,False
117,Kairos - LS23,2,118.0,10/25/22,19:48:12,False,False,,,,nan,1.37,KA-Combo,False
118,Kairos - LS23,2,119.0,10/25/22,19:51:24,True,True,6.03767545,6.170859467,5.904491433,nan,2.48,clear,True
119,Kairos - LS23,2,120.0,10/25/22,19:54:38,True,True,4.959917148,5.177284035,4.742550261,nan,2.21,clear,True
120,Kairos - LS23,2,121.0,10/25/22,19:57:45,True,True,9.847505844,12.36113346,7.333878228,nan,3.3,clear,True
121,Kairos - LS23,2,122.0,10/25/22,20:01:02,True,True,169.2169719,171.519346,166.9145978,nan,1.68,clear,True
122,Kairos - LS23,2,123.0,10/25/22,20:04:13,True,True,112.95608865,116.5782988,109.3338785,nan,1.38,clear,True
123,Kairos - LS23,2,124.0,10/25/22,20:07:27,False,False,,,,nan,0.61,KA-Combo,False
124,Kairos - LS23,2,125.0,10/25/22,20:10:31,True,True,129.4143011,129.4143011,129.4143011,nan,1.18,clear,True
125,Kairos - LS23,2,126.0,10/25/22,20:13:50,False,False,,,,nan,1.81,KA-Combo,False
126,Kairos - LS23,2,127.0,10/25/22,20:16:56,True,True,0.0,0.0,0.0,nan,1.22,clear,True
127,Kairos - LS23,2,128.0,10/25/22,20:20:10,True,True,2.7159766239999996,3.360907528,2.07104572,nan,1.02,clear,True
128,Kairos - LS23,2,129.0,10/25/22,20:23:21,True,True,61.115688485,61.97223981,60.25913716,nan,1.68,clear,True
129,Kairos - LS23,2,130.0,10/25/22,20:26:35,False,False,,,,nan,1.5,KA-Combo,False
130,Kairos - LS23,2,131.0,10/25/22,20:29:41,False,False,,,,nan,2.45,KA-Combo,False
131,Kairos - LS23,2,132.0,10/25/22,20:33:00,False,False,,,,nan,1.23,KA-Combo,False
132,Kairos - LS23,2,133.0,10/26/22,16:39:47,True,True,0.0,0.0,0.0,nan,1.84,clear,True
133,Kairos - LS23,2,134.0,10/26/22,16:42:56,True,True,0.0,0.0,0.0,nan,2.12,clear,True
134,Kairos - LS23,2,135.0,10/26/22,16:46:11,True,True,0.0,0.0,0.0,nan,1.74,clear,True
135,Kairos - LS23,2,136.0,10/26/22,16:49:18,True,True,0.0,0.0,0.0,nan,1.68,clear,True
136,Kairos - LS23,2,137.0,10/26/22,16:52:32,True,True,0.0,0.0,0.0,nan,1.83,clear,True
137,Kairos - LS23,2,138.0,10/26/22,16:55:40,True,True,4.940279982,6.014253891,3.866306073,nan,1.6,clear,True
138,Kairos - LS23,2,139.0,10/26/22,16:58:46,True,True,7.666971014,7.684200162,7.649741866,nan,1.93,clear,True
139,Kairos - LS23,2,140.0,10/26/22,17:11:57,True,True,0.0,0.0,0.0,nan,1.61,clear,True
140,Kairos - LS23,2,141.0,10/26/22,17:15:07,True,True,4.562615582499999,5.08800768,4.037223485,nan,1.55,clear,True
141,Kairos - LS23,2,142.0,10/26/22,17:18:18,True,True,0.0,0.0,0.0,nan,1.65,clear,True
142,Kairos - LS23,2,143.0,10/26/22,17:21:29,True,True,4.5093931795,5.102056283,3.916730076,nan,1.44,clear,True
143,Kairos - LS23,2,144.0,10/26/22,17:24:42,True,True,0.0,0.0,0.0,nan,1.42,clear,True
144,Kairos - LS23,2,145.0,10/26/22,17:27:48,True,True,0.0,0.0,0.0,nan,2.39,clear,True
145,Kairos - LS23,2,146.0,10/26/22,17:30:56,True,True,59.928973625,60.12971484,59.72823241,nan,1.73,clear,True
146,Kairos - LS23,2,147.0,10/26/22,17:34:04,True,True,57.04011864,57.79354431,56.28669297,nan,1.3,clear,True
147,Kairos - LS23,2,148.0,10/26/22,17:37:14,True,True,157.33749555,158.7958626,155.8791285,nan,2.06,clear,True
148,Kairos - LS23,2,149.0,10/26/22,17:40:28,True,True,66.40616662,66.88049638,65.93183686,nan,1.89,clear,True
149,Kairos - LS23,2,150.0,10/26/22,17:43:42,True,True,80.489833565,82.569316,78.41035113,nan,1.55,clear,True
150,Kairos - LS23,2,151.0,10/26/22,17:46:51,True,True,65.09720506,65.23630165,64.95810847,nan,2.59,clear,True
151,Kairos - LS23,2,152.0,10/26/22,17:50:01,True,True,94.76891533,96.89543733,92.64239333,nan,3.44,clear,True
152,Kairos - LS23,2,153.0,10/26/22,17:53:09,True,True,108.1917184,108.5057221,107.8777147,nan,3.9,clear,True
153,Kairos - LS23,2,154.0,10/26/22,17:56:19,True,True,67.648259325,71.58029646,63.71622219,nan,3.21,clear,True
154,Kairos - LS23,2,155.0,10/26/22,17:59:29,True,True,75.57265118000001,75.80446913,75.34083323,nan,3.24,clear,True
155,Kairos - LS23,2,156.0,10/26/22,18:02:42,True,True,981.0595302,995.0213115,967.0977489,nan,2.8,clear,True
156,Kairos - LS23,2,157.0,10/26/22,18:05:47,False,False,,,,nan,1.97,KA-Combo,False
157,Kairos - LS23,2,158.0,10/26/22,18:08:58,False,False,,,,nan,2.4,KA-Combo,False
158,Kairos - LS23,2,159.0,10/26/22,18:12:03,False,False,,,,nan,2.65,KA-Combo,False
159,Kairos - LS23,2,160.0,10/26/22,18:15:15,True,True,1206.435883,1221.199228,1191.672538,nan,2.03,clear,True
160,Kairos - LS23,2,161.0,10/26/22,18:18:26,False,False,,,,nan,3.21,KA-Combo,False
161,Kairos - LS23,2,162.0,10/26/22,18:21:39,True,True,1088.6591085,1098.225306,1079.092911,nan,1.8,clear,True
162,Kairos - LS23,2,163.0,10/26/22,18:24:48,True,True,2186.6475840000003,2189.306563,2183.988605,nan,2.7,clear,True
163,Kairos - LS23,2,164.0,10/26/22,18:28:01,True,True,1567.436052,1599.407027,1535.465077,nan,3.0,clear,True
164,Kairos - LS23,2,165.0,10/26/22,18:31:09,False,False,,,,nan,1.82,KA-Combo,False
165,Kairos - LS23,2,166.0,10/26/22,18:34:18,False,False,,,,nan,1.23,KA-Combo,False
166,Kairos - LS23,2,167.0,10/26/22,18:37:29,True,True,0.0,0.0,0.0,nan,0.57,clear,True
167,Kairos - LS23,2,168.0,10/26/22,18:40:37,True,True,0.0,0.0,0.0,nan,2.12,clear,True
168,Kairos - LS23,2,169.0,10/26/22,18:43:47,True,True,0.0,0.0,0.0,nan,1.37,clear,True
169,Kairos - LS23,2,170.0,10/26/22,18:46:59,True,True,0.0,0.0,0.0,nan,1.28,clear,True
170,Kairos - LS23,2,171.0,10/26/22,18:50:03,True,True,0.0,0.0,0.0,nan,0.99,clear,True
171,Kairos - LS23,2,172.0,10/26/22,18:53:16,True,True,0.0,0.0,0.0,nan,0.76,clear,True
172,Kairos - LS23,2,173.0,10/26/22,18:56:26,True,True,0.0,0.0,0.0,nan,1.27,clear,True
173,Kairos - LS23,2,174.0,10/26/22,18:59:36,True,True,0.0,0.0,0.0,nan,1.19,clear,True
174,Kairos - LS23,2,175.0,10/26/22,19:02:45,True,True,0.0,0.0,0.0,nan,1.4,clear,True
175,Kairos - LS23,2,176.0,10/26/22,19:05:51,True,True,5.635711847,5.958957165,5.312466529,nan,1.57,clear,True
176,Kairos - LS23,2,177.0,10/26/22,19:09:02,True,True,6.450454629999999,6.724110281,6.176798979,nan,1.46,clear,True
177,Kairos - LS23,2,178.0,10/26/22,19:12:10,True,True,2.9738558074999997,3.419416085,2.52829553,nan,1.16,clear,True
178,Kairos - LS23,2,179.0,10/26/22,19:15:22,True,True,3.149728932,3.470360021,2.829097843,nan,1.05,clear,True
179,Kairos - LS23,2,180.0,10/26/22,19:18:35,True,True,0.0,0.0,0.0,nan,2.57,clear,True
180,Kairos - LS23,2,181.0,10/26/22,19:21:46,True,True,4.3737344675,4.859704964,3.887763971,nan,0.71,clear,True
181,Kairos - LS23,2,182.0,10/26/22,19:25:02,True,True,0.0,0.0,0.0,nan,2.33,clear,True
182,Kairos - LS23,2,183.0,10/26/22,19:28:08,True,True,0.0,0.0,0.0,nan,1.52,clear,True
183,Kairos - LS23,2,184.0,10/26/22,19:31:15,True,True,0.0,0.0,0.0,nan,1.12,clear,True
184,Kairos - LS23,2,185.0,10/26/22,19:34:27,True,True,0.0,0.0,0.0,nan,0.67,clear,True
185,Kairos - LS23,2,186.0,10/26/22,19:37:38,True,True,0.0,0.0,0.0,nan,0.99,clear,True
186,Kairos - LS23,2,187.0,10/26/22,19:40:57,True,True,3.5117116690000003,3.967120963,3.056302375,nan,1.13,clear,True
187,Kairos - LS23,2,188.0,10/26/22,19:44:07,True,True,0.0,0.0,0.0,nan,1.88,clear,True
188,Kairos - LS23,2,189.0,10/26/22,19:47:22,True,True,0.0,0.0,0.0,nan,1.78,clear,True
189,Kairos - LS23,2,190.0,10/26/22,19:50:33,True,True,82.396794125,83.58062308,81.21296517,nan,1.28,clear,True
190,Kairos - LS23,2,191.0,10/26/22,19:53:45,True,True,81.3554752,81.3554752,81.3554752,nan,2.08,clear,True
191,Kairos - LS23,2,192.0,10/26/22,19:56:53,False,False,,,,nan,0.47,KA-Combo,False
192,Kairos - LS23,2,193.0,10/26/22,20:00:04,False,False,,,,nan,2.63,KA-Combo,False
193,Kairos - LS23,2,194.0,10/26/22,20:03:10,True,True,48.160284759999996,49.36737118,46.95319834,nan,2.75,clear,True
194,Kairos - LS23,2,195.0,10/26/22,20:06:18,True,True,37.810243670000006,37.93987879,37.68060855,nan,2.41,clear,True
195,Kairos - LS23,2,196.0,10/26/22,20:09:26,False,False,,,,nan,3.07,KA-Combo,False
196,Kairos - LS23,2,197.0,10/26/22,20:12:35,True,True,11.639746370000001,11.96511349,11.31437925,nan,1.17,clear,True
197,Kairos - LS23,2,198.0,10/26/22,20:15:41,True,True,7.8392823965,8.762615889,6.915948904,nan,2.02,clear,True
198,Kairos - LS23,2,199.0,10/26/22,20:18:52,True,True,9.380763390999999,10.32851062,8.433016162,nan,2.16,clear,True
199,Kairos - LS23,2,200.0,10/26/22,20:21:59,True,True,10.850710057499999,12.91970138,8.781718735,nan,2.57,clear,True
200,Kairos - LS23,2,201.0,10/26/22,20:25:07,True,True,8.134018121,11.13650803,5.131528212,nan,2.03,clear,True
201,Kairos - LS23,2,202.0,10/26/22,20:28:19,True,True,8.645793405500001,8.814217952,8.477368859,nan,1.57,clear,True
202,Kairos - LS23,2,203.0,10/26/22,20:31:30,True,True,7.4107542935,8.211115757,6.61039283,nan,1.66,clear,True
203,Kairos - LS23,2,204.0,10/26/22,20:34:41,True,True,7.394189652,7.932839229,6.855540075,nan,1.82,clear,True
204,Kairos - LS23,2,205.0,10/26/22,20:37:47,True,True,1.5416684909999998,1.773422578,1.309914404,nan,0.56,clear,True
205,Kairos - LS23,2,206.0,10/26/22,20:40:55,True,True,0.0,0.0,0.0,nan,3.18,clear,True
206,Kairos - LS23,2,207.0,10/27/22,16:37:23,True,True,0.0,0.0,0.0,nan,0.47,clear,True
207,Kairos - LS23,2,208.0,10/27/22,16:40:45,True,True,2.993292843,3.580213008,2.406372678,nan,0.47,clear,True
208,Kairos - LS23,2,209.0,10/27/22,16:43:54,False,False,,,,nan,0.55,KA-Combo,False
209,Kairos - LS23,2,210.0,10/27/22,16:47:10,True,True,9.1220838315,9.160029461,9.084138202,nan,1.09,clear,True
210,Kairos - LS23,2,211.0,10/27/22,16:50:18,False,False,,,,nan,0.63,KA-Combo,False
211,Kairos - LS23,2,212.0,10/27/22,16:53:36,True,True,5.509334696,5.683745664,5.334923728,nan,1.15,clear,True
212,Kairos - LS23,2,213.0,10/27/22,16:56:41,True,True,0.0,0.0,0.0,nan,1.58,clear,True
213,Kairos - LS23,2,214.0,10/27/22,17:00:00,True,True,0.0,0.0,0.0,nan,1.84,clear,True
214,Kairos - LS23,2,215.0,10/27/22,17:03:09,True,True,0.0,0.0,0.0,nan,2.37,clear,True
215,Kairos - LS23,2,216.0,10/27/22,17:06:27,True,True,0.0,0.0,0.0,nan,1.57,clear,True
216,Kairos - LS23,2,217.0,10/27/22,17:09:34,True,True,0.0,0.0,0.0,nan,1.61,clear,True
217,Kairos - LS23,2,218.0,10/27/22,17:12:52,True,True,25.944037185,26.01183519,25.87623918,nan,1.26,clear,True
218,Kairos - LS23,2,219.0,10/27/22,17:15:57,True,True,48.852527815,49.47279861,48.23225702,nan,2.77,clear,True
219,Kairos - LS23,2,220.0,10/27/22,17:19:12,True,True,0.0,0.0,0.0,nan,2.59,clear,True
220,Kairos - LS23,2,221.0,10/27/22,17:22:21,True,True,6.6113403134999995,7.58009712,5.642583507,nan,1.9,clear,True
221,Kairos - LS23,2,222.0,10/27/22,17:25:45,True,True,5.223009521,6.028548303,4.417470739,nan,2.9,clear,True
222,Kairos - LS23,2,223.0,10/27/22,17:28:58,True,True,7.794500719,9.894573452,5.694427986,nan,2.26,clear,True
223,Kairos - LS23,2,224.0,10/27/22,17:32:15,True,True,0.0,0.0,0.0,nan,3.16,clear,True
224,Kairos - LS23,2,225.0,10/27/22,17:35:24,True,True,3.394173465,6.78834693,0.0,nan,2.23,clear,True
225,Kairos - LS23,2,226.0,10/27/22,17:38:46,True,True,0.0,0.0,0.0,nan,5.01,clear,True
226,Kairos - LS23,2,227.0,10/27/22,17:41:52,True,True,0.0,0.0,0.0,nan,2.88,clear,True
227,Kairos - LS23,2,228.0,10/27/22,17:45:11,True,True,24.793019845,25.19742293,24.38861676,nan,3.48,clear,True
228,Kairos - LS23,2,229.0,10/27/22,17:48:21,True,True,14.390536195,17.73063896,11.05043343,nan,3.49,clear,True
229,Kairos - LS23,2,230.0,10/27/22,17:51:40,True,True,22.34656359,24.35118308,20.3419441,nan,3.32,clear,True
230,Kairos - LS23,2,231.0,10/27/22,17:54:46,True,True,0.0,0.0,0.0,nan,3.8,clear,True
231,Kairos - LS23,2,232.0,10/27/22,17:58:01,True,True,0.0,0.0,0.0,nan,5.1,clear,True
