,datetime_utc,flow_rate,meter,qc_flag,methane_fraction_km,gas_comp_sigma_km,kgh_ch4_km,methane_fraction_su_raw,gas_comp_sigma_su_raw,kgh_ch4_su_raw,methane_fraction_su_normalized,gas_comp_sigma_su_normalized,kgh_ch4_su_normalized
2594,2022-10-11 17:14:14,28.48176,mc,0,0.936358125,0.0016174275550494,26.6691273903,0.94,0.0225,26.7728544,0.94,0.0225,26.7728544
2595,2022-10-11 17:14:15,28.41408,mc,0,0.936358125,0.0016174275550494,26.6057546724,0.94,0.0225,26.7092352,0.94,0.0225,26.7092352
2596,2022-10-11 17:14:16,28.43712,mc,0,0.936358125,0.0016174275550494,26.6273283636,0.94,0.0225,26.7308928,0.94,0.0225,26.7308928
2597,2022-10-11 17:14:17,28.36692,mc,0,0.936358125,0.0016174275550494,26.561596023225,0.94,0.0225,26.6649048,0.94,0.0225,26.6649048
2598,2022-10-11 17:14:18,28.43208,mc,0,0.936358125,0.0016174275550494,26.62260911865,0.94,0.0225,26.726155199999997,0.94,0.0225,26.726155199999997
2599,2022-10-11 17:14:19,28.39104,mc,0,0.936358125,0.0016174275550494,26.584180981200003,0.94,0.0225,26.687577599999997,0.94,0.0225,26.687577599999997
2600,2022-10-11 17:14:20,28.44684,mc,0,0.936358125,0.0016174275550494,26.636429764575002,0.94,0.0225,26.7400296,0.94,0.0225,26.7400296
2601,2022-10-11 17:14:21,28.31544,mc,0,0.936358125,0.0016174275550494,26.51339230695,0.94,0.0225,26.616513599999998,0.94,0.0225,26.616513599999998
2602,2022-10-11 17:14:22,28.32912,mc,0,0.936358125,0.0016174275550494,26.526201686100002,0.94,0.0225,26.6293728,0.94,0.0225,26.6293728
2603,2022-10-11 17:14:23,28.49652,mc,0,0.936358125,0.0016174275550494,26.682948036225003,0.94,0.0225,26.7867288,0.94,0.0225,26.7867288
2604,2022-10-11 17:14:24,28.53252,mc,0,0.936358125,0.0016174275550494,26.716656928725,0.94,0.0225,26.8205688,0.94,0.0225,26.8205688
2605,2022-10-11 17:14:25,28.30932,mc,0,0.936358125,0.0016174275550494,26.507661795225,0.94,0.0225,26.610760799999998,0.94,0.0225,26.610760799999998
2606,2022-10-11 17:14:26,28.2906,mc,0,0.936358125,0.0016174275550494,26.490133171125002,0.94,0.0225,26.593163999999998,0.94,0.0225,26.593163999999998
2607,2022-10-11 17:14:27,28.33956,mc,0,0.936358125,0.0016174275550494,26.535977264925,0.94,0.0225,26.639186399999996,0.94,0.0225,26.639186399999996
2608,2022-10-11 17:14:28,28.37376,mc,0,0.936358125,0.0016174275550494,26.568000712800004,0.94,0.0225,26.6713344,0.94,0.0225,26.6713344
2609,2022-10-11 17:14:29,28.5444,mc,0,0.936358125,0.0016174275550494,26.72778086325,0.94,0.0225,26.831736,0.94,0.0225,26.831736
