,bin_median,true_positive,false_positive,true_negative,false_negative,filter_stanford,filter_operator,missing_data,zero_filter_su,zero_filter_op,zero_missing,total_releases,total_reported,bin_height
0,74.16666666666667,1,0,0,0,0,0,0,0,0,0,18,18,1
1,122.50000000000001,1,0,0,0,0,1,0,0,0,0,18,18,2
2,170.83333333333334,1,0,0,0,0,0,0,0,0,0,18,18,1
3,219.16666666666669,1,0,0,0,0,2,0,0,0,0,18,18,3
4,267.5,0,0,0,0,0,0,0,0,0,0,18,18,0
5,315.83333333333337,0,0,0,0,0,0,0,0,0,0,18,18,0
6,364.1666666666667,1,0,0,0,0,0,0,0,0,0,18,18,1
7,412.5,0,0,0,0,0,0,0,0,0,0,18,18,0
8,460.83333333333337,0,0,0,0,0,0,0,0,0,0,18,18,0
9,509.1666666666667,0,0,0,0,0,0,0,0,0,0,18,18,0
10,557.5,0,0,0,0,0,0,0,0,0,0,18,18,0
11,605.8333333333334,0,0,0,0,0,1,0,0,0,0,18,18,1
12,654.1666666666667,0,0,0,0,0,0,0,0,0,0,18,18,0
13,702.5,0,0,0,0,0,0,0,0,0,0,18,18,0
14,750.8333333333334,0,0,0,0,0,0,0,0,0,0,18,18,0
15,799.1666666666667,0,0,0,0,0,0,0,0,0,0,18,18,0
16,847.5,1,0,0,0,0,0,0,0,0,0,18,18,1
17,895.8333333333334,0,0,0,0,0,0,0,0,0,0,18,18,0
18,944.1666666666667,0,0,0,0,0,0,0,0,0,0,18,18,0
19,992.5,0,0,0,0,0,0,0,0,0,0,18,18,0
20,1040.8333333333335,0,0,0,0,0,0,0,0,0,0,18,18,0
21,1089.1666666666667,0,0,0,0,0,0,0,0,0,0,18,18,0
22,1137.5,0,0,0,0,0,0,0,0,0,0,18,18,0
23,1185.8333333333335,0,0,0,0,0,0,0,0,0,0,18,18,0
24,1234.1666666666667,0,0,0,0,0,0,0,0,0,0,18,18,0
25,1282.5,0,0,0,0,0,0,0,0,0,0,18,18,0
26,1330.8333333333335,0,0,0,0,0,0,0,0,0,0,18,18,0
27,1379.1666666666667,1,0,0,0,0,0,0,0,0,0,18,18,1
28,1427.5,0,0,0,0,0,0,0,0,0,0,18,18,0
29,1475.8333333333335,0,0,0,0,0,0,0,0,0,0,18,18,0
