,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc
0,2022-10-13 19:55:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1,2022-10-13 19:55:01,NA,NA,NA,NA,NA,NA,NA,NA,1
2,2022-10-13 19:55:02,NA,NA,NA,NA,NA,NA,NA,NA,1
3,2022-10-13 19:55:03,NA,NA,NA,NA,NA,NA,NA,NA,1
4,2022-10-13 19:55:04,NA,NA,NA,NA,NA,NA,NA,NA,1
5,2022-10-13 19:55:05,NA,NA,NA,NA,NA,NA,NA,NA,1
6,2022-10-13 19:55:06,NA,NA,NA,NA,NA,NA,NA,NA,1
7,2022-10-13 19:55:07,NA,NA,NA,NA,NA,NA,NA,NA,1
8,2022-10-13 19:55:08,NA,NA,NA,NA,NA,NA,NA,NA,1
9,2022-10-13 19:55:09,NA,NA,NA,NA,NA,NA,NA,NA,1
10,2022-10-13 19:55:10,NA,NA,NA,NA,NA,NA,NA,NA,1
11,2022-10-13 19:55:11,NA,NA,NA,NA,NA,NA,NA,NA,1
12,2022-10-13 19:55:12,NA,NA,NA,NA,NA,NA,NA,NA,1
13,2022-10-13 19:55:13,NA,NA,NA,NA,NA,NA,NA,NA,1
14,2022-10-13 19:55:14,NA,NA,NA,NA,NA,NA,NA,NA,1
15,2022-10-13 19:55:15,NA,NA,NA,NA,NA,NA,NA,NA,1
16,2022-10-13 19:55:16,NA,NA,NA,NA,NA,NA,NA,NA,1
17,2022-10-13 19:55:17,NA,NA,NA,NA,NA,NA,NA,NA,1
18,2022-10-13 19:55:18,NA,NA,NA,NA,NA,NA,NA,NA,1
19,2022-10-13 19:55:19,NA,NA,NA,NA,NA,NA,NA,NA,1
20,2022-10-13 19:55:20,NA,NA,NA,NA,NA,NA,NA,NA,1
21,2022-10-13 19:55:21,NA,NA,NA,NA,NA,NA,NA,NA,1
22,2022-10-13 19:55:22,NA,NA,NA,NA,NA,NA,NA,NA,1
23,2022-10-13 19:55:23,NA,NA,NA,NA,NA,NA,NA,NA,1
24,2022-10-13 19:55:24,NA,NA,NA,NA,NA,NA,NA,NA,1
25,2022-10-13 19:55:25,NA,NA,NA,NA,NA,NA,NA,NA,1
