,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,phase_iii,pass_all_qc,altitude_feet,fail_all_qc,release_rate_kgh,ch4_kgh_sigma,upper_95CI,lower_95CI,sigma_flow_variability,sigma_meter_reading,sigma_gas_composition,operator_detected,operator_quantification,operator_lower,operator_upper,qc_summary
23,24.0,2022-10-11 17:16:20,False,True,True,True,1,True,10374.88075,False,26.54053920171,0.0896977280910938,26.716346748768544,26.364731654651457,0.0719703538965874,0.0399953005283407,0.0016174275550494,True,44.1129007406353,31.4133403875464,56.8124610937242,pass_all
24,25.0,2022-10-11 17:28:25,True,False,True,True,1,True,10307.55169,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,pass_all
25,26.0,2022-10-11 17:40:14,False,True,True,True,0,True,10237.96607,False,47.94556233993751,0.1260965984050598,48.19271167281143,47.69841300706359,0.0777593549879089,0.0653116071428571,0.0016174275550494,True,74.4294557289771,58.76951245039511,90.08939900755912,pass_all
26,27.0,2022-10-11 17:52:20,False,True,False,True,0,False,10247.65853,False,146.45631741896253,0.4128117224119835,147.26542839489002,145.64720644303503,0.2856020360274974,0.1995032908163265,0.0016174275550494,True,,,,fail_operator
27,28.0,2022-10-11 18:04:37,False,True,True,True,0,True,10368.56131,False,105.77648213145,0.260210426343759,106.28649456708376,105.26646969581623,0.1356020338830517,0.1440890816326529,0.0016174275550494,True,189.079806716744,130.7059292342793,247.4536841992087,pass_all
28,29.0,2022-10-11 18:17:11,False,True,True,True,0,True,10324.82733,False,119.42515652321252,0.3096325948720498,120.03203640916173,118.81827663726331,0.1853250070478565,0.1626813520408163,0.0016174275550494,True,169.92209398945,94.1891100663364,245.6550779125636,pass_all
29,30.0,2022-10-11 18:29:30,False,True,True,True,1,True,10305.85297,False,40.5258980117625,0.1052928603066783,40.73227201796359,40.31952400556141,0.0633099590526971,0.0552045153061224,0.0016174275550494,True,69.5438279142901,56.941054492572704,82.1466013360075,pass_all
30,31.0,2022-10-11 18:41:30,False,True,True,True,0,True,10263.56131,False,75.41825354595001,0.186171102881024,75.78314890759681,75.0533581843032,0.0980812032995012,0.1027349999999999,0.0016174275550494,True,98.6823867279235,72.99908273075721,124.3656907250898,pass_all
31,32.0,2022-10-11 18:53:37,False,True,False,True,0,False,10305.43631,False,153.88637532232497,0.4383455937849367,154.74553268614343,153.0272179585065,0.3076058204029349,0.2096245408163265,0.0016174275550494,True,,,,fail_operator
32,33.0,2022-10-11 19:05:39,False,True,True,True,0,True,10322.31131,False,169.161222869775,6.379691464094226,181.6654181393997,156.65702760015031,6.802250621489869,0.2304319897959183,0.0016174275550494,True,175.090687217357,74.42522952558,275.756144909134,pass_all
33,34.0,2022-10-11 19:17:52,False,True,True,True,0,True,10346.44821,False,6.600892183796249,0.0847266838578257,6.766956484157587,6.434827883434911,0.0804608749810233,0.0395646678559993,0.0016174275550494,False,,,,pass_all
34,35.0,2022-10-11 19:30:41,False,True,True,True,0,True,10361.07733,False,20.97106609248,0.0819536745762534,21.131695294649457,20.810436890310545,0.0676017318803323,0.0399220832453101,0.0016174275550494,True,41.5236604302098,34.48881904809427,48.55850181232533,pass_all
35,36.0,2022-10-11 19:42:49,True,False,True,True,0,True,10365.71408,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,pass_all
36,37.0,2022-10-11 19:54:25,False,True,True,True,1,True,10369.60297,False,42.14701483357499,3.2091190817871453,48.436888233877795,35.85714143327219,3.425871621923143,0.0574128061224489,0.0016174275550494,True,50.7384903991008,30.729161084441696,70.7478197137599,pass_all
