,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,phase_iii,pass_all_qc,altitude_feet,fail_all_qc,operator_detected,release_rate_kgh,operator_quantification,operator_lower,operator_upper,qc_summary
2,3.0,2022-10-24 16:52:32,False,True,True,True,1,True,2716.173534096028,False,True,17.84613948,25.85856,25.85856,25.85856,pass_all
3,4.0,2022-10-24 16:55:42,False,True,True,True,1,True,2732.13919504,False,True,17.81225535,20.04708,17.57448,22.51968,pass_all
4,5.0,2022-10-24 16:59:01,False,True,True,True,1,True,2750.101247123972,False,True,17.83283458,27.09712,23.43744,30.7568,pass_all
8,9.0,2022-10-24 17:11:37,False,True,True,True,1,True,2766.410302763972,False,False,1.631503045,0.0,0.0,0.0,pass_all
9,10.0,2022-10-24 17:14:38,False,True,True,True,1,True,2754.4363305960283,False,False,1.575648581,0.0,0.0,0.0,pass_all
10,11.0,2022-10-24 17:17:53,False,True,True,True,1,True,2760.5233823,False,False,1.533378077,0.0,0.0,0.0,pass_all
11,12.0,2022-10-24 17:20:59,False,True,True,True,1,True,2748.857808763972,False,True,12.29183884,10.79068,10.07584,11.50552,pass_all
12,13.0,2022-10-24 17:24:12,False,True,True,True,1,True,2741.22876226,False,True,12.30932439,19.50864,18.436,20.58128,pass_all
13,14.0,2022-10-24 17:27:11,False,True,True,True,1,True,2763.344357783972,False,False,3.296867226,0.0,0.0,0.0,pass_all
15,16.0,2022-10-24 17:33:38,False,True,True,True,1,True,2760.70054766,False,True,3.23067089,4.57028,0.0,9.14056,pass_all
16,17.0,2022-10-24 17:36:52,False,True,True,True,1,True,2788.7823507239723,False,False,3.225980206,0.0,0.0,0.0,pass_all
40,41.0,2022-10-24 18:58:14,False,True,True,True,1,True,2723.212576316028,False,True,8.725007707,5.55696,4.79424,6.31968,pass_all
41,42.0,2022-10-24 19:01:19,False,True,True,True,1,True,2769.88361882,False,True,8.665007208,2.89592,0.0,5.79184,pass_all
42,43.0,2022-10-24 19:04:27,False,True,True,True,1,True,2727.873556123972,False,True,8.623646173,16.54632,15.092,18.00064,pass_all
43,44.0,2022-10-24 19:07:37,False,True,True,True,0,True,2735.850371996028,False,False,4.107388342,0.0,0.0,0.0,pass_all
44,45.0,2022-10-24 19:11:01,False,True,True,True,0,True,2727.964873056028,False,False,4.047485037,0.0,0.0,0.0,pass_all
46,47.0,2022-10-24 19:17:24,False,True,True,True,1,True,2714.717387723972,False,True,17.89883124,18.67008,18.24768,19.09248,pass_all
47,48.0,2022-10-24 19:20:29,False,True,True,True,1,True,2719.51944398,False,True,17.83948949,41.2936,37.4312,45.156,pass_all
48,49.0,2022-10-24 19:23:45,False,True,True,True,1,True,2722.1151353360283,False,True,17.796109,10.3246,10.0672,10.582,pass_all
49,50.0,2022-10-24 19:26:51,False,True,True,True,1,True,2747.756540356028,False,True,17.74250164,5.36852,4.55672,6.18032,pass_all
53,54.0,2022-10-24 19:39:22,False,True,True,True,0,True,2718.191250696028,False,False,5.327171697,0.0,0.0,0.0,pass_all
54,55.0,2022-10-24 19:42:33,False,True,True,True,0,True,2720.017584743972,False,True,5.264590183,10.2408,7.46976,13.01184,pass_all
56,57.0,2022-10-24 19:48:45,False,True,True,True,1,True,2702.008507396028,False,False,1.559700865,0.0,0.0,0.0,pass_all
57,58.0,2022-10-25 16:35:28,False,True,True,True,1,True,2745.762336223972,False,True,13.91607676,30.81,30.7784,30.8416,pass_all
58,59.0,2022-10-25 16:38:32,False,True,True,True,1,True,2797.39838348,False,True,13.89269644,34.63036,34.58224,34.67848,pass_all
59,60.0,2022-10-25 16:41:46,False,True,True,True,1,True,2744.012555,False,True,13.90705941,58.7708,57.72888,59.81272,pass_all
103,104.0,2022-10-25 19:02:47,False,True,True,True,1,True,2692.390724936028,False,True,24.1973609,13.11068,12.03368,14.18768,pass_all
104,105.0,2022-10-25 19:05:57,False,True,True,True,1,True,2700.100698936028,False,True,23.93817948,12.0558,11.7576,12.354,pass_all
105,106.0,2022-10-25 19:09:08,False,True,True,True,1,True,2685.36754,False,True,23.83237946,20.779200000000003,19.17864,22.37976,pass_all
119,120.0,2022-10-25 19:54:38,False,True,True,True,1,True,2726.551377603972,False,True,8.341376009,2.82124,2.6976,2.94488,pass_all
120,121.0,2022-10-25 19:57:45,False,True,True,True,1,True,2718.0266617800003,False,True,8.296980392,3.71132,2.75776,4.66488,pass_all
135,136.0,2022-10-26 16:49:19,False,True,True,True,1,True,2779.59654564,False,False,1.096029626,0.0,0.0,0.0,pass_all
136,137.0,2022-10-26 16:52:32,False,True,True,True,1,True,2771.448032583972,False,False,1.070792915,0.0,0.0,0.0,pass_all
170,171.0,2022-10-26 18:50:03,False,True,True,True,1,True,2744.65724006,False,False,0.927267424,0.0,0.0,0.0,pass_all
171,172.0,2022-10-26 18:53:16,False,True,True,True,1,True,2722.372681276028,False,False,0.880265414,0.0,0.0,0.0,pass_all
172,173.0,2022-10-26 18:56:27,False,True,True,True,1,True,2726.912270003972,False,False,0.853283008,0.0,0.0,0.0,pass_all
173,174.0,2022-10-26 18:59:36,False,True,True,True,1,True,2731.703390236028,False,False,0.826665077,0.0,0.0,0.0,pass_all
174,175.0,2022-10-26 19:02:45,False,True,True,True,1,True,2711.60277706,False,False,0.8076417,0.0,0.0,0.0,pass_all
