,bin_median,detection_prob_mean,detection_prob_two_sigma_upper,detection_prob_two_sigma_lower,n_data_points,n_detected
0,2.5,0.10638297872340426,0.08994827854790252,0.08994827854790252,47,5
1,7.5,0.7391304347826086,0.18312107430340016,0.18312107430340016,23,17
2,12.5,0.9473684210526315,0.052631578947368474,0.10245563439837638,19,18
3,17.5,1.0,0.0,0.0,13,13
4,22.5,1.0,0.0,0.0,7,7
