,release_rate,operator_report,operator_sigma
0,0.0,0.0,0.0
1,0.0,0.0,0.0
5,107.8631535,119.3876293,0.0
6,107.7383613,400.6163607,0.0
7,107.4374594,69.14763375,0.0
32,432.1277809,467.6581903,0.0
34,161.27769,154.4188248,0.0
35,160.3907496,162.2549855,0.0
36,159.7608308,169.8290897,0.0
37,42.24333159,35.19082778,0.0
38,41.83976452,36.39679726,0.0
43,4.107388342,0.0,0.0
44,4.047485037,0.0,0.0
53,5.327171697,0.0,0.0
54,5.264590183,4.273445814,0.0
93,0.0,0.0,0.0
132,0.0,0.0,0.0
133,0.0,0.0,0.0
139,0.0,0.0,0.0
146,58.42931922,52.45730938,0.0
147,58.32478271,147.9924162,0.0
148,58.06160558,61.44625989,0.0
150,86.43646339,60.79804441,0.0
151,86.31194832,90.30329667,0.0
152,72.17381788,101.1236925,0.0
153,72.34098989,66.71043473,0.0
154,72.30265264,70.64722193,0.0
159,1020.378889,1138.116708,0.0
161,1005.268613,1023.509139,0.0
162,994.4823458,2040.360264,0.0
163,1001.347414,1490.593688,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
182,0.66788028,0.0,0.0
183,0.666725843,0.0,0.0
184,0.652596136,0.0,0.0
185,0.645058276,0.0,0.0
188,1.624602053,0.0,0.0
211,6.842324676,4.971969924,0.0
217,31.24406092,24.24215768,0.0
218,31.39134076,46.10698845,0.0
220,7.768153103,5.258698515,0.0
221,7.712623484,4.116934519,0.0
222,7.700668741,5.30701583,0.0
223,4.346472403,0.0,0.0
224,4.337066277,0.0,0.0
225,4.332616996,0.0,0.0
227,23.03911153,23.48315278,0.0
228,23.05483521,10.29863321,0.0
229,23.09059144,18.95800941,0.0
242,0.0,0.0,0.0
243,2.686461848,0.0,0.0
244,2.549751209,0.0,0.0
245,11.38752443,0.0,0.0
246,11.29654095,4.389658402,0.0
247,11.38545098,7.218248204,0.0
249,13.96793464,8.260699446,0.0
250,13.9434744,14.79230551,0.0
254,2.159123773,0.0,0.0
255,2.141640906,0.0,0.0
261,0.907340153,0.0,0.0
262,0.903042061,0.0,0.0
263,0.902909231,0.0,0.0
264,0.905830421,0.0,0.0
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.0,0.0,0.0
269,0.0,0.0,0.0
270,0.624590503,0.0,0.0
271,24.83424524,30.77918694,0.0
275,5.927511458,4.261579721,0.0
281,18.52445199,22.75405325,0.0
284,1.356901124,0.0,0.0
285,1.352976685,0.0,0.0
286,1.337727099,0.0,0.0
287,1.324441891,0.0,0.0
299,572.9421259,642.1006363,0.0
300,583.2532267,630.2916727,0.0
301,8.858561732,0.0,0.0
315,0.0,0.0,0.0
316,17.25004615,12.35331349,0.0
320,12.99522678,8.980860938,0.0
323,0.0,0.0,0.0
331,477.1292347,549.9582138,0.0
336,48.17642625,24.33940708,0.0
343,9.13869365,11.62219289,0.0
345,374.000948,391.5990303,0.0
346,373.1143315,400.6947468,0.0
