,release_rate,operator_report,operator_sigma
0,212.7019989861,151.0,53.0
1,213.16384565268,129.0,45.0
2,302.5376384144401,209.0,72.0
3,109.96374963210002,88.0,31.0
4,108.53248618602,108.0,37.0
5,59.470886618520005,53.0,19.0
6,109.56522111287998,85.0,29.0
7,655.1486571162001,429.0,146.0
8,674.5717265820001,464.0,158.0
9,20.904719808102,15.0,6.0
10,272.934240774,188.0,64.0
11,313.43684393658,222.0,75.0
12,314.42021120718,209.0,70.0
13,259.3834739496,221.0,74.0
14,258.31930771218,178.0,60.0
15,941.5715992644,684.0,227.0
19,1129.4283430092,1008.0,329.0
22,624.1461106296002,490.0,160.0
24,22.116670145934,32.0,11.0
25,457.732695225,365.0,119.0
26,464.8622502888,754.0,246.0
32,559.4608151418,635.0,204.0
38,1108.4826770861998,900.0,285.0
39,1138.4819270292,1026.0,330.0
40,90.12079885458002,64.0,22.0
43,2.896120244136599,4.0,2.0
44,312.85080942882,211.0,68.0
45,317.30329372092,271.0,88.0
47,832.8300834750002,471.0,154.0
48,851.3551968402,491.0,162.0
50,9.144461504880002,12.0,4.0
51,382.9472441808,313.0,104.0
53,75.89773224072002,74.0,25.0
55,232.61561327160004,254.0,86.0
56,1066.1842186632,908.0,310.0
57,1076.8520737962,767.0,265.0
60,9.974008952388,16.0,6.0
63,130.66986569364,153.0,53.0
65,471.0232426848,583.0,204.0
75,10.40604072816,31.0,14.0
76,10.361865331104,25.0,10.0
77,20.951472819648,23.0,10.0
78,21.009310476672,56.0,21.0
79,20.996249628480005,70.0,26.0
81,28.90373648064,82.0,39.0
83,25.132947055776004,51.0,26.0
84,31.953756586752,40.0,15.0
85,31.876197162432,48.0,22.0
86,805.2977438688,562.0,245.0
87,796.2986946432,490.0,199.0
91,9.216504972192,9.0,3.0
92,9.201617193888,5.0,3.0
93,632.4434889024,396.0,379.0
94,647.5826119392001,441.0,417.0
99,11.996593317408005,9.0,9.0
100,22.185745668576,26.0,24.0
101,22.093020454848,17.0,15.0
103,32.800107492768,23.0,7.0
105,18.115163820768,17.0,6.0
106,18.049485115872,19.0,7.0
107,29.429052645888,37.0,13.0
108,29.41933360464001,36.0,13.0
110,35.08091626368,43.0,15.0
111,34.96522960224,54.0,20.0
114,61.1570528688,80.0,29.0
115,61.30473917568,82.0,31.0
117,50.07320404800001,82.0,30.0
118,39.59734849056,62.0,23.0
119,39.61851137664,70.0,26.0
120,39.63235519488,41.0,15.0
121,35.91892116288,60.0,22.0
123,22.060283228928004,23.0,9.0
125,83.43867832608,74.0,27.0
126,83.47385524128,95.0,35.0
128,61.800620206080005,68.0,25.0
129,45.83813040575999,47.0,17.0
130,45.9569376,60.0,22.0
132,50.35756969152,27.0,10.0
133,50.44012196832,70.0,25.0
134,50.68142425919999,85.0,31.0
135,50.51365306848001,84.0,31.0
136,50.46417843936,93.0,34.0
137,50.34775419743999,41.0,15.0
139,90.54872720544,76.0,28.0
140,90.69142065984002,71.0,26.0
141,56.7721369152,62.0,23.0
142,56.85037718304,39.0,15.0
143,78.30455081568002,53.0,20.0
144,78.34699006175997,55.0,21.0
145,118.78410229728,103.0,39.0
147,97.71619388832,160.0,60.0
148,97.49769985536,84.0,31.0
149,97.44646638048,96.0,36.0
150,97.54263552768002,127.0,48.0
152,13.253560950336002,27.0,10.0
155,21.770011267872,16.0,6.0
156,21.890259580896,29.0,11.0
158,20.19940739376,19.0,7.0
159,18.8654647272,23.0,9.0
160,18.793420135392005,16.0,6.0
161,18.763888547712003,21.0,8.0
166,15.944124046368,31.0,12.0
167,15.860737736256,24.0,10.0
168,15.78544211664,22.0,9.0
169,30.95409106742401,32.0,14.0
170,30.994924657536,45.0,18.0
173,26.908791208992,14.0,6.0
174,27.00162989664,10.0,4.0
175,20.114829607487994,10.0,5.0
176,14.195065411968,15.0,6.0
177,14.140546867104002,16.0,7.0
178,14.099951572224,18.0,8.0
180,25.322630060448,27.0,11.0
181,20.106875085696,21.0,10.0
182,20.12990461776,16.0,7.0
183,15.18156228288,8.0,5.0
184,15.157000852896,7.0,4.0
185,15.143951352096002,16.0,7.0
186,15.157840559904,13.0,6.0
187,28.642735117248,17.0,9.0
188,28.737378040224,11.0,6.0
