,release_rate,release_sigma,operator_report,operator_sigma
0,205.23387501000005,0.6705249334767854,196.1,54.900000000000006
1,97.04010463392,0.3173453650486966,56.6,43.199999999999996
3,982.4968482504,27.562196202649133,889.9,241.60000000000002
5,468.3340060848,2.3022456982254123,769.4,258.4
7,634.5679888872,4.64731611126644,530.7,166.5999999999999
8,142.13504332512002,0.3129368924734944,350.3,119.39999999999998
10,63.03198935766,0.1297052165351923,147.5,50.0
12,340.156216364895,1.851651648583372,308.5,98.39999999999998
13,671.7444153367501,5.823738274782674,946.7,496.0999999999999
14,405.58801998802505,2.6946600050293408,485.9,371.20000000000005
16,337.5601057220175,1.8730151598963256,283.2,89.60000000000002
17,818.3025172712252,12.4732101909255,709.3,406.10000000000014
18,1060.77148363305,29.661424010258465,888.3,309.20000000000005
19,1289.3507118009002,34.593853518220214,1308.5,479.29999999999995
20,585.3206487838501,4.993826244134245,438.3,179.90000000000003
23,168.86279184012,0.8511460509525397,30.8,131.6
