,release_rate,operator_report,operator_sigma
0,212.74445659400308,151.0,53.0
1,213.1619243758615,129.0,45.0
2,299.68079459172924,209.0,72.0
3,109.80261643012612,88.0,31.0
4,108.4872844121261,108.0,37.0
5,59.40451571461199,53.0,19.0
6,109.50604683078453,85.0,29.0
7,657.5580051520155,429.0,146.0
8,675.3874491877292,464.0,158.0
9,20.37298862137292,15.0,6.0
10,272.8712752798708,188.0,64.0
11,313.65847026401553,222.0,75.0
12,314.4956100053261,209.0,70.0
13,259.1402449545416,221.0,74.0
14,258.3277918884,178.0,60.0
15,947.9659019511876,684.0,227.0
19,1132.542195116124,1008.0,329.0
22,623.9644144037446,490.0,160.0
24,22.088915558479385,32.0,11.0
25,458.2006198453385,365.0,119.0
26,465.1304965002553,754.0,246.0
32,558.5251312191876,635.0,204.0
38,1105.629411611907,900.0,285.0
39,1142.000242782646,1026.0,330.0
40,89.94953384746616,64.0,22.0
43,2.883550529940093,4.0,2.0
44,313.2694362402553,211.0,68.0
45,317.4178842885323,271.0,88.0
47,831.9378581792031,471.0,154.0
48,850.9233836829322,491.0,162.0
50,9.138433129458646,12.0,4.0
51,382.8525388519845,313.0,104.0
53,75.83464920184062,74.0,25.0
55,232.7122656903876,254.0,86.0
56,1067.6627685800308,908.0,310.0
57,1076.44524141323,767.0,265.0
60,9.96943421624124,16.0,6.0
63,130.7077441240155,153.0,53.0
65,471.69007435625525,583.0,204.0
81,10.40176258170896,31.0,14.0
82,10.36513978182032,25.0,10.0
83,20.9444927078632,23.0,10.0
84,21.0126209837264,56.0,21.0
85,20.9872980018968,70.0,26.0
87,28.89577866810432,82.0,39.0
89,25.13765420929392,51.0,26.0
90,31.95442424838496,40.0,15.0
91,31.87801603589568,48.0,22.0
92,809.2956313920464,562.0,245.0
93,798.2736532805104,490.0,199.0
97,9.223398146878608,9.0,3.0
98,9.20488359552093,5.0,3.0
99,633.5600356798608,396.0,379.0
100,647.306485920696,441.0,417.0
105,11.99354178620752,9.0,9.0
106,22.17310778496464,26.0,24.0
107,22.08454322489968,17.0,15.0
109,32.81463710009968,23.0,7.0
111,18.10838412283824,17.0,6.0
112,18.0486895218504,19.0,7.0
113,29.42223542591536,37.0,13.0
114,29.42918662076288,36.0,13.0
116,35.0846352768464,43.0,15.0
117,34.96274232956288,54.0,20.0
120,61.1596243296696,80.0,29.0
121,61.31896368000928,82.0,31.0
123,50.09690545914432,82.0,30.0
124,39.59170956486032,62.0,23.0
125,39.64507891205568,70.0,26.0
126,39.62992465916288,41.0,15.0
127,35.91515455686032,60.0,22.0
129,22.05411390721392,23.0,9.0
131,83.41727751355823,74.0,27.0
132,83.47668659525104,95.0,35.0
134,61.80686493121392,68.0,25.0
135,45.8440493472696,47.0,17.0
136,45.96539324153504,60.0,22.0
138,50.3462918495768,27.0,10.0
139,50.43018934078608,70.0,25.0
140,50.69044727033504,85.0,31.0
141,50.51771067836752,84.0,31.0
142,50.44325713925568,93.0,34.0
143,50.33915397121856,41.0,15.0
145,90.53604557763248,76.0,28.0
146,90.70230317755824,71.0,26.0
147,56.76093594238144,62.0,23.0
148,56.85965825278144,39.0,15.0
149,78.30480155521856,53.0,20.0
150,78.3331334304232,55.0,21.0
151,118.7821567869216,103.0,39.0
153,97.7081830078144,160.0,60.0
154,97.4573690492752,84.0,31.0
155,97.4343082173216,96.0,36.0
156,97.5624605562432,127.0,48.0
158,13.24411955140176,27.0,10.0
161,21.7779330240696,16.0,6.0
162,21.90326314367072,29.0,11.0
164,20.20180224192928,19.0,7.0
165,18.85613699130896,23.0,9.0
166,18.79423513345392,16.0,6.0
167,18.76079693184928,21.0,8.0
172,15.94092975552,31.0,12.0
173,15.85285935546432,24.0,10.0
174,15.77823012089968,22.0,9.0
175,30.96011817794784,32.0,14.0
176,31.005657824663203,45.0,18.0
179,26.91220695365104,14.0,6.0
180,27.01188464826432,10.0,4.0
181,20.12145172796752,10.0,5.0
182,14.18526492481392,15.0,6.0
183,14.13585984575072,16.0,7.0
184,14.09509708227712,18.0,8.0
186,25.32534739204176,27.0,11.0
187,20.10657199685568,21.0,10.0
188,20.13885716159072,16.0,7.0
189,15.17123615616,8.0,5.0
190,15.159837521228958,7.0,4.0
191,15.14700032067712,16.0,7.0
192,15.15358912710496,13.0,6.0
193,28.6365749490968,17.0,9.0
194,28.75417419454608,11.0,6.0
