,release_rate,x_error,operator_report,operator_sigma
78,21.114294153269995,0.13084274333328613,56.0,21.0
79,21.101168039925,0.13158538346179519,70.0,26.0
81,29.04816866115,0.18081300621447968,82.0,39.0
83,25.2585365742225,0.15655669231996877,51.0,26.0
84,32.113429739820006,0.19949903409233435,40.0,15.0
85,32.03548275049501,0.19738003424181177,48.0,22.0
86,809.3218225267501,18.214117082489775,562.0,245.0
87,800.2778049870001,13.530554349549886,490.0,199.0
91,9.2625599142825,0.06306182749613962,9.0,3.0
92,9.2475977416425,0.05896388206348161,5.0,3.0
93,635.6038135964999,6.5794764327839514,396.0,379.0
94,650.81858694075,5.704484473852926,441.0,417.0
99,12.0565403810925,0.07659280438577074,9.0,9.0
100,22.2966080003475,0.14025185705784668,26.0,24.0
101,22.203419438055,0.13857138551746997,17.0,15.0
103,32.9640098674425,0.21065054784837223,23.0,7.0
105,18.205685425567506,0.11406360670422745,17.0,6.0
106,18.139678523707506,0.11285892296819859,19.0,7.0
107,29.57610983508,0.1826927616977426,37.0,13.0
108,29.5663422277125,0.1833231624177754,36.0,13.0
110,35.25621585630001,0.2172140350389896,43.0,15.0
111,35.139951107775,0.21710576858269617,54.0,20.0
114,61.462655104875,0.37940108776998305,80.0,29.0
115,61.6110794013,0.37901276994439803,82.0,31.0
117,50.32342021125,0.31592401142419085,82.0,30.0
118,39.795216727725,0.2470350110405235,62.0,23.0
119,39.81648536490001,0.2596699933651401,70.0,26.0
120,39.8303983608,0.2558516243062315,41.0,15.0
121,36.09840827205,0.22303915358843943,60.0,22.0
123,22.17051862398,0.13725737020277184,23.0,9.0
125,83.85562200592501,0.5165788385329267,74.0,27.0
126,83.89097470042498,0.5147511294271355,95.0,35.0
128,62.109438352800005,0.38112966488324296,68.0,25.0
129,46.06718387535,0.2850605381871194,47.0,17.0
130,46.18658474999999,0.28612636591412305,60.0,22.0
132,50.60920683195,0.3140687865228511,27.0,10.0
133,50.69217162307499,0.31795326230082505,70.0,25.0
134,50.93467970325,0.32074448161523844,85.0,31.0
135,50.766070158675,0.3149512476950378,84.0,31.0
136,50.716348304475,0.32008121085290037,93.0,34.0
137,50.59934228977501,0.3132837486778274,41.0,15.0
139,91.001199851025,0.5631576866445845,76.0,28.0
140,91.14460634565002,0.5617837294735011,71.0,26.0
141,57.0558276945,0.35251657850312684,62.0,23.0
142,57.134458929525,0.35151641237629355,39.0,15.0
143,78.69583922317501,0.4829122449357242,53.0,20.0
144,78.738490538475,0.48361376216698854,55.0,21.0
145,119.37766731667502,0.7324068051219914,103.0,39.0
147,98.20448241682496,0.6028316742019664,160.0,60.0
148,97.98489656759998,0.6076643047033483,84.0,31.0
149,97.93340707867496,0.6059885337462126,96.0,36.0
150,98.0300567838,0.6081207233804145,127.0,48.0
152,13.319789090385,0.085069201356743,27.0,10.0
155,21.8787961718325,0.13679215756077207,16.0,6.0
156,21.99964536654749,0.13952050599553129,29.0,11.0
158,20.3003439787875,0.12573047685597605,19.0,7.0
159,18.959735591062497,0.11933624576317561,23.0,9.0
160,18.8873309919075,0.11597399271511218,16.0,6.0
161,18.85765183467,0.11670590115827387,21.0,8.0
166,16.0237969496925,0.09962745228899626,31.0,12.0
167,15.939993957585,0.10075783161285974,24.0,10.0
168,15.8643220852125,0.10093825947448822,22.0,9.0
169,31.1087688846525,0.19391135787942626,32.0,14.0
170,31.14980652051,0.19373362689516438,45.0,18.0
173,27.043254633532506,0.16848311495892687,14.0,6.0
174,27.136557236775,0.16879036403952374,10.0,4.0
175,20.215343556705,0.12549115462946706,10.0,5.0
176,14.265998256630002,0.09115224762113644,15.0,6.0
177,14.2112072822025,0.08922083158127281,16.0,7.0
178,14.17040913234,0.0885413852629715,18.0,8.0
180,25.449167426242504,0.1565216944874137,27.0,11.0
181,20.20734928611,0.12434666307517343,21.0,10.0
182,20.2304938969125,0.12670916357835219,16.0,7.0
183,15.25742465955,0.09762042371697423,8.0,5.0
184,15.232740495922505,0.0947460415767357,7.0,4.0
185,15.219625786672502,0.0953484024356472,16.0,7.0
186,15.233584398952498,0.0951704419903159,13.0,6.0
187,28.785863072055,0.17757279758823669,17.0,9.0
188,28.880978926402506,0.18086280971679172,11.0,6.0
