,release_rate,operator_report,operator_sigma
0,213.88417108875,151.0,53.0
1,214.34858464350003,129.0,45.0
2,304.2191061855,209.0,72.0
3,110.57491491375,88.0,31.0
4,109.13569667775002,108.0,37.0
5,59.8014186465,53.0,19.0
6,110.174171421,85.0,29.0
7,658.7898944775001,429.0,146.0
8,678.320915025,464.0,158.0
9,21.020905724024995,15.0,6.0
10,274.451176425,188.0,64.0
11,315.17888817975,222.0,75.0
12,316.16772088725,209.0,70.0
13,260.82509607,221.0,74.0
14,259.75501532475,178.0,60.0
15,946.804740855,684.0,227.0
19,1135.705569765,1008.0,329.0
22,627.61503957,490.0,160.0
24,22.239591935925,32.0,11.0
25,460.2767184375001,365.0,119.0
26,467.44589871,754.0,246.0
32,562.5702309975001,635.0,204.0
38,1114.6434903525,900.0,285.0
39,1144.809472515,1026.0,330.0
40,90.62167940475,64.0,22.0
43,2.9122165317825,4.0,2.0
44,314.58959656275,211.0,68.0
45,319.0668272265,271.0,88.0
47,837.4588528125001,471.0,154.0
48,856.0869265274999,491.0,162.0
50,9.195285320999998,12.0,4.0
51,385.07561886,313.0,104.0
53,76.319562699,74.0,25.0
55,233.908462845,254.0,86.0
56,1072.10994219,908.0,310.0
57,1082.8370879775,767.0,265.0
60,10.02944329335,16.0,6.0
63,131.39611307549998,153.0,53.0
65,473.64113316000015,583.0,204.0
75,10.4580397890375,31.0,14.0
76,10.4136436472025,25.0,10.0
77,21.056167481055,23.0,10.0
78,21.114294153269995,56.0,21.0
79,21.101168039925,70.0,26.0
81,29.04816866115,82.0,39.0
83,25.2585365742225,51.0,26.0
84,32.113429739820006,40.0,15.0
85,32.03548275049501,48.0,22.0
86,809.3218225267501,562.0,245.0
87,800.2778049870001,490.0,199.0
91,9.2625599142825,9.0,3.0
92,9.2475977416425,5.0,3.0
93,635.6038135964999,396.0,379.0
94,650.81858694075,441.0,417.0
99,12.0565403810925,9.0,9.0
100,22.2966080003475,26.0,24.0
101,22.203419438055,17.0,15.0
103,32.9640098674425,23.0,7.0
105,18.205685425567506,17.0,6.0
106,18.139678523707506,19.0,7.0
107,29.57610983508,37.0,13.0
108,29.5663422277125,36.0,13.0
110,35.25621585630001,43.0,15.0
111,35.139951107775,54.0,20.0
114,61.462655104875,80.0,29.0
115,61.6110794013,82.0,31.0
117,50.32342021125,82.0,30.0
118,39.795216727725,62.0,23.0
119,39.81648536490001,70.0,26.0
120,39.8303983608,41.0,15.0
121,36.09840827205,60.0,22.0
123,22.17051862398,23.0,9.0
125,83.85562200592501,74.0,27.0
126,83.89097470042498,95.0,35.0
128,62.109438352800005,68.0,25.0
129,46.06718387535,47.0,17.0
130,46.18658474999999,60.0,22.0
132,50.60920683195,27.0,10.0
133,50.69217162307499,70.0,25.0
134,50.93467970325,85.0,31.0
135,50.766070158675,84.0,31.0
136,50.716348304475,93.0,34.0
137,50.59934228977501,41.0,15.0
139,91.001199851025,76.0,28.0
140,91.14460634565002,71.0,26.0
141,57.0558276945,62.0,23.0
142,57.134458929525,39.0,15.0
143,78.69583922317501,53.0,20.0
144,78.738490538475,55.0,21.0
145,119.37766731667502,103.0,39.0
147,98.20448241682496,160.0,60.0
148,97.98489656759998,84.0,31.0
149,97.93340707867496,96.0,36.0
150,98.0300567838,127.0,48.0
152,13.319789090385,27.0,10.0
155,21.8787961718325,16.0,6.0
156,21.99964536654749,29.0,11.0
158,20.3003439787875,19.0,7.0
159,18.959735591062497,23.0,9.0
160,18.8873309919075,16.0,6.0
161,18.85765183467,21.0,8.0
166,16.0237969496925,31.0,12.0
167,15.939993957585,24.0,10.0
168,15.8643220852125,22.0,9.0
169,31.1087688846525,32.0,14.0
170,31.14980652051,45.0,18.0
173,27.043254633532506,14.0,6.0
174,27.136557236775,10.0,4.0
175,20.215343556705,10.0,5.0
176,14.265998256630002,15.0,6.0
177,14.2112072822025,16.0,7.0
178,14.17040913234,18.0,8.0
180,25.449167426242504,27.0,11.0
181,20.20734928611,21.0,10.0
182,20.2304938969125,16.0,7.0
183,15.25742465955,8.0,5.0
184,15.232740495922505,7.0,4.0
185,15.219625786672502,16.0,7.0
186,15.233584398952498,13.0,6.0
187,28.785863072055,17.0,9.0
188,28.880978926402506,11.0,6.0
