,release_rate,release_sigma,operator_report,operator_sigma
199,12.103411180488,0.0332269619163156,12.91970138,0
211,6.991682413920001,0.0280650246578935,5.334923728,0
217,31.917077561616,0.0793469568207001,26.01183519,0
218,32.087919696144,0.0721213160630751,49.47279861,0
220,7.939464975479999,0.0280613880706638,5.642583507,0
221,7.888489542912,0.0291513081738288,4.417470739,0
222,7.871400766368001,0.0283538032365277,5.694427986,0
227,23.548562232192,0.0528558674532402,25.19742293,0
228,23.571195164544,0.0531512387476962,11.05043343,0
229,23.595117170159995,0.0536347310498883,20.3419441,0
234,519.0459201360001,4.946962978328284,441.2086198,0
235,534.4195447752,4.191331329655689,590.2124656,0
236,538.1247748296001,4.489187431852257,510.5028502,0
237,538.1327602392,3.7901313408658432,639.7105575,0
238,538.3717521408,4.590627965025691,467.6130994,0
239,536.3023902816001,4.061430380186751,612.6694219,0
240,536.2550482104001,4.088653107421837,478.8310005,0
246,11.559382336032,0.0345042870633929,4.710103465,0
247,11.645248304688002,0.0349375405692744,7.745180323,0
249,14.283467928336,0.0389336366026383,8.863730506,0
250,14.257595201232,0.0343757981503314,15.87214381,0
251,22.254657795384,0.0490962859937144,14.26900508,0
252,15.992642183664,0.0408680707750013,11.8220684,0
253,15.963101872008002,0.0394975553944919,18.10736264,0
256,10.507156320768,0.0292580463012547,8.610057746,0
257,10.492052488896,0.0323881151746301,6.700771503,0
258,10.473868570464,0.0321775000782461,9.319671705,0
259,10.460835241224002,0.0325836313774001,8.731299221,0
271,25.379137528896003,0.0625132731433301,33.02606759,0
275,6.122644606062,0.0800109652169219,4.572675041,0
281,18.92499038594775,0.0440512568336884,24.41509914,0
291,9.664876428651,0.0322840133331246,11.90966252,0
292,9.667596169721252,0.0312338458837935,14.12866396,0
293,17.668093695117747,0.0417410997643819,17.3782165,0
294,17.66155947443325,0.041682712592209,16.01572489,0
299,583.676389847025,5.012155560871746,688.9739828,0
300,595.6512330246751,4.5765826580154,676.3029648,0
302,487.17575736974993,2.120242330626812,559.831745,0
303,492.9425207208,2.512767653282051,435.5055881,0
309,9.7947968060655,0.1137914969238767,8.450430793,0
316,17.600887011690002,0.0527296063529154,13.25510538,0
317,307.1760521012775,0.9510197620577312,248.3223099,0
320,13.285992145803752,0.0355696502320409,9.636463787,0
324,7.59348855932175,0.0302887808404665,3.326440074,0
325,7.567531282126125,0.0242462845143602,8.936976717,0
327,58.61948586745499,0.1341862718426056,65.20104745,0
331,486.9625114242,3.0944920803038563,590.1051634,0
333,51.592803891052505,0.1229588287678076,36.09303382,0
336,49.24048444463249,0.1166012953285081,26.1161838,0
343,9.411912000301502,0.0896454396856851,12.47061297,0
345,382.07857644045,1.808086736372981,420.1857595,0
346,381.4753298886,1.6725578785720774,429.9454633,0
348,113.67770742659248,0.270228944413484,114.7109671,0
