,release_rate,operator_report,operator_sigma
0,215.1775712,151.0,53.0
1,215.5998135,129.0,45.0
2,303.1081822,209.0,72.0
3,111.0584064,88.0,31.0
4,109.7280312,108.0,37.0
5,60.08391295,53.0,19.0
6,110.7584449,85.0,29.0
7,665.078361,429.0,146.0
8,683.1117166,464.0,158.0
9,20.6059903,15.0,6.0
10,275.992048,188.0,64.0
11,317.2457178,222.0,75.0
12,318.0924316,209.0,70.0
13,262.1039787,221.0,74.0
14,261.2822338,178.0,60.0
15,958.8075931,684.0,227.0
19,1145.494848,1008.0,329.0
22,631.1005672,490.0,160.0
24,22.34154194,32.0,11.0
25,463.4409662,365.0,119.0
26,470.4500984,754.0,246.0
32,564.9128683,635.0,204.0
38,1118.274268,900.0,285.0
39,1155.061065,1026.0,330.0
40,90.97826818,64.0,22.0
43,2.916529105,4.0,2.0
44,316.8522344,211.0,68.0
45,321.0481274,271.0,88.0
47,841.4525605,471.0,154.0
48,860.6552196,491.0,162.0
50,9.242947511,12.0,4.0
51,387.2311446,313.0,104.0
53,76.7019545,74.0,25.0
55,235.373748,254.0,86.0
56,1079.873408,908.0,310.0
57,1088.756324,767.0,265.0
60,10.08345259,16.0,6.0
63,132.2026218,153.0,53.0
65,477.0846968,583.0,204.0
81,10.77925276,31.0,14.0
82,10.74130089,25.0,10.0
83,21.70458892,23.0,10.0
84,21.77518964,56.0,21.0
85,21.74894766,70.0,26.0
97,9.558124324,9.0,3.0
98,9.538937861,5.0,3.0
99,656.5525516,396.0,379.0
100,670.7978741,441.0,417.0
105,12.42879919,9.0,9.0
106,22.97779164,26.0,24.0
107,22.88601298,17.0,15.0
109,34.0055125,23.0,7.0
111,18.76555516,17.0,6.0
112,18.70369419,19.0,7.0
113,30.48999724,37.0,13.0
114,30.4972007,36.0,13.0
116,36.35789115,43.0,15.0
117,36.23157458,54.0,20.0
120,63.37916717,80.0,29.0
121,63.54428909,82.0,31.0
123,51.91497135,82.0,30.0
124,41.02853159,62.0,23.0
125,41.08383777,70.0,26.0
126,41.06813354,41.0,15.0
127,37.21855079,60.0,22.0
129,22.85447936,23.0,9.0
131,86.44457244,74.0,27.0
132,86.50613754,95.0,35.0
134,64.04989676,68.0,25.0
135,47.50777493,47.0,17.0
136,47.6335225,60.0,22.0
138,52.17340822,27.0,10.0
139,52.26035044,70.0,25.0
140,52.53005338,85.0,31.0
141,52.35104801,84.0,31.0
142,52.27389249,93.0,34.0
143,52.16601131,41.0,15.0
145,93.82168759,76.0,28.0
146,93.99397884,71.0,26.0
147,58.82084605,62.0,23.0
148,58.92315109,39.0,15.0
149,81.14655971,53.0,20.0
150,81.17591978,55.0,21.0
151,123.0928779,103.0,39.0
153,101.2541089,160.0,60.0
154,100.9941927,84.0,31.0
155,100.9702949,96.0,36.0
156,101.103098,127.0,48.0
158,13.72476166,27.0,10.0
161,22.56827561,16.0,6.0
162,22.69815407,29.0,11.0
164,20.93494549,19.0,7.0
165,19.54044472,23.0,9.0
166,19.47629639,16.0,6.0
167,19.44164468,21.0,8.0
172,16.51944175,31.0,12.0
173,16.42817519,24.0,10.0
174,16.35083758,22.0,9.0
175,32.08369127,32.0,14.0
176,32.1308836,45.0,18.0
179,27.88887738,14.0,6.0
180,27.99217247,10.0,4.0
181,20.85167897,10.0,5.0
182,14.70006212,15.0,6.0
183,14.64886408,16.0,7.0
184,14.606622,18.0,8.0
186,26.24442912,27.0,11.0
187,20.83625925,21.0,10.0
188,20.86971607,16.0,7.0
189,15.72181522,8.0,5.0
190,15.71000291,7.0,4.0
191,15.69669984,16.0,7.0
192,15.70352776,13.0,6.0
193,29.67582438,17.0,9.0
194,29.79769141,11.0,6.0
