,release_rate,release_sigma,operator_report,operator_sigma
0,10.92213624004875,0.071399846870293,87.19376164,87.62631633000001
6,93.0819379419,0.2246665886775423,241.6751886,153.27998341320003
8,39.336592102875,0.1063214108329694,94.72816414,81.055514526
9,30.76062848971875,4.853967306765028,74.78590872,55.43046257000001
10,144.1779333748875,9.57747777678959,220.0961678,224.30047175200005
11,59.014270462725,0.1479944570524006,48.07834799,52.1484295556
13,123.28594834421251,0.3311056737648346,370.4328302,388.59917459999986
16,229.217210473725,0.7694326152615362,142.4981486,183.75591428040002
17,72.36422788545,2.438536656151333,44.19943901,54.06471779240001
18,22.923732344625,2.247746112382093,34.46484832,44.69527816599999
19,43.83481908105001,2.6544225637326058,32.24689386,40.36089545600001
20,163.88224175981256,3.679699128208294,94.36991159,100.38216210680001
21,177.0606771012,0.5570281335301147,160.4675447,164.65743220080003
23,26.54053920171,0.0896977280910938,18.93505226,24.3855801392
25,47.94556233993751,0.1260965984050598,24.98148376,26.3167953636
27,105.77648213145,0.260210426343759,35.43310991,36.25101196919999
28,119.42515652321252,0.3096325948720498,51.70426793,58.04411884600001
29,40.5258980117625,0.1052928603066783,25.71377555,26.6184209592
30,75.41825354595001,0.186171102881024,43.05963274,47.10552936599999
32,169.161222869775,6.379691464094226,68.77329497,75.25689748920001
34,20.97106609248,0.0819536745762534,13.7314693,17.37866306288
37,16.499559029759997,0.0780591652192936,42.44641036,58.11128336159998
38,174.74661781256253,0.5155533404274194,116.4616028,165.3958217856
39,139.36750587067502,0.3730443203061568,169.7134593,208.43895301599994
41,35.006212936755,4.837072714019408,25.47196825,30.820221566399997
43,88.1224047698625,0.2188667689004479,119.8710723,91.8634563252
47,46.29602330359874,9.001010722692973,98.45613773,159.37754917560002
48,48.5380523071125,0.1223390946595777,51.56575317,50.207119410000004
49,103.11072826425,6.174506838957487,55.33014704,54.43314532319999
52,83.67887982015002,0.2287214767132031,92.45474051,98.90601885920003
54,11.499009161658,0.0776708702305183,4.90088507,5.1900719052
56,22.365394373448,3.407231942886671,22.09402808,24.998371395199996
57,23.318618185473,0.0868669942853926,35.91431737,43.32587812559999
58,88.45821188360999,0.2404683995313398,57.50539536,50.09578874439999
60,59.82312628502999,6.756587516970654,110.9200785,126.06449757159997
61,50.36949003963,9.404355460463345,74.8321255,65.08864604479999
62,95.39833484214,0.2694825587476425,44.66627038,47.24333412400001
64,193.8711017268,9.09003604422648,89.30090964,97.90453825879999
66,591.222103332075,5.127130768433358,551.2952728,437.0145938199999
67,493.721951757075,2.7541361861487275,507.6635205,332.58211274399997
69,778.4434908800998,7.054246274316967,898.2137803,790.7228907479999
70,58.680095610802496,0.1344629329985144,181.8490969,144.0860540448
75,381.886427018925,1.784882184745432,520.4576667,535.0784445439998
76,112.6257891246,0.2662689242613732,133.3627741,131.32013739600004
77,110.68148785635,0.2423067918605184,122.296791,126.55174516320001
78,608.5298056774499,5.226455176724997,358.7100637,357.6891406200001
79,671.5876888916998,5.910541770456242,478.3667514,289.08523179199995
82,364.76650099575,1.997421747607763,338.9438044,192.01558077800004
83,34.082522092741506,0.1814396142605059,35.12918503,20.79276927
84,33.331533583619255,0.1790010536091327,34.93712619,35.77282514400001
85,328.40791052485497,1.8814200937183287,242.7765881,246.178171288
86,354.4145477019001,1.9696203817077007,363.6452807,290.98575735599985
87,818.053127745525,11.40776463916836,377.9904306,375.4943545079999
90,425.077010629425,2.94606279358534,574.906401,449.7888358040001
92,811.824109546275,16.940596969991166,516.7550073,311.369996476
94,204.0438175941375,1.0703366329331157,253.9353137,197.38233606000006
95,134.4551024135025,0.6935586993855339,154.4962888,110.88751822400002
99,418.9420854966376,2.260329723977472,512.5640201,331.7700282959999
100,109.27689305624996,0.4616928602909824,94.024409,105.47088703760001
101,676.10047887,3.357099901275319,409.3608275,485.6650576119999
102,316.26883719075,1.2981316916195091,252.7426339,285.542861072
111,318.45010938675,1.3711404026614902,614.9587419,271.964436184
112,855.7130366849999,5.897208675309799,629.9663131,327.7849000439999
113,386.57346852,1.7190207094547507,492.7991039,236.09165025600007
118,473.8146226275001,2.220908468401631,573.8567012,226.58737074400003
119,42.81233371275,0.1798803164151862,76.02348931,53.301486187599984
120,529.39566663375,3.046282153299729,669.4204486,429.044098392
