,release_rate,release_sigma,operator_report,operator_sigma
3,18.719446589196004,0.0589181197693915,20.04708,2.4726
4,18.739307291088,0.061050919927724,27.09712,3.659679999999998
5,113.41300844316,0.3482569600203798,116.59392,2.4128000000000043
6,113.2451659296,0.3337531525220546,255.08768,1.9052799999999763
7,112.91981141904,0.3417541251565024,104.5024,24.08256
11,12.910035192816,0.0470685337922797,10.79068,0.7148400000000006
12,12.934993039691998,0.0462859331047198,19.50864,1.0726399999999998
15,3.4012686543540003,0.0282164150885296,4.57028,4.57028
18,29.726952550356,0.0921323298125152,47.27448,8.19912
19,29.718182963496,0.0942497700568582,23.28192,0.36096000000000217
20,196.34020842912,0.6063967191500188,152.76456,2.9047199999999975
21,196.83425686944005,0.613007338611969,217.78464,4.391999999999996
22,198.03634302168,0.603240033170955,171.34352,30.730399999999975
24,62.12136935088,0.1952332981599726,72.8688,0.11280000000000712
32,439.9761326796,2.380188212121683,382.9344,15.83807999999999
34,164.1414073386,0.5258080556573973,152.12704000000002,5.462079999999986
35,163.32052859964,0.5468446104630466,146.23232,4.650880000000001
36,162.58025059428005,0.510026567832401,127.22184,1.4081599999999952
37,43.004861978760005,0.1388817372479357,21.66888,2.3051999999999992
38,42.5773375242,0.1459115738350247,46.33496,1.0320800000000006
41,8.816193382788002,0.0320556784119347,2.89592,2.89592
42,8.7800876598,0.0358439489300981,16.54632,1.4543199999999992
46,18.21778081194001,0.0591777247445766,18.67008,0.42239999999999966
47,18.163625065512,0.0607056922752481,41.2936,3.862400000000001
48,18.104831938848005,0.0585892797202937,10.3246,0.2574000000000005
49,18.054552974184,0.0575164185380075,5.36852,0.8117999999999999
50,26.753177131968005,0.0904633956958037,15.78304,1.5724799999999988
51,26.862635198640003,0.0832054393039412,16.5884,0.6752800000000008
52,31.921625384664,0.1036890383087043,18.64356,0.14819999999999922
54,5.35713911094,0.0264704753139172,10.2408,2.7710399999999993
59,14.153046083736,0.0491990436676098,58.7708,1.0419199999999975
74,97.38299831819998,0.3003785606322858,92.2026,2.522999999999996
75,97.01410805928,0.3155337601260061,142.4016,1.6007999999999925
99,467.3991427752,2.681276579492435,419.31,39.089999999999975
103,24.739985344512004,0.056244108927462,13.11068,1.077
