overpass_id,release_rate,operator_report,operator_sigma
5,1386.558608,921.8,275.4000000000001
6,210.2227846,155.525,59.761746999999986
7,359.1563696,275.9,71.30000000000001
9,83.94206211,31.185,21.808255320000004
10,123.9049229,70.4,25.69999999999999
12,163.6535042,91.6,30.30000000000001
13,3.955834862,2.9,3.1999999999999997
15,28.39810463,18.07,12.197721099999999
17,841.3205304,402.79,186.5088526
