,release_rate,operator_report,operator_sigma
0,212.7019989861,281.0,57.0
1,213.16384565268,210.0,42.0
3,109.96374963210002,139.0,27.0
4,108.53248618602,165.0,33.0
5,59.470886618520005,80.0,15.0
7,655.1486571162001,737.0,148.0
8,674.5717265820001,704.0,141.0
9,20.904719808102,26.0,6.0
10,272.934240774,295.0,59.0
15,941.5715992644,864.0,173.0
19,1129.4283430092,1352.0,270.0
22,624.1461106296002,386.0,77.0
24,22.116670145934,25.0,5.0
25,457.732695225,370.0,74.0
26,464.8622502888,587.0,118.0
38,1108.4826770861998,785.0,157.0
39,1138.4819270292,1014.0,203.0
44,312.85080942882,350.0,70.0
45,317.30329372092,359.0,72.0
50,9.144461504880002,17.0,3.0
51,382.9472441808,550.0,110.0
81,28.90373648064,23.0,4.0
83,25.132947055776004,51.0,11.0
84,31.953756586752,31.0,6.0
85,31.876197162432,48.0,10.0
86,805.2977438688,452.0,90.0
87,796.2986946432,543.0,108.0
91,9.216504972192,12.0,2.0
92,9.201617193888,9.0,2.0
99,11.996593317408005,9.0,2.0
100,22.185745668576,35.0,7.0
101,22.093020454848,25.0,5.0
105,18.115163820768,22.0,4.0
106,18.049485115872,19.0,4.0
110,35.08091626368,38.0,8.0
111,34.96522960224,45.0,9.0
118,39.59734849056,52.0,11.0
119,39.61851137664,60.0,12.0
120,39.63235519488,43.0,8.0
128,61.800620206080005,67.0,14.0
132,50.35756969152,33.0,7.0
133,50.44012196832,72.0,15.0
134,50.68142425919999,62.0,12.0
135,50.51365306848001,74.0,15.0
136,50.46417843936,61.0,12.0
137,50.34775419743999,26.0,5.0
139,90.54872720544,111.0,22.0
140,90.69142065984002,80.0,17.0
143,78.30455081568002,87.0,18.0
144,78.34699006175997,74.0,15.0
145,118.78410229728,125.0,25.0
166,15.944124046368,14.0,3.0
167,15.860737736256,16.0,3.0
168,15.78544211664,12.0,2.0
169,30.95409106742401,44.0,8.0
170,30.994924657536,22.0,4.0
176,14.195065411968,15.0,3.0
177,14.140546867104002,16.0,4.0
178,14.099951572224,24.0,5.0
181,20.106875085696,39.0,7.0
182,20.12990461776,23.0,5.0
187,28.642735117248,17.0,4.0
188,28.737378040224,27.0,5.0
