,release_rate,operator_report,operator_sigma
3,18.734366456184,17.57448,0.0
4,18.754242987552004,30.7568,0.0
5,113.50340144664,119.00672,0.0
6,113.3354251584,253.1824,0.0
7,113.00981133216,128.58496,0.0
11,12.920324813664,11.50552,0.0
12,12.945302552567998,18.436,0.0
17,29.70538807968,31.02192,0.0
18,29.750645674824,55.4736,0.0
19,29.741869098384004,22.92096,0.0
20,196.49669648448,149.85984,0.0
21,196.99113869376004,213.39264,0.0
22,198.19418293872,140.61312,0.0
24,62.17088163552,72.9816,0.0
32,440.3268046584,367.09632,0.0
34,164.2722321444,146.66496,0.0
35,163.45069914455996,141.58144,0.0
36,162.70983111911997,128.63,0.0
37,43.03913792904,19.36368,0.0
38,42.6112727268,45.30288,0.0
40,8.885996773583999,4.79424,0.0
42,8.7870856092,15.092,0.0
46,18.23230083876,18.24768,0.0
47,18.178101928848,45.156,0.0
48,18.119261942592,10.0672,0.0
49,18.068942904336,4.55672,0.0
50,26.774500083071995,17.35552,0.0
51,26.88404539056,15.91312,0.0
52,31.947067718256,18.79176,0.0
54,5.36140888476,13.01184,0.0
57,14.178732498096,30.8416,0.0
58,14.142762736271996,34.58224,0.0
59,14.164326415344002,57.72888,0.0
74,97.46061500279998,89.6796,0.0
75,97.09143072912,140.8008,0.0
99,466.45366944180006,380.22,0.0
103,24.689940331008003,14.18768,0.0
104,24.44168091717,11.7576,0.0
105,24.315800820006004,19.17864,0.0
109,629.6202096036,521.928,0.0
110,633.0287744124001,565.812,0.0
111,634.7637953772002,634.19752,0.0
119,8.510955219138001,2.94488,0.0
120,8.471792016258,2.75776,0.0
121,142.2646037061,122.45568,0.0
122,142.00907519196002,96.93024,0.0
146,59.61271326522,85.55976,0.0
147,59.51378063934,144.89904,0.0
148,59.20542733992,67.74768,0.0
150,88.18670978046,48.1944,0.0
151,88.03324467149999,51.82344,0.0
152,73.65300611400001,53.42976,0.0
153,73.83151745736,38.5392,0.0
154,73.77374034846001,45.24,0.0
159,1039.848498213,1183.85696,0.0
161,1020.8566217466,1230.8128,0.0
162,1017.6757499778,1676.896,0.0
163,1019.8803878376,1073.97248,0.0
176,4.226090976594,11.1456,0.0
177,4.206025527444001,7.2072,0.0
178,4.203663212154001,6.624,0.0
193,46.61024529276001,49.1748,0.0
194,46.6366576854,45.72624,0.0
197,12.166185590496,12.89376,0.0
198,12.106535706342,11.71968,0.0
199,12.078927925242002,10.34456,0.0
211,6.977539364280001,16.37624,0.0
217,31.852514444244,70.8984,0.0
218,32.023010992596,60.41952,0.0
220,7.923404714070001,13.87952,0.0
221,7.872532396607999,7.22912,0.0
222,7.855478187912001,15.2684,0.0
224,4.417865439534,10.608,0.0
227,23.500927276128,24.52352,0.0
228,23.523514425696003,17.81248,0.0
229,23.547388040940003,25.8136,0.0
234,517.995973674,294.12,0.0
235,533.3384999418,433.08832,0.0
236,537.0362349114,354.53088,0.0
237,537.0442041678,405.47968,0.0
238,537.2827126272,290.20456,0.0
239,535.2175367544,369.51304,0.0
240,535.1702904486,282.13616,0.0
245,11.614189353624,7.22688,0.0
246,11.535999563687998,8.07296,0.0
247,11.621691839291998,6.5416,0.0
249,14.254574768724002,4.8608,0.0
250,14.228754377988002,29.37312,0.0
251,22.209640200006,12.80272,0.0
252,15.960291639276,9.03096,0.0
256,10.485902032511998,6.99696,0.0
257,10.470828753264,8.0784,0.0
258,10.452681617976,8.184,0.0
271,25.327799613264,39.32712,0.0
275,6.183008904047999,17.6088,0.0
281,19.111575404766,35.05528,0.0
291,9.760164252504005,10.6272,0.0
292,9.762910808009998,26.87592,0.0
293,17.842286734446,12.7616,0.0
294,17.835688091658003,22.76544,0.0
299,589.4309645106001,814.842,0.0
300,601.5238699061999,804.97032,0.0
302,491.978914254,800.01592,0.0
303,497.8025332032,651.0832,0.0
309,9.891365539212,15.834,0.0
316,17.774417447760005,13.21736,0.0
317,310.2045582348601,358.9728,0.0
320,13.416981226590002,4.68336,0.0
324,7.668354182862,8.5344,0.0
325,7.642140988017001,6.88896,0.0
327,59.19742633932,83.408,0.0
331,491.7635658768,1159.4988,0.0
333,52.10146699145999,65.88672,0.0
336,49.72595558778001,70.11072,0.0
343,9.504705800555998,7.6356,0.0
345,385.8455605668001,556.924,0.0
346,385.2363664944,468.15424,0.0
348,114.79847719962,149.15712,0.0
