,release_rate,operator_report,operator_sigma
0,10.93512707,87.19376164,44.70730425000001
6,93.2553084,241.6751886,78.20407317000002
8,39.40927197,94.72816414,41.35485435
9,33.94372387,74.78590872,28.280848250000005
10,138.2205509,220.0961678,114.43901620000003
11,59.10361285,48.07834799,26.60634161
13,123.5051109,370.4328302,198.26488499999994
16,229.8547914,142.4981486,93.75301749000002
17,73.26900098,44.19943901,27.584039690000004
18,24.05420738,34.46484832,22.803713349999995
19,45.02450738,32.24689386,20.592293600000005
20,165.1619805,94.36991159,51.21538883000001
21,177.4513747,160.4675447,84.00889398000001
23,26.58244144,18.93505226,12.44162252
25,48.01934317,24.98148376,13.42693641
27,105.9571598,35.43310991,18.495414269999998
28,119.6179252,51.70426793,29.614346350000005
29,40.59239007,25.71377555,13.580827020000001
30,75.54394318,43.05963274,24.033433349999996
32,166.8757587,68.77329497,38.396376270000005
34,21.00582622,13.7314693,8.866664828000001
37,16.5143896,42.44641036,29.64861395999999
38,175.0923287,116.4616028,84.38562336
39,139.6789673,169.7134593,106.34640459999997
41,37.72806767,25.47196825,15.72460284
43,88.30091962,119.8710723,46.86911037
47,49.35247543,98.45613773,81.31507611
48,48.639881,51.56575317,25.615877250000004
49,107.4759421,55.33014704,27.772012919999995
52,83.69309717,92.45474051,50.462254520000016
54,11.49869743,4.90088507,2.64799587
56,23.87308025,22.09402808,12.754271119999999
57,23.33860512,35.91431737,22.105039859999998
58,88.50001383,57.50539536,25.559075889999995
60,63.92432382,110.9200785,64.31862120999999
61,57.38937783,74.8321255,33.208492879999994
62,95.41562143,44.66627038,24.103741900000003
64,199.8735384,89.30090964,49.95129503
66,597.2479397,551.2952728,222.96662949999995
67,498.9815442,507.6635205,169.68475139999998
69,786.4877873,898.2137803,403.43004629999996
70,59.24324127,181.8490969,73.51329288
75,385.8562221,520.4576667,272.99920639999993
76,113.6513412,133.3627741,67.00007010000002
77,111.7409556,122.296791,64.56721692
78,615.7143324,358.7100637,182.49445950000006
79,669.3391769,478.3667514,147.49246519999997
82,364.0789804,338.9438044,97.96713305000003
83,33.9819864,35.12918503,10.60855575
84,33.22753627,34.93712619,18.251441400000004
85,328.1954234,242.7765881,125.6011078
86,353.8186441,363.6452807,148.46212109999993
87,815.5978571,377.9904306,191.57875229999996
90,423.4523769,574.906401,229.48409990000005
92,811.2869028,516.7550073,158.8622431
94,203.6246437,253.9353137,100.70527350000003
95,134.0894595,154.4962888,56.57526440000001
99,418.5169309,512.5640201,169.27042259999996
100,108.5691689,94.024409,53.81167706000001
101,672.3853843,409.3608275,247.78829469999994
102,314.6445009,252.7426339,145.6851332
111,317.0257644,614.9587419,138.75736540000003
112,852.2778395,629.9663131,167.23719389999997
113,384.6930118,492.7991039,120.45492360000003
118,471.6426849,573.8567012,115.60580140000002
119,42.53850973,76.02348931,27.194635809999994
120,527.5197744,669.4204486,218.9000502
