,release_rate,operator_report,operator_sigma
0,205.23387501000005,177,55
1,97.04010463392,61,44
3,982.4968482504,908,247
5,468.3340060848,669,259
7,634.5679888872,544,170
8,142.13504332512002,303,120
9,74.6547387708,89,100
10,63.03198935766,140,51
12,340.156216364895,196,98
13,671.7444153367501,787,496
14,405.58801998802505,644,373
15,33.60693741122025,94,100
16,337.5601057220175,388,92
17,818.3025172712252,958,410
18,1060.77148363305,1199,313
19,1289.3507118009002,1489,485
20,585.3206487838501,579,182
23,168.86165228935704,112,132
