,release_rate,operator_report,operator_sigma
2,17.84613948,20.07188437,0.0
3,17.81225535,19.357717620000003,2.387574279999999
4,17.83283458,22.506983545,3.027985304999998
5,107.8631535,130.80991265,2.706986449999988
6,107.7383613,426.674473,3.1868820000000255
7,107.4374594,96.414000805,22.218589795
11,12.29183884,13.25112651,0.87783488
12,12.30932439,15.444180235,0.8491645450000025
15,3.23067089,3.2335642165,3.2335642165
17,28.25064697,30.41209861,0.9386450199999992
18,28.27962929,33.235622795,5.764269845000001
19,28.27273123,33.497960955,0.5193482349999954
20,186.779311,200.02871875,3.80341765
21,187.2966658,156.29882895,3.1520333500000106
22,188.4627523,156.4459122,28.0585193
24,59.06227355,46.6253328,0.0721754399999952
32,432.1277809,481.86731525,19.92992294999999
34,161.27769,159.9484919,5.7429070999999965
35,160.3907496,168.73308845,5.3665109499999915
36,159.7608308,184.26617075,2.039557450000018
37,42.24333159,34.12901223,3.6307459800000004
38,41.83976452,38.20282137,0.8509420899999967
40,8.725007707,7.9117491675,1.0859263565
41,8.665007208,3.232579121,3.232579121
42,8.623646173,12.74189949,1.1199347799999995
46,17.89883124,12.98697935,0.29382305999999936
47,17.83948949,41.42176176,3.8743876200000003
48,17.796109,12.55787085,0.31307711000000005
49,17.74250164,9.9582276725,1.4990880375
50,26.32781057,20.179080305,2.0104618750000007
51,26.40110491,19.585317335,0.7972784050000001
52,31.39735593,25.086287055,0.19941404500000104
54,5.264590183,6.286445571,1.7010382130000004
57,13.91607676,11.329250455,0.011619744999999071
58,13.89269644,20.399804805,0.02834618500000019
59,13.90705941,16.326666395,0.2894478249999999
74,95.68848412,121.17242515,3.3157202499999983
75,95.2703381,107.00274735,1.2028656499999926
99,457.2370608,624.1978405499999,58.19058355000004
103,24.1973609,28.589080215000003,2.3485005649999984
104,23.93817948,19.341895575,0.47842144500000217
105,23.83237946,24.52152446,1.8888201300000027
109,616.9532908,846.57459565,29.309116050000057
110,621.6563536,794.12029885,17.46946885
111,622.0267671,786.6832339499999,7.183032750000052
119,8.341376009,4.959917148,0.21736688699999984
120,8.296980392,9.847505844,2.513627615999999
121,139.4489989,169.2169719,2.3023741000000086
122,139.155692,112.95608865,3.622210150000001
124,139.0257773,129.4143011,0.0
146,58.42931922,57.04011864,0.7534256699999986
147,58.32478271,157.33749555,1.4583670499999926
148,58.06160558,66.40616662,0.4743297600000034
150,86.43646339,65.09720506,0.1390965900000083
151,86.31194832,94.76891533,2.1265219999999943
152,72.17381788,108.1917184,0.31400370000000066
153,72.34098989,67.648259325,3.9320371350000016
154,72.30265264,75.57265118000001,0.23181794999999283
159,1020.378889,1206.435883,14.763344999999845
161,1005.268613,1088.6591085,9.566197500000044
162,994.4823458,2186.6475840000003,2.6589789999998175
163,1001.347414,1567.436052,31.970974999999953
176,4.147388675,6.450454629999999,0.27365565100000033
177,4.129137983,2.9738558075,0.4455602774999998
178,4.11718324,3.149728932,0.3206310889999999
193,45.6843969,48.16028476,1.207086419999996
194,45.71128697,37.810243670000006,0.1296351199999961
197,11.91724806,7.8392823965,0.9233334924999994
198,11.86199922,9.380763391,0.9477472289999991
199,11.8398716,10.8507100575,2.0689913224999987
211,6.842324676,5.509334696,0.1744109680000001
217,31.24406092,25.944037185,0.06779800500000022
218,31.39134076,48.852527815,0.6202707949999962
220,7.768153103,6.6113403135,0.9687568064999992
221,7.712623484,5.223009521,0.8055387820000002
222,7.700668741,7.794500719,2.1000727329999993
224,4.337066277,3.394173465,3.394173465
227,23.03911153,24.793019845,0.40440308499999844
228,23.05483521,14.390536195,3.340102765000001
229,23.09059144,22.34656359,2.0046194899999996
234,510.6478718,475.3436978,34.13507800000002
235,523.5183891,579.11889795,11.093567649999954
236,526.01625,513.03153645,2.528686250000078
237,526.1544801,629.3645157000001,10.346041799999966
238,528.3380836,474.8036352,7.190535800000021
239,524.8488537,608.9037129999999,3.7657089000000497
240,523.743013,475.8708682,2.960132299999998
245,11.38752443,4.13359987,4.13359987
246,11.29654095,6.2556061645,1.5455026995
247,11.38545098,7.571131327,0.1740489959999998
249,13.96793464,7.3864420885,1.4772884174999996
250,13.9434744,19.338956685,3.4668128750000022
251,21.76907938,14.89568436,0.6266792799999994
252,15.64309975,11.719267805,0.10280059499999972
253,15.61330469,18.10736264,0.0
256,10.27511778,8.2022129055,0.407844840500001
257,10.26289306,7.07721934,0.37644783699999973
258,10.24193176,9.9551038675,0.6354321625000008
259,10.23370275,8.731299221,0.0
271,24.83424524,30.047823995,2.978243594999995
275,5.927511458,7.2302981415,2.6576231005000013
281,18.52445199,23.83493837,0.5801607699999991
291,9.453501881,8.899528038,3.010134482
292,9.456547263,14.005806015,0.12285794500000158
293,17.29282188,13.033662376,4.344554124
294,17.28060796,16.15923497,0.14351007999999865
299,572.9421259,676.69215755,12.281825249999997
300,583.2532267,661.5851535500001,14.717811249999954
302,477.138954,635.2240451499999,75.3923001500001
303,482.2577871,430.07292225,5.432665850000035
309,9.497098356,8.646445940500001,0.19601514749999893
316,17.25004615,12.680266625,0.574838755
317,300.9164314,239.96303855,8.35927135
320,12.99522678,7.156491489,2.479972298
324,7.4222647,4.442548257,1.1161081829999997
325,7.408711671,8.09913515,0.8378415669999999
327,57.33535764,63.068302905,2.1327445450000013
331,477.1292347,580.62908725,9.47607615000004
333,50.4618664,36.0447811,0.04825272000000069
336,48.17642625,26.81291504,0.6967312399999983
343,9.13869365,9.728113022,2.742499947999999
345,374.000948,420.55065315,0.36489364999999907
346,373.1143315,423.37811985,6.567343449999953
348,111.1656106,112.1239761,2.586991000000012
