,release_rate,operator_report,operator_sigma
3,18.719446589196004,16.97014334,0.0
4,18.739307291088,25.53496885,0.0
5,113.41300844316,133.5168991,0.0
6,113.2451659296,423.487591,0.0
7,112.91981141904,118.6325906,0.0
11,12.910035192816,14.12896139,0.0
12,12.934993039691998,14.59501569,0.0
17,29.681730997920003,31.35074363,0.0
18,29.726952550356,38.99989264,0.0
19,29.718182963496,32.97861272,0.0
20,196.34020842912,196.2253011,0.0
21,196.83425686944005,153.1467956,0.0
22,198.03634302168,128.3873929,0.0
24,62.12136935088,46.69750824,0.0
32,439.9761326796,461.9373923,0.0
34,164.1414073386,154.2055848,0.0
35,163.32052859964,163.3665775,0.0
36,162.58025059428005,186.3057282,0.0
37,43.004861978760005,30.49826625,0.0
38,42.5773375242,37.35187928,0.0
40,8.878920052296003,6.825822811,0.0
42,8.7800876598,11.62196471,0.0
46,18.21778081194001,12.69315629,0.0
47,18.163625065512,45.29614938,0.0
48,18.104831938848005,12.24479374,0.0
49,18.054552974184,8.459139635,0.0
50,26.753177131968005,22.18954218,0.0
51,26.862635198640003,18.78803893,0.0
52,31.921625384664,25.2857011,0.0
54,5.35713911094,7.987483784,0.0
57,14.167440693624002,11.3408702,0.0
58,14.131499577768,20.37145862,0.0
59,14.153046083736,16.03721857,0.0
74,97.38299831819998,117.8567049,0.0
75,97.01410805928,105.7998817,0.0
99,467.3991427752,566.007257,0.0
103,24.739985344512004,30.93758078,0.0
104,24.49122272388,18.86347413,0.0
105,24.365087475384,22.63270433,0.0
109,630.8964116304,817.2654796,0.0
110,634.3118853935999,776.65083,0.0
111,636.0504231407999,779.5002012,0.0
119,8.528206409832,5.177284035,0.0
120,8.488963825512,7.333878228,0.0
121,142.55296544040002,166.9145978,0.0
122,142.29691898544,109.3338785,0.0
146,59.73354462408,57.79354431,0.0
147,59.63441146776001,155.8791285,0.0
148,59.32543315488,66.88049638,0.0
150,88.36545889944,64.95810847,0.0
151,88.211682726,92.64239333,0.0
152,73.802296296,107.8777147,0.0
153,73.98116947103999,63.71622219,0.0
154,73.92327525144,75.34083323,0.0
159,1041.956208132,1191.672538,0.0
161,1022.9258362824,1079.092911,0.0
162,1019.7385170792,2183.988605,0.0
163,1021.9476236064,1535.465077,0.0
176,4.234657007016001,6.724110281,0.0
177,4.214550886416001,3.419416085,0.0
178,4.212183782856,2.829097843,0.0
193,46.70472143663999,46.95319834,0.0
194,46.73118736559999,37.93987879,0.0
197,12.190845711744,8.762615889,0.0
198,12.131074920888,8.433016162,0.0
199,12.103411180488,8.781718735,0.0
211,6.991682413920001,5.683745664,0.0
217,31.917077561616,25.87623918,0.0
218,32.087919696144,48.23225702,0.0
220,7.939464975479999,7.58009712,0.0
221,7.888489542912,6.028548303,0.0
222,7.871400766368001,9.894573452,0.0
224,4.426820185175999,6.78834693,0.0
227,23.548562232192,24.38861676,0.0
228,23.571195164544,17.73063896,0.0
229,23.595117170159995,24.35118308,0.0
234,519.0459201360001,509.4787758,0.0
235,534.4195447752,568.0253303,0.0
236,538.1247748296001,515.5602227,0.0
237,538.1327602392,619.0184739,0.0
238,538.3717521408,481.994171,0.0
239,536.3023902816001,605.1380041,0.0
240,536.2550482104001,472.9107359,0.0
245,11.637730611936,8.26719974,0.0
246,11.559382336032,7.801108864,0.0
247,11.645248304688002,7.397082331,0.0
249,14.283467928336,5.909153671,0.0
250,14.257595201232,22.80576956,0.0
251,22.254657795384,15.52236364,0.0
252,15.992642183664,11.61646721,0.0
256,10.507156320768,7.794368065,0.0
257,10.492052488896,7.453667177,0.0
258,10.473868570464,10.59053603,0.0
271,25.379137528896003,27.0695804,0.0
275,6.122644606062,9.887921242,0.0
281,18.92499038594775,23.2547776,0.0
291,9.664876428651,5.889393556,0.0
292,9.667596169721252,13.88294807,0.0
293,17.668093695117747,8.689108252,0.0
294,17.66155947443325,16.30274505,0.0
299,583.676389847025,664.4103323,0.0
300,595.6512330246751,646.8673423,0.0
302,487.17575736974993,710.6163453,0.0
303,492.9425207208,424.6402564,0.0
309,9.7947968060655,8.842461088,0.0
316,17.600887011690002,12.10542787,0.0
317,307.1760521012775,231.6037672,0.0
320,13.285992145803752,4.676519191,0.0
324,7.59348855932175,5.55865644,0.0
325,7.567531282126125,7.261293583,0.0
327,58.61948586745499,60.93555836,0.0
331,486.9625114242,571.1530111,0.0
333,51.592803891052505,35.99652838,0.0
336,49.24048444463249,27.50964628,0.0
343,9.411912000301502,6.985613074,0.0
345,382.07857644045,420.9155468,0.0
346,381.4753298886,416.8107764,0.0
348,113.67770742659248,109.5369851,0.0
