,release_rate,operator_report,operator_sigma
0,201.8633405,177,55
1,95.30035994,61,44
3,966.6387019,908,247
5,457.8169792,669,259
7,621.3518155,544,170
8,139.0257773,303,120
9,72.97771225,89,100
10,61.66683262,140,51
12,342.6012089,196,98
13,676.3578471,787,496
14,408.6932679,644,373
15,33.82123641,94,100
16,340.1256074,388,92
17,822.5085081,958,410
18,1070.648285,1199,313
19,1299.89417,1489,485
20,589.0435448,579,182
23,169.9735733,112,132
