,release_rate,operator_report,operator_sigma
5,107.8631535,124.4332704,0.0
6,107.7383613,394.6762265,0.0
7,107.4374594,110.5615942,0.0
32,432.1277809,430.5101513,0.0
34,161.27769,143.7144313,0.0
35,160.3907496,152.2521692,0.0
36,159.7608308,173.630688,0.0
37,42.24333159,28.4233609,0.0
38,41.83976452,34.8106983,0.0
54,5.264590183,7.4440669,0.0
146,58.42931922,53.86164428,0.0
147,58.32478271,145.2741179,0.0
148,58.06160558,62.33037873,0.0
150,86.43646339,60.5387777,0.0
151,86.31194832,86.33960236,0.0
152,72.17381788,100.5384107,0.0
153,72.34098989,59.38138135,0.0
154,72.30265264,70.21512883,0.0
159,1020.378889,1110.598824,0.0
161,1005.268613,1005.678389,0.0
162,994.4823458,2035.404105,0.0
163,1001.347414,1431.001936,0.0
211,6.842324676,5.297060265,0.0
217,31.24406092,24.11578675,0.0
218,31.39134076,44.95084531,0.0
220,7.768153103,7.064396198,0.0
221,7.712623484,5.618404756,0.0
222,7.700668741,9.221410486,0.0
224,4.337066277,6.326511584,0.0
227,23.03911153,22.72937256,0.0
228,23.05483521,16.52436063,0.0
229,23.09059144,22.69448563,0.0
245,11.38752443,7.704752787,0.0
246,11.29654095,7.270371728,0.0
247,11.38545098,6.893832555,0.0
249,13.96793464,5.507132965,0.0
250,13.9434744,21.25421208,0.0
271,24.83424524,25.22794073,0.0
275,5.927511458,9.21521085,0.0
281,18.52445199,21.67267251,0.0
299,572.9421259,619.2081382,0.0
300,583.2532267,602.8586601,0.0
316,17.25004615,11.28185263,0.0
320,12.99522678,4.358358985,0.0
331,477.1292347,532.2954437,0.0
336,48.17642625,25.63806736,0.0
343,9.13869365,6.510357012,0.0
345,374.000948,392.2791676,0.0
346,373.1143315,388.4536593,0.0
