,release_rate,release_sigma,operator_report,operator_sigma
2,18.748945322472,0.0632371335980738,25.85856,0
3,18.719446589196004,0.0589181197693915,22.51968,0
4,18.739307291088,0.061050919927724,23.43744,0
5,113.41300844316,0.3482569600203798,114.18112,0
6,113.2451659296,0.3337531525220546,256.99296,0
7,112.91981141904,0.3417541251565024,80.41984,0
11,12.910035192816,0.0470685337922797,10.07584,0
12,12.934993039691998,0.0462859331047198,20.58128,0
15,3.4012686543540003,0.0282164150885296,9.14056,0
17,29.681730997920003,0.0923144764378618,29.16432,0
18,29.726952550356,0.0921323298125152,39.07536,0
19,29.718182963496,0.0942497700568582,23.64288,0
20,196.34020842912,0.6063967191500188,155.66928,0
21,196.83425686944005,0.613007338611969,222.17664,0
22,198.03634302168,0.603240033170955,202.07392,0
24,62.12136935088,0.1952332981599726,72.756,0
32,439.9761326796,2.380188212121683,398.77248,0
34,164.1414073386,0.5258080556573973,157.58912,0
35,163.32052859964,0.5468446104630466,150.8832,0
36,162.58025059428005,0.510026567832401,125.81368,0
37,43.004861978760005,0.1388817372479357,23.97408,0
38,42.5773375242,0.1459115738350247,47.36704,0
40,8.878920052296003,0.0344107463497571,6.31968,0
41,8.816193382788002,0.0320556784119347,5.79184,0
42,8.7800876598,0.0358439489300981,18.00064,0
46,18.21778081194001,0.0591777247445766,19.09248,0
47,18.163625065512,0.0607056922752481,37.4312,0
48,18.104831938848005,0.0585892797202937,10.582,0
49,18.054552974184,0.0575164185380075,6.18032,0
50,26.753177131968005,0.0904633956958037,14.21056,0
51,26.862635198640003,0.0832054393039412,17.26368,0
52,31.921625384664,0.1036890383087043,18.49536,0
54,5.35713911094,0.0264704753139172,7.46976,0
57,14.167440693624002,0.0494452783803799,30.7784,0
58,14.131499577768,0.0458170247895641,34.67848,0
59,14.153046083736,0.0491990436676098,59.81272,0
74,97.38299831819998,0.3003785606322858,94.7256,0
75,97.01410805928,0.3155337601260061,144.0024,0
99,467.3991427752,2.681276579492435,458.4,0
103,24.739985344512004,0.056244108927462,12.03368,0
104,24.49122272388,0.0599203470464759,12.354,0
105,24.365087475384,0.0548383831040854,22.37976,0
109,630.8964116304,5.140458125523128,559.3632,0
110,634.3118853935999,5.338263011067772,591.266,0
111,636.0504231407999,4.311357000547912,645.88568,0
119,8.528206409832,0.0303049901844056,2.6976,0
120,8.488963825512,0.030019231850811,4.66488,0
121,142.55296544040002,0.3255826156442167,125.83392,0
122,142.29691898544,0.31760763745858,103.3528,0
124,142.13504332512002,0.3129368924734944,132.39976,0
146,59.73354462408,0.1340647698964716,83.32896,0
147,59.63441146776001,0.130189567269067,147.61032,0
148,59.32543315488,0.1326516155691517,66.78672,0
150,88.36545889944,0.1921684302195981,48.4008,0
151,88.211682726,0.201116773736199,54.20256,0
152,73.802296296,0.1587853461182536,53.7408,0
153,73.98116947103999,0.1654354287766439,43.29584,0
154,73.92327525144,0.1605272791033228,45.5184,0
159,1041.956208132,27.960059232812178,1213.19,0
161,1022.9258362824,23.637036218054803,1252.6352,0
162,1019.7385170792,26.749337156149423,1680.9792,0
163,1021.9476236064,33.36360397318923,1118.69632,0
176,4.234657007016001,0.024200003574428,10.2384,0
177,4.214550886416001,0.0291530678856471,5.32896,0
178,4.212183782856,0.0219893467372956,8.11072,0
193,46.70472143663999,0.1111452398691186,51.7032,0
194,46.73118736559999,0.1159605732354066,45.41376,0
197,12.190845711744,0.0345767087067118,10.17648,0
198,12.131074920888,0.0336039376315866,14.35392,0
199,12.103411180488,0.0332269619163156,15.21896,0
211,6.991682413920001,0.0280650246578935,15.3712,0
217,31.917077561616,0.0793469568207001,71.26992,0
218,32.087919696144,0.0721213160630751,61.97352,0
220,7.939464975479999,0.0280613880706638,10.33184,0
221,7.888489542912,0.0291513081738288,5.2972,0
222,7.871400766368001,0.0283538032365277,8.78712,0
227,23.548562232192,0.0528558674532402,25.3368,0
228,23.571195164544,0.0531512387476962,11.10144,0
229,23.595117170159995,0.0536347310498883,20.71384,0
234,519.0459201360001,4.946962978328284,254.70792,0
235,534.4195447752,4.191331329655689,450.0048,0
236,538.1247748296001,4.489187431852257,351.05312,0
237,538.1327602392,3.7901313408658432,416.46976,0
238,538.3717521408,4.590627965025691,281.54584,0
239,536.3023902816001,4.061430380186751,374.11192,0
240,536.2550482104001,4.088653107421837,285.66816,0
246,11.559382336032,0.0345042870633929,4.87424,0
247,11.645248304688002,0.0349375405692744,6.84944,0
249,14.283467928336,0.0389336366026383,7.2912,0
250,14.257595201232,0.0343757981503314,19.89792,0
251,22.254657795384,0.0490962859937144,11.76896,0
252,15.992642183664,0.0408680707750013,9.1908,0
253,15.963101872008002,0.0394975553944919,17.688,0
256,10.507156320768,0.0292580463012547,7.7292,0
257,10.492052488896,0.0323881151746301,7.2624,0
258,10.473868570464,0.0321775000782461,7.20192,0
