,Team,Satellite,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Timestamp (hyperspectral technologies only),StartTime,EndTime,SurveyTime,Gas,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindSpeedUpper,WindSpeedLower,WindSpeedUncertaintyType,WindDirection,NumberOfEmissionSourcesReported,Notes,Data source,QC,DateTime (UTC),end_release,start_release,gas_kgh_mean,gas_kgh_sigma,meter_sigma,ch4_fraction_km,ch4_fraction_km_sigma,ch4_kgh_mean,ch4_kgh_sigma
101,MAXAR,EnMap,5,20221124T184824Z,1.0,2022-11-20 00:00:00,18:44:37,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Processed only data that LARS provided,,SE,11/20/2022 18:44:37,2022-11-20 18:44:37,2022-11-20 18:39:37,0.0,0.0,,,,,
102,MAXAR,EnMap,2,20221124T184824Z,1.0,2022-11-24 00:00:00,18:48:00,,,,Methane,0,216.40145074447065,0,+/- 1 sigma,5.2750720000000015,6.857593600000002,3.692550400000001,+/- 1 sigma,23,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_EnMAP_20230223.xlsx,OK,11/24/2022 18:48:00,2022-11-24 18:48:00,2022-11-24 18:43:00,0.0,0.0,,,,,
103,MAXAR,LandSat,1,20221010,1.0,2022-10-10 00:00:00,17:58:00,,,,Methane,0,3611.5097690645057,0,+/- 1 sigma,3.9488533333333313,5.133509333333331,2.764197333333332,+/- 1 sigma,119,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,10/10/2022 17:58:00,2022-10-10 17:58:00,2022-10-10 17:53:00,0.0,0.0,0.0,0.936358125,0.0,0.0,0.0
104,MAXAR,LandSat,2,20221017,1.0,2022-10-17 00:00:00,18:04:00,,,,Methane,0,5708.93311543311,0,+/- 1 sigma,5.133509333333333,6.673562133333332,3.593456533333333,+/- 1 sigma,40,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,10/17/2022 18:04:00,2022-10-17 18:04:00,2022-10-17 17:59:00,0.0,0.0,0.0,0.9390905000000002,0.0,0.0,0.0
105,MAXAR,LandSat,3,20221018,1.0,2022-10-18 00:00:00,17:58:00,,,,Methane,0,5676.422642531313,0,+/- 1 sigma,6.653445333333333,8.649478933333333,4.657411733333333,+/- 1 sigma,70,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,10/18/2022 17:58:00,2022-10-18 17:58:00,2022-10-18 17:53:00,0.0,0.0,0.0,0.9390905000000002,0.0,0.0,0.0
106,MAXAR,LandSat,4,20221025,1.0,2022-10-25 00:00:00,18:04:00,,,,Methane,0,0,0,+/- 1 sigma,0,0,0,+/- 1 sigma,0,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,10/25/2022 18:04:00,2022-10-25 18:04:00,2022-10-25 17:59:00,1036.8374399999998,27.303826559826682,1.3224967346938779,0.9506440000000002,0.0013657668785948,985.6632913113599,26.025202940497532
107,MAXAR,LandSat,5,20221026,1.0,2022-10-26 00:00:00,17:58:00,,,,Methane,0,1975.9352748904512,0,+/- 1 sigma,2.287354666666667,2.973561066666667,1.6011482666666668,+/- 1 sigma,75,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,10/26/2022 17:58:00,2022-10-26 17:58:00,2022-10-26 17:53:00,77.77412400000001,0.10680203214781503,0.09920168877551017,0.9506440000000002,0.0013657668785948,73.935504335856,0.17459948493997507
108,MAXAR,LandSat,6,20221102,1.0,2022-11-02 00:00:00,18:04:00,,,,Methane,0,4898.26367665122,0,+/- 1 sigma,3.6359253333333332,4.726702933333334,2.545147733333333,+/- 1 sigma,180,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,11/02/2022 18:04:00,2022-11-02 18:04:00,2022-11-02 17:59:00,800.6877599999999,13.79359218187923,1.0212854081632652,0.9503412499999998,0.0026930537344557995,760.9266066981,13.320192304886316
109,MAXAR,LandSat,7,20221103,1.0,2022-11-03 00:00:00,17:58:00,,,,Methane,0,6795.3033507027585,0,+/- 1 sigma,4.574709333333334,5.947122133333334,3.2022965333333335,+/- 1 sigma,228,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,11/03/2022 17:58:00,2022-11-03 17:58:00,2022-11-03 17:53:00,1371.01236,20.598774159156488,1.748740255102041,0.9503412499999998,0.0026930537344557995,1302.92959996785,19.99021780689952
110,MAXAR,LandSat,8,20221110,1.0,2022-11-10 00:00:00,18:04:00,,,,Methane,0,918.3765162791378,0,+/- 1 sigma,1.050544,1.3657072,0.7353808,+/- 1 sigma,0,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,11/10/2022 18:04:00,2022-11-10 18:04:00,2022-11-10 17:59:00,1223.05296,24.433751395065247,1.560016530612245,0.9536740000000001,0.0016625803238740997,1166.39380857504,23.437654429223088
111,MAXAR,LandSat,9,20221111,1.0,2022-11-11 00:00:00,17:58:00,,,,Methane,0,3371.099046267558,0,+/- 1 sigma,4.02336,5.230368,2.816352,+/- 1 sigma,68,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,11/11/2022 17:58:00,2022-11-11 17:58:00,2022-11-11 17:53:00,1454.1969600000002,23.98497302217888,1.8548430612244902,0.9538941249999999,0.0020321852923637996,1387.1499367368601,23.136941337281353
112,MAXAR,LandSat,10,20221118,1.0,2022-11-18 00:00:00,18:04:00,,,,Methane,0,1188.9285490368002,0,+/- 1 sigma,1.34112,1.7434560000000001,0.9387840000000001,+/- 1 sigma,345,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Landsat_20230208.xlsx,OK,11/18/2022 18:04:00,2022-11-18 18:04:00,2022-11-18 17:59:00,1559.39424,22.31471657048633,1.9890232653061222,0.9463706249999999,0.005284178198089699,1475.7649015302,22.746700417079794
113,MAXAR,LandSat,11,20221118,1.0,2022-11-19 17:58:20,17:58:20,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,11/19/2022 17:58:20,2022-11-19 17:58:20,2022-11-19 17:53:20,0.0,0.0,,,,,
114,MAXAR,LandSat,12,20221118,1.0,2022-11-27 17:58:04,17:58:04,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,11/27/2022 17:58:04,2022-11-27 17:58:04,2022-11-27 17:53:04,0.0,0.0,,,,,
115,MAXAR,PRISMA,1,20221015181614,1.0,2022-10-15 00:00:00,11:16:00,,,,Methane,0,305,0,+/- 1 sigma,2.88,3.74,2.01,+/- 1 sigma,23,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_PRISMA_20230223.xlsx,OK,10/15/2022 11:16:00,2022-10-15 11:16:00,2022-10-15 11:11:00,0.0,0.0,,,,,
116,MAXAR,PRISMA,2,1,1.0,2022-10-21 18:19:00,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,10/21/2022 18:19:00,2022-10-21 18:19:00,2022-10-21 18:14:00,0.0,0.0,,,,,
117,MAXAR,PRISMA,3,1,1.0,2022-10-27 18:23:00,18:23:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Imagery received after wind unblinded,,SE,10/27/2022 18:23:00,2022-10-27 18:23:00,2022-10-27 18:18:00,565.8108,4.440251588280117,0.7216974489795919,0.9506440000000002,0.0013657668785948,537.8846421552,4.3457498417813945
118,MAXAR,PRISMA,4,1,1.0,2022-11-01 18:09:00,18:09:00,,,,Methane,NT,NT,NT,NT,NT,NT,NT,NT,NT,,"PRISMA cancelled acquisition: ""11/01 - Request not plannable for bad weather forecast""",,NT,11/01/2022 18:09:00,2022-11-01 18:09:00,2022-11-01 18:04:00,756.82656,3.090729719726612,0.9653399999999999,0.9503412499999998,0.0026930537344557995,719.2434990636,3.6909630682105363
119,MAXAR,PRISMA,5,1,1.0,2022-11-02 18:26:00,18:26:00,,,,Methane,NT,NT,NT,NT,NT,NT,NT,NT,NT,,"PRISMA cancelled acquisition: ""11/02 - Request not geometrically feasible""",,NT,11/02/2022 18:26:00,2022-11-02 18:26:00,2022-11-02 18:21:00,,,,,,,
120,MAXAR,PRISMA,6,1,1.0,2022-11-07 00:00:00,18:13:13,18:13:09,18:13:13,,Methane,,,,,,,,,,,,,OK,11/07/2022 18:13:13,2022-11-07 18:13:13,2022-11-07 18:08:13,435.34404,1.1828560633577,0.5552857653061225,0.9503412499999998,0.0026930537344557995,413.72539915365,1.7078205190928735
121,MAXAR,PRISMA,7,1,1.0,2022-11-13 18:16:00,18:16:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,LARS and NJU were informed of no releases on weekends. LARS requested PRISMA cancelled releases on November 10.,,SE,11/13/2022 18:16:00,2022-11-13 18:16:00,2022-11-13 18:11:00,0.0,0.0,,,,,
122,MAXAR,PRISMA,8,1,1.0,2022-11-19 18:19:00,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,LARS and NJU were informed of no releases on weekends. LARS requested PRISMA cancelled releases on November 10.,,SE,11/19/2022 18:19:00,2022-11-19 18:19:00,2022-11-19 18:14:00,0.0,0.0,,,,,
123,MAXAR,PRISMA,9,1,1.0,2022-11-25 18:23:00,18:23:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Imagery received after wind unblinded,,SE,11/25/2022 18:23:00,2022-11-25 18:23:00,2022-11-25 18:18:00,0.0,0.0,,,,,
124,MAXAR,PRISMA,10,1,1.0,2022-11-30 00:00:00,18:09:56,18:09:52,18:09:56,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Imagery received after wind unblinded,,SE,11/30/2022 18:09:56,2022-11-30 18:09:56,2022-11-30 18:04:56,1061.1405599999998,57.5974607997174,1.353495612244898,0.9422685000000002,0.0009951174972501003,999.87932376036,54.29752480416113
125,MAXAR,Sentinel-2,1,20221026,1.0,2022-10-18 17:49:00,17:49:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,10/18/2022 17:49:00,2022-10-18 17:49:00,2022-10-18 17:44:00,0.0,0.0,0.0,0.9390905000000002,0.0,0.0,0.0
126,MAXAR,Sentinel-2,1,20221026,1.0,2022-10-26 00:00:00,18:15:00,,,,Methane,0,1526.6197764538733,0,+/- 1 sigma,2.414016,3.1382208000000005,1.6898112000000003,+/- 1 sigma,95,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,10/26/2022 18:15:00,2022-10-26 18:15:00,2022-10-26 18:10:00,1100.9796000000001,29.960258918912814,1.4043107142857145,0.9506440000000002,0.0013657668785948,1046.6396508624,28.552432894245243
127,MAXAR,Sentinel-2,2,20221105,1.0,2022-11-05 00:00:00,18:14:00,,,,Methane,0,549.6308994068334,0,+/- 1 sigma,0.8270240000000006,1.0751312000000008,0.5789168000000005,+/- 1 sigma,104,0.0,Release cancelled by Stanford due to system malfunction,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,SE,11/05/2022 18:14:00,2022-11-05 18:14:00,2022-11-05 18:09:00,0.0,0.0,,,,,
128,MAXAR,Sentinel-2,3,20221108,1.0,2022-11-08 00:00:00,18:25:00,,,,Methane,6615.8735,8919.8985,4311.8485,+/- 1 sigma,3.0696746666666668,3.990577066666667,2.1487722666666667,+/- 1 sigma,161,1.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,11/08/2022 18:25:00,2022-11-08 18:25:00,2022-11-08 18:20:00,1248.09348,19.32989198686012,1.5919559693877552,0.9533701250000002,0.0013196138560831,1189.895037039285,18.56413857298019
129,MAXAR,Sentinel-2,4,20221115,1.0,2022-11-15 00:00:00,18:15:00,,,,Methane,0,347.1319185895909,0,+/- 1 sigma,0.5364480000000005,0.6973824000000006,0.37551360000000034,+/- 1 sigma,279,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,11/15/2022 18:15:00,2022-11-15 18:15:00,2022-11-15 18:10:00,1574.1739200000002,22.99118321616348,2.0078748979591836,0.9509388750000002,0.0012656744167307,1496.9431765391398,22.036679682163026
130,MAXAR,Sentinel-2,5,20221118,1.0,2022-11-18 00:00:00,18:24:00,,,,Methane,2139.68,3011.2495999999996,1268.1234,+/- 1 sigma,1.34112,1.7434560000000001,0.9387840000000001,+/- 1 sigma,323,1.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,11/18/2022 18:24:00,2022-11-18 18:24:00,2022-11-18 18:19:00,1512.73596,25.87467777044088,1.9295101530612244,0.9463706249999999,0.005284178198089699,1431.608875925175,25.82336881819052
131,MAXAR,Sentinel-2,6,20221125,1.0,2022-11-25 00:00:00,18:14:00,,,,Methane,0,1116.6480498129818,0,+/- 1 sigma,1.6838506666666662,2.1890058666666663,1.1786954666666665,+/- 1 sigma,52,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,11/25/2022 18:14:00,2022-11-25 18:14:00,2022-11-25 18:09:00,0.0,0.0,,,,,
132,MAXAR,Sentinel-2,7,20221128,1.0,2022-11-28 00:00:00,18:24:00,,,,Methane,0,2500.834590748612,0,+/- 1 sigma,3.12928,4.068064000000001,2.190496,+/- 1 sigma,137,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_Sentinel_20230207.xlsx,OK,11/28/2022 18:24:00,2022-11-28 18:24:00,2022-11-28 18:19:00,5.2569216,0.02734919279604641,0.006705257142857096,0.9422685000000002,0.0009951174972501003,4.9534316306496,0.027044270314448192
133,MAXAR,WorldView 3,1,22OCT10181729,1.0,2022-10-10 00:00:00,18:17:29,18:17:17 AM,18:17:59 AM,,Methane,201.65,265.7359,137.5701,+/- 1 sigma,1.79,2.33,1.25,+/- 1 sigma,71,1.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_WorldView-3_20230125.xlsx,OK,10/10/2022 18:17:29,2022-10-10 18:17:29,2022-10-10 18:12:29,99.379836,0.1439757626759695,0.12675999490999998,0.936358125,0.0016174280000000004,93.05511689970001,0.24103887880360658
134,MAXAR,WorldView 3,2,22OCT17182742,1.0,2022-10-17 00:00:00,18:27:42,18:27:30 AM,18:28:11 AM,,Methane,0,166.2829,0,+/- 1 sigma,4.72,6.14,3.3,+/- 1 sigma,54,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_WorldView-3_20230125.xlsx,OK,10/17/2022 18:27:42,2022-10-17 18:27:42,2022-10-17 18:22:42,44.636064000000005,4.155707428892524,0.056933755102040774,0.9390905000000002,0.0019585421023471006,41.917303659792005,3.903930544252936
135,MAXAR,WorldView 3,3,22OCT22180719,1.0,2022-10-22 00:00:00,18:07:19,18:07:06 AM,18:07:47 AM,,Methane,0,152.3593,0,+/- 1 sigma,2.2,2.86,1.54,+/- 1 sigma,180,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_WorldView-3_20230125.xlsx,OK,10/22/2022 18:07:19,2022-10-22 18:07:19,2022-10-22 18:02:19,0.0,0.0,,,,,
136,MAXAR,WorldView 3,4,22OCT29181742,1.0,2022-10-29 00:00:00,18:17:42,18:17:30 AM,18:18:12 AM,,Methane,64.96,89.2339,40.68770000000001,+/- 1 sigma,1.12,1.46,0.78,+/- 1 sigma,121,1.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_WorldView-3_20230125.xlsx,OK,10/29/2022 18:17:42,2022-10-29 18:17:42,2022-10-29 18:12:42,34.74400560000001,0.11260476094700926,0.04431633367346935,0.953323875,0.0046103061607482,33.1222900516137,0.1973991847580189
137,MAXAR,WorldView 3,5,22NOV05182744,1.0,2022-11-05 00:00:00,18:27:44,18:27:32 AM,18:28:11 AM,,Methane,0,12.6912,0,+/- 1 sigma,0.46,0.59,0.32,+/- 1 sigma,259,0.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_WorldView-3_20230125.xlsx,OK,11/05/2022 18:27:44,2022-11-05 18:27:44,2022-11-05 18:22:44,0.0,0.0,,,,,
138,MAXAR,WorldView 3,6,22NOV10180843,1.0,2022-11-10 00:00:00,18:08:43,18:08:30 AM,18:09:10 AM,,Methane,3293.01,4281.3062,2304.7162,+/- 1 sigma,2.68,3.48,1.88,+/- 1 sigma,7,1.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_WorldView-3_20230125.xlsx,OK,11/10/2022 18:08:43,2022-11-10 18:08:43,2022-11-10 18:03:43,1176.0346800000002,19.079783268410008,1.5000442346938776,0.9536740000000001,0.0016625803238740997,1121.5536974143201,18.356470893307847
139,MAXAR,WorldView 3,7,22NOV17181847,1.0,2022-11-17 00:00:00,18:18:47,18:18:35 AM,18:19:17 AM,,Methane,1218.34,1586.7136,849.9712,+/- 1 sigma,4.98,6.47,3.49,+/- 1 sigma,61,1.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_WorldView-3_20230125.xlsx,OK,11/17/2022 18:18:47,2022-11-17 18:18:47,2022-11-17 18:13:47,632.90616,2.2670314096724535,0.8072782653061226,0.9509388750000002,0.0012656744167307,601.85507177097,2.4245651737534786
140,MAXAR,WorldView 3,8,22NOV22175839,1.0,2022-11-22 00:00:00,17:58:39,17:58:27 AM,17:59:06 AM,,Methane,669.2983,870.5214000000001,468.07520000000005,+/- 1 sigma,1.09,1.42,0.76,+/- 1 sigma,139,1.0,,2022_DataReportingTemplate_Satellites_v7_MAXAR_WorldView-3_20230125.xlsx,OK,11/22/2022 17:58:39,2022-11-22 17:58:39,2022-11-22 17:53:39,459.69635999999997,1.22233385123689,0.5863473979591837,0.9411206250000002,0.0009277114651117998,432.62972563342504,1.3452578265661923
141,MAXAR,WorldView 3,9, 22NOV24182859,1.0,2022-11-24 00:00:00,18:28:00,18:28:59 AM,18:29:40 AM,,Methane,0,0,0,+/- 1 sigma,,,,+/- 1 sigma,,0.0,From Stage 2 submission (manually removed wind estimates and upper emission upper bound),2022_DataReportingTemplate_Satellites_v7_MAXAR_WorldView-3_20230125.xlsx,SE,11/24/2022 18:28:00,2022-11-24 18:28:00,2022-11-24 18:23:00,0.0,0.0,,,,,
142,MAXAR,WorldView 3,9,22NOV29180846,1.0,2022-11-29 00:00:00,18:08:46,18:08:34 AM,18:09:15 AM,,Methane,1128.61,1467.4794000000002,789.7482000000001,+/- 1 sigma,1.54,2,1.08,+/- 1 sigma,,,,2022_DataReporting_EnMAP.xlsx,OK,11/29/2022 18:08:46,2022-11-29 18:08:46,2022-11-29 18:03:46,1393.6752,18.904548903128294,1.7776469387755105,0.9422685000000002,0.0009951174972501003,1313.2162401911999,17.945411864849664
143,NJU,EnMap,3,1,1.0,2022-11-12 00:00:00,18:37:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,,,SE,11/12/2022 18:37:00,2022-11-12 18:37:00,2022-11-12 18:32:00,0.0,0.0,,,,,
144,NJU,EnMap,4,1,1.0,2022-11-13 00:00:00,19:02:08,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,,,SE,11/13/2022 19:02:08,2022-11-13 19:02:08,2022-11-13 18:57:08,0.0,0.0,,,,,
145,NJU,EnMap,1,1,1.0,2022-11-16 00:00:00,18:40:50,18:40:00,18:41:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_EnMAP.xlsx,OK,11/16/2022 18:40:50,2022-11-16 18:40:50,2022-11-16 18:35:50,1148.88996,15.380344391584538,1.4654208673469389,0.9509388750000002,0.0012656744167307,1092.524126061195,14.76378855280666
146,NJU,EnMap,5,1,1.0,2022-11-20 00:00:00,18:44:37,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,,,SE,11/20/2022 18:44:37,2022-11-20 18:44:37,2022-11-20 18:39:37,0.0,0.0,,,,,
147,NJU,EnMap,2,1,1.0,2022-11-24 00:00:00,18:48:24,18:48:00,18:49:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_GF5-02-AHSI.xlsx,OK,11/24/2022 18:48:24,2022-11-24 18:48:24,2022-11-24 18:43:24,0.0,0.0,,,,,
148,NJU,GF5,1,1,1.0,2022-09-18 00:00:00,18:19:41,18:19:00,18:20:00,,Methane,0,0,0,,0,0,0,,223,,,2022_DataReporting_GF5-02-AHSI.xlsx,OK,09/18/2022 18:19:41,2022-09-18 18:19:41,2022-09-18 18:14:41,0.0,0.0,,,,,
149,NJU,GF5,2,1,1.0,2022-11-15 00:00:00,18:21:44,18:21:00,18:22:00,,Methane,1240,1735,744,0.4,1.341,1.7915,0.8905,0.2,,,,2022_DataReporting_HJ-2B-HSI.xlsx,OK,11/15/2022 18:21:44,2022-11-15 18:21:44,2022-11-15 18:16:44,1094.8091639999998,695.7815868529914,1.3997383537176173,0.9509388750000002,0.0009323801536582823,1041.0965947538505,661.6478857513312
150,NJU,HJ2B,1,1,1.0,2022-11-05 00:00:00,18:49:04,18:49:00,18:50:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_Landsat-8-9.xlsx,OK,11/05/2022 18:49:04,2022-11-05 18:49:04,2022-11-05 18:44:04,0.0,0.0,,,,,
151,NJU,LandSat,1,1,1.0,2022-10-10 00:00:00,17:58:22,17:58:00,17:59:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_Landsat-8-9.xlsx,OK,10/10/2022 17:58:22,2022-10-10 17:58:22,2022-10-10 17:53:22,0.0,0.0,0.0,0.936358125,0.0,0.0,0.0
152,NJU,LandSat,2,1,1.0,2022-10-17 00:00:00,18:04:33,18:04:00,18:05:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_Landsat-8-9.xlsx,OK,10/17/2022 18:04:33,2022-10-17 18:04:33,2022-10-17 17:59:33,0.0,0.0,0.0,0.9390905000000002,0.0,0.0,0.0
153,NJU,LandSat,11,1,1.0,2022-10-18 17:58:14,17:58:14,,,,,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,10/18/2022 17:58:14,2022-10-18 17:58:14,2022-10-18 17:53:14,0.0,0.0,0.0,0.9390905000000002,0.0,0.0,0.0
154,NJU,LandSat,3,1,1.0,2022-10-25 00:00:00,18:04:27,18:04:00,18:05:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_Landsat-8-9.xlsx,OK,10/25/2022 18:04:27,2022-10-25 18:04:27,2022-10-25 17:59:27,1035.9779999999998,27.13805734119855,1.3214005102040816,0.9506440000000002,0.0013657668785948,984.8462698320001,25.867920822689303
155,NJU,LandSat,12,1,1.0,2022-10-26 17:58:34,17:58:34,,,,,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,10/26/2022 17:58:34,2022-10-26 17:58:34,2022-10-26 17:53:34,77.786952,0.09601822201643426,0.09921805102040814,0.9506440000000002,0.0013657668785948,73.947699197088,0.16886395058221715
156,NJU,LandSat,4,1,1.0,2022-11-02 00:00:00,18:04:39,18:04:00,18:05:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_Landsat-8-9.xlsx,OK,11/02/2022 18:04:39,2022-11-02 18:04:39,2022-11-02 17:59:39,795.414,14.79026630110239,1.0145586734693879,0.9503412499999998,0.0026930537344557995,755.9147350275,14.250744414247158
157,NJU,LandSat,5,1,1.0,2022-11-03 00:00:00,17:58:13,17:58:00,17:59:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_Landsat-8-9.xlsx,OK,11/03/2022 17:58:13,2022-11-03 17:58:13,2022-11-03 17:53:13,1370.2422,20.579067415514913,1.7477579081632655,0.9503412499999998,0.0026930537344557995,1302.1976851507502,19.97141723241366
158,NJU,LandSat,6,1,1.0,2022-11-10 00:00:00,18:04:28,18:04:00,18:05:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_Landsat-8-9.xlsx,OK,11/10/2022 18:04:28,2022-11-10 18:04:28,2022-11-10 17:59:28,1218.16152,23.554795930496997,1.5537774489795921,0.9536740000000001,0.0016625803238740997,1161.72896942448,22.603333683722806
159,NJU,LandSat,7,1,1.0,2022-11-11 00:00:00,17:58:25,17:58:00,17:59:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_Landsat-8-9.xlsx,OK,11/11/2022 17:58:25,2022-11-11 17:58:25,2022-11-11 17:53:25,1453.8246,24.522959651864134,1.8543681122448978,0.9538941249999999,0.0020321852923637996,1386.794744720475,23.64440015797182
160,NJU,LandSat,8,1,1.0,2022-11-18 00:00:00,18:04:31,18:04:00,18:05:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_PRISMA.xlsx,OK,11/18/2022 18:04:31,2022-11-18 18:04:31,2022-11-18 17:59:31,1558.86732,24.52225661740029,1.9883511734693877,0.9463706249999999,0.005284178198089699,1475.266239920475,24.69748996672633
161,NJU,LandSat,9,1,1.0,2022-11-19 17:58:20,17:58:20,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,11/19/2022 17:58:20,2022-11-19 17:58:20,2022-11-19 17:53:20,0.0,0.0,,,,,
162,NJU,LandSat,10,1,1.0,2022-11-27 17:58:04,17:58:04,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Not among initially listed times ,,SE,11/27/2022 17:58:04,2022-11-27 17:58:04,2022-11-27 17:53:04,0.0,0.0,,,,,
163,NJU,PRISMA,1,1,1.0,2022-10-15 00:00:00,18:16:14,18:16:00,18:17:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_PRISMA.xlsx,OK,10/15/2022 18:16:14,2022-10-15 18:16:14,2022-10-15 18:11:14,0.0,0.0,,,,,
164,NJU,PRISMA,6,1,1.0,2022-10-21 18:19:00,18:19:00,,,,Methane,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,Release cancelled by Stanford due to system malfunction,,SE,10/21/2022 18:19:00,2022-10-21 18:19:00,2022-10-21 18:14:00,0.0,0.0,,,,,
165,NJU,PRISMA,2,1,1.0,2022-10-27 00:00:00,18:23:00,18:23:00,18:24:00,,Methane,0,0,0,,0,0,0,,,,,2022_DataReporting_PRISMA.xlsx,OK,10/27/2022 18:23:00,2022-10-27 18:23:00,2022-10-27 18:18:00,565.8108,4.440251588280117,0.7216974489795919,0.9506440000000002,0.0013657668785948,537.8846421552,4.3457498417813945
