,datetime_utc,overpass_id,phase_iii,altitude,altitude_feet,qc_su_discard,qc_su_discard_strict,gas_kgh_mean,gas_kgh_std,meter_sigma,methane_fraction_su_raw,methane_fraction_su_raw_sigma,ch4_kgh_mean_su_raw,ch4_kgh_sigma
0,2022-11-08 21:36:22,1,0,,,0,0,604.0962473684211,3.814359548414753,0.7705309277658433,1.0,0.022499999999999996,604.0962473684211,14.138246759873004
1,2022-11-08 22:32:13,2,0,,,0,0,240.91482623866014,0.3120019824879561,0.3072893191819645,1.0,0.022499999999999996,240.91482623866014,5.438244056949508
2,2022-11-08 23:05:50,3,0,,,0,0,7.4423491639871395,0.028763957685445984,0.009492792301003954,1.0,0.022499999999999992,7.4423491639871395,0.1701703188381923
3,2022-11-08 23:45:18,4,0,,,0,0,113.44597915309447,0.10933253742999063,0.14470150402180415,1.0,0.022499999999999992,113.44597915309447,2.5589694528602225
4,2022-11-10 18:05:56,5,0,,,0,1,1386.7133243243243,197.70552146960935,1.768766995311638,1.0,0.022499999999999996,1386.7133243243243,200.16020399846542
5,2022-11-10 18:46:34,6,0,,,0,0,210.22214973262032,0.6603996004417346,0.26814049710793414,1.0,0.0225,210.22214973262032,4.783399578651546
6,2022-11-10 19:26:04,7,0,,,0,0,359.15672464929855,1.8857884952623736,0.45810806715471764,1.0,0.022499999999999992,359.15672464929855,8.310778987907344
7,2022-11-10 20:04:59,8,0,,,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,2022-11-10 20:47:38,9,0,,,0,0,83.94180197498353,0.1228195156920598,0.10706862496809122,1.0,0.022499999999999996,83.94180197498353,1.8957057515694804
9,2022-11-10 21:25:50,10,0,,,0,0,123.90413611835912,10.753984377932955,0.15804229177717796,1.0,0.022424344317417615,123.90413611835912,11.108242318660107
10,2022-11-10 21:55:06,11,0,,,0,0,4.260003989361702,0.01908997005871282,0.005830507907948361,1.0,0.022499999999999992,4.260003989361702,0.0979063914483095
11,2022-11-11 19:14:36,12,0,,,0,0,163.65433705583757,0.3588833169276022,0.20874277685693562,1.0,0.0225,163.65433705583757,3.7055544711128126
12,2022-11-11 19:49:30,13,0,,,0,0,3.9558078367346936,0.028500854411038654,0.005828380473992172,1.0,0.0225,3.9558078367346936,0.09363908980469622
13,2022-11-11 20:25:26,14,0,,,0,0,13.070210240963855,0.02012150035721229,0.016671186531841607,1.0,0.0225,13.070210240963855,0.29523836316084784
14,2022-11-11 20:56:01,15,0,,,0,0,28.397640489795922,2.215628991508173,0.03622148021657638,1.0,0.022499999999999996,28.397640489795922,2.306204019323339
15,2022-11-11 21:30:40,16,0,,,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,2022-11-11 22:42:59,17,0,,,0,0,841.3147161361836,14.16881668416235,1.0731055052757446,1.0,0.022499999999999992,841.3147161361836,23.669304230816007
17,2022-11-11 23:17:51,18,0,,,0,0,215.85589562211982,0.8196316390988142,0.2753263974771936,1.0,0.022499999999999996,215.85589562211982,4.933122290633082
