,datetime_utc,datetime_end_utc,overpass_id,phase_iii,altitude,altitude_feet,qc_su_discard,qc_su_discard_strict,gas_kgh_mean,gas_kgh_std,meter_sigma,methane_fraction_su_normalized,methane_fraction_su_normalized_sigma,ch4_kgh_mean_su_normalized,ch4_kgh_sigma
0,2022-11-08 21:36:22,2022-11-08 22:14:22,1,0,,,0,0,604.0962473684211,3.814359548414753,0.7705309277658433,0.9600000000000001,0.022499999999999996,579.9323974736842,14.096198274702356
1,2022-11-08 22:32:13,2022-11-08 22:56:06,2,0,,,0,0,240.91482623866014,0.3120019824879561,0.3072893191819645,0.9600000000000002,0.022499999999999996,231.27823318911373,5.436861548822654
2,2022-11-08 23:05:50,2022-11-08 23:26:34,3,0,,,0,0,7.4423491639871395,0.028763957685445984,0.009492792301003954,0.9600000000000002,0.022499999999999992,7.144655197427651,0.16995883945675735
3,2022-11-08 23:45:18,2022-11-08 23:55:32,4,0,,,0,0,113.44597915309447,0.10933253742999063,0.14470150402180415,0.9600000000000001,0.022499999999999992,108.9081399869707,2.5584655396853786
4,2022-11-10 18:05:56,2022-11-10 18:28:08,5,0,,,0,1,1386.7133243243243,197.70552146960935,1.768766995311638,0.9500000000000001,0.022499999999999996,1317.377658108108,190.40161132057824
5,2022-11-10 18:46:34,2022-11-10 19:14:37,6,0,,,0,0,210.22214973262032,0.6603996004417346,0.26814049710793414,0.95,0.0225,199.71104224598932,4.77821921855775
6,2022-11-10 19:26:04,2022-11-10 19:51:01,7,0,,,0,0,359.15672464929855,1.8857884952623736,0.45810806715471764,0.95,0.022499999999999992,341.19888841683365,8.288658299988109
7,2022-11-10 20:04:59,2022-11-10 20:24:03,8,0,,,0,0,0.0,0.0,0.0,0.9500000000000002,0.0,0.0,0.0
8,2022-11-10 20:47:38,2022-11-10 21:12:57,9,0,,,0,0,83.94180197498353,0.1228195156920598,0.10706862496809122,0.9499999999999998,0.022499999999999996,79.74471187623436,1.895022911459012
9,2022-11-10 21:25:50,2022-11-10 21:50:37,10,0,,,0,0,123.90413611835912,10.753984377932955,0.15804229177717796,0.9500000000000001,0.022424344317417615,117.70892931244117,10.588433055311189
10,2022-11-10 21:55:06,2022-11-10 22:01:22,11,0,,,0,0,4.260003989361702,0.01908997005871282,0.005830507907948361,0.9499999999999998,0.022499999999999992,4.047003789893617,0.09770780604919531
11,2022-11-11 19:14:36,2022-11-11 19:27:44,12,0,,,0,0,163.65433705583757,0.3588833169276022,0.20874277685693562,0.9499999999999998,0.0225,155.47162020304566,3.7032860795695237
12,2022-11-11 19:49:30,2022-11-11 20:05:50,13,0,,,0,0,3.9558078367346936,0.028500854411038654,0.005828380473992172,0.9499999999999997,0.0225,3.758017444897959,0.09319746745026851
13,2022-11-11 20:25:26,2022-11-11 20:42:02,14,0,,,0,0,13.070210240963855,0.02012150035721229,0.016671186531841607,0.9499999999999998,0.0225,12.416699728915662,0.29512559659624366
14,2022-11-11 20:56:01,2022-11-11 21:16:26,15,0,,,0,0,28.397640489795922,2.215628991508173,0.03622148021657638,0.95,0.022499999999999996,26.97775846530612,2.199959182789118
15,2022-11-11 21:30:40,2022-11-11 21:48:22,16,0,,,0,0,0.0,0.0,0.0,0.9499999999999998,0.0,0.0,0.0
16,2022-11-11 22:42:59,2022-11-11 23:04:02,17,0,,,0,0,841.3147161361836,14.16881668416235,1.0731055052757446,0.95,0.022499999999999992,799.2489803293745,23.24973199651077
17,2022-11-11 23:17:51,2022-11-11 23:39:33,18,0,,,0,0,215.85589562211982,0.8196316390988142,0.2753263974771936,0.9500000000000001,0.022499999999999996,205.0631008410138,4.925728826383708
