,datetime_utc,overpass_id,phase_iii,altitude,qc_stanford_discard,qc_stanford_discard_strict,gas_kgh_mean,gas_kgh_std,meter_sigma,methane_fraction_km,methane_fraction_km_sigma,ch4_kgh_mean_km,ch4_kgh_sigma
0,2022-11-08 21:36:22,1,0,,0,0,604.0962473684211,3.814359548414753,0.7705309277658433,0.9533701250000002,0.0013196138560831,575.9273148656624,3.7946319006884663
1,2022-11-08 22:32:13,2,0,,0,0,240.91482623866014,0.3120019824879561,0.3072893191819645,0.953370125,0.0013196138560831003,229.68099800550473,0.5247608907493356
2,2022-11-08 23:05:50,3,0,,0,0,7.4423491639871395,0.028763957685445984,0.009492792301003954,0.9533701250000001,0.0013196138560831003,7.095313352764062,0.030501836859900103
3,2022-11-08 23:45:18,4,0,,0,0,113.44597915309447,0.10933253742999063,0.14470150402180415,0.9533701250000002,0.0013196138560831,108.15600732593306,0.2287087427659463
4,2022-11-10 18:05:56,5,0,,0,1,1386.7133243243243,197.70552146960935,1.768766995311638,0.953674,0.0016625803238741002,1322.4724428616757,188.5682556221758
5,2022-11-10 18:46:34,6,0,,0,0,210.22214973262032,0.6603996004417346,0.26814049710793414,0.9536739999999998,0.0016625803238741004,200.48339842410695,0.7643334391778648
6,2022-11-10 19:26:04,7,0,,0,0,359.15672464929855,1.8857884952623736,0.45810806715471764,0.9536739999999999,0.0016625803238741002,342.5184302231952,1.9446776132978412
7,2022-11-10 20:04:59,8,0,,0,0,0.0,0.0,0.0,0.953674,0.0,0.0,0.0
8,2022-11-10 20:47:38,9,0,,0,0,83.94180197498353,0.1228195156920598,0.10706862496809122,0.9536739999999999,0.0016625803238741002,80.05311405669045,0.2088600829094559
9,2022-11-10 21:25:50,10,0,,0,0,123.90413611835912,10.753984377932955,0.15804229177717796,0.9536739999999999,0.0016569899394629564,118.16415310854,10.258957319861972
10,2022-11-10 21:55:06,11,0,,0,0,4.260003989361702,0.01908997005871282,0.005830507907948361,0.9536739999999999,0.0016625803238741002,4.062655044550532,0.02031072285373055
11,2022-11-11 19:14:36,12,0,,0,0,163.65433705583757,0.3588833169276022,0.20874277685693562,0.9538941249999998,0.0020321852923637996,156.10891064833325,0.5171550462066782
12,2022-11-11 19:49:30,13,0,,0,0,3.9558078367346936,0.028500854411038654,0.005828380473992172,0.9538941249999998,0.0020321852923637996,3.7734218550901835,0.028890417555395533
13,2022-11-11 20:25:26,14,0,,0,0,13.070210240963855,0.02012150035721229,0.016671186531841607,0.9538941249999998,0.0020321852923637996,12.467596761370256,0.03642504187616515
14,2022-11-11 20:56:01,15,0,,0,0,28.397640489795922,2.215628991508173,0.03622148021657638,0.9538941249999998,0.0020321852923637996,27.08834242707844,2.1145455208142114
15,2022-11-11 21:30:40,16,0,,0,0,0.0,0.0,0.0,0.9538941249999998,0.0,0.0,0.0
16,2022-11-11 22:42:59,17,0,,0,0,841.3147161361836,14.16881668416235,1.0731055052757446,0.9538941249999999,0.0020321852923637996,802.5251649983484,13.661662945021648
17,2022-11-11 23:17:51,18,0,,0,0,215.85589562211982,0.8196316390988142,0.2753263974771936,0.9538941249999999,0.0020321852923637996,205.90367068055335,0.9341703116532797
