,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,gas_kgh_60_mean,gas_kgh_60_std,meter_sigma,methane_fraction_su_raw,methane_fraction_su_raw_sigma,ch4_kgh_60_mean_su_raw,ch4_kgh_sigma
6,2022-10-31 17:23:14,7.0,1,mc,0.0,0.0,6541.89464,115.45788000000002,0.07850067213357945,0.14726770408163267,0.9600000000000001,0.022499999999999996,110.8395648,2.602737687841865
7,2022-10-31 17:25:51,8.0,0,pc,0.0,1.0,6553.352972999999,688.6158,4.646324644822477,0.8783364795918368,0.9600000000000001,0.022499999999999996,661.0711680000001,16.145165127972884
8,2022-10-31 17:29:06,9.0,0,pc,0.0,0.0,6526.061307,709.8618,1.8130117166598128,0.9054359693877551,0.9600000000000001,0.022499999999999996,681.4673280000001,16.089938992497505
9,2022-10-31 17:32:00,10.0,0,bc,0.0,0.0,6566.998807,22.411727999999997,0.6712821543144262,0.028586387755101996,0.9600000000000001,0.022499999999999996,21.515258879999998,0.818734583987332
10,2022-10-31 17:35:20,11.0,0,mc,0.0,0.0,6564.186307,287.64413999999994,0.23734083708698853,0.3668930357142858,0.9600000000000001,0.022499999999999996,276.13837440000003,6.48557373856157
11,2022-10-31 17:38:16,12.0,1,mc,1.0,1.0,6521.165472999999,330.04098,0.5116588928613179,0.4209706377551021,0.9600000000000001,0.022499999999999996,316.83934080000006,7.453114176161084
12,2022-10-31 17:41:41,13.0,1,mc,0.0,0.0,6585.748807,331.3132800000001,0.28632744843765007,0.42259346938775516,0.9600000000000001,0.022499999999999996,318.06074879999994,7.4706383848817435
13,2022-10-31 17:44:47,14.0,1,mc,0.0,0.0,6580.94767,273.39689999999996,0.40518486176483504,0.3487205357142857,0.9600000000000001,0.022499999999999996,262.461024,6.172800797965497
14,2022-10-31 17:48:10,15.0,1,mc,0.0,0.0,6545.436307,272.17019999999997,0.27275019675613216,0.34715586734693876,0.9600000000000001,0.022499999999999996,261.283392,6.138478368263158
15,2022-10-31 17:51:19,16.0,0,pc,0.0,1.0,6564.39464,991.0104,12.199663906456944,1.2640438775510203,0.9600000000000001,0.022499999999999996,951.369984,25.215567944256488
16,2022-10-31 17:54:34,17.0,1,pc,1.0,1.0,6584.186307,449.0388,0.9236517943944782,0.5727535714285714,0.9600000000000001,0.022499999999999996,431.07724799999994,10.157101988835045
17,2022-10-31 17:57:48,18.0,0,mc,1.0,1.0,6538.561307,174.70901999999998,0.39660088925257403,0.22284313775510203,0.9600000000000001,0.022499999999999996,167.72065920000003,3.9551381063483957
18,2022-10-31 18:01:08,19.0,0,pc,1.0,1.0,6562.415472999999,1165.1970000000001,15.026753572054547,1.4862206632653063,0.9600000000000001,0.022499999999999996,1118.58912,29.957696339711323
19,2022-10-31 18:04:17,20.0,0,pc,0.0,0.0,6532.51964,1188.8166000000003,14.58298875832467,1.5163477040816327,0.9600000000000001,0.022499999999999996,1141.263936,30.22557306745676
20,2022-10-31 18:07:32,21.0,0,bc,1.0,1.0,6566.061307,18.826944000000005,0.03140701180482567,0.02401395918367342,0.9600000000000001,0.022499999999999996,18.073866239999997,0.4253031535928557
21,2022-10-31 18:10:53,22.0,0,pc,1.0,1.0,6568.526583999999,648.3954000000002,2.654190298824274,0.827034948979592,0.9600000000000001,0.022499999999999996,622.4595839999997,14.831004111040517
22,2022-10-31 18:14:30,23.0,0,pc,0.0,1.0,6569.811307,657.3804000000001,2.186676289079013,0.8384954081632653,0.9600000000000001,0.022499999999999996,631.085184,14.96095114854607
23,2022-10-31 18:17:42,24.0,0,bc,1.0,1.0,6559.498807,23.691492,0.0421865341516557,0.030218739795918322,0.9600000000000001,0.022499999999999996,22.743832320000003,0.5353813533160995
24,2022-10-31 18:21:14,25.0,0,bc,0.0,0.0,6568.352972999999,23.311128000000007,0.03401871453046254,0.029733581632653015,0.9600000000000001,0.022499999999999996,22.37868288,0.5262907608005846
25,2022-10-31 18:24:19,26.0,0,pc,0.0,1.0,6556.477972999999,482.0376,0.9649772667911571,0.6148438775510205,0.9600000000000001,0.022499999999999996,462.75609599999996,10.90132777178805
26,2022-10-31 18:27:41,27.0,0,pc,0.0,0.0,6579.602972999999,489.76559999999995,0.8111063630642986,0.6247010204081633,0.9600000000000001,0.022499999999999996,470.174976,11.063468328342857
27,2022-10-31 18:30:54,28.0,0,None,1.0,1.0,6580.64464,0.0,0.0,0.0,0.9600000000000001,0.0,0.0,0.0
28,2022-10-31 18:34:19,29.0,0,pc,1.0,1.0,6548.561307,644.4179999999999,2.2036288715184784,0.8219617346938776,0.9600000000000001,0.022499999999999996,618.64128,14.674149689472813
29,2022-10-31 18:37:45,30.0,0,pc,1.0,1.0,6568.561307,633.8291999999999,37.75045719907221,0.8084556122448981,0.9600000000000001,0.022499999999999996,608.476032,38.953207437232585
30,2022-10-31 18:41:17,31.0,0,mc,1.0,1.0,6553.352972999999,169.56216,0.17954081090287216,0.21627826530612246,0.9600000000000001,0.022499999999999996,162.7796736,3.8246797975183324
31,2022-10-31 18:44:44,32.0,0,pc,1.0,1.0,6586.89464,586.0175999999999,2.3519416803561684,0.7474714285714288,0.9600000000000001,0.022499999999999996,562.5768959999999,13.396549106912712
32,2022-10-31 18:48:26,33.0,1,pc,0.0,0.0,6547.966069,589.5761999999999,1.6340353584125396,0.7520104591836735,0.9600000000000001,0.022499999999999996,565.9931519999999,13.377386490918779
33,2022-10-31 18:51:48,34.0,0,bc,1.0,1.0,6568.109918,2.3730611999999995,0.012581403943108279,0.0058137310723091725,0.9600000000000001,0.022499999999999996,2.2781387519999994,0.055026696662890034
34,2022-10-31 18:55:27,35.0,0,bc,1.0,1.0,6565.64464,7.390224000000001,0.03862084249798586,0.009426306122448939,0.9600000000000001,0.022499999999999996,7.09461504,0.17060354957191323
35,2022-10-31 18:58:55,36.0,0,None,1.0,1.0,6542.102972999999,0.0,0.0,0.0,0.9600000000000001,0.0,0.0,0.0
36,2022-10-31 19:02:20,37.0,0,mc,1.0,1.0,6560.64464,349.55478,0.7880388097644162,0.4458606887755102,0.9600000000000001,0.022499999999999996,335.5725888,7.912867707273181
37,2022-10-31 19:05:48,38.0,0,bc,1.0,1.0,6560.64464,0.7098390000000001,0.010110748410663221,0.005779274628715961,0.9600000000000001,0.022499999999999996,0.6814454400000002,0.019495614163461992
38,2022-10-31 19:09:22,39.0,0,pc,0.0,1.0,6579.08214,1167.3780000000002,15.2857306939334,1.4890025510204086,0.9600000000000001,0.022499999999999996,1120.6828799999998,30.121112992304685
39,2022-10-31 19:12:50,40.0,0,pc,0.0,1.0,6597.631819,1199.3021999999996,16.924072618410158,1.5297221938775512,0.9600000000000001,0.022499999999999996,1151.3301119999999,31.532167442550513
40,2022-10-31 19:16:40,41.0,1,mc,0.0,0.0,6551.686307,94.97322000000001,0.2246668937617249,0.12113931122448977,0.9600000000000001,0.022499999999999996,91.17429120000001,2.1509004862931875
41,2022-10-31 19:19:54,42.0,0,None,1.0,1.0,6572.51964,0.0,0.0,0.0,0.9600000000000001,0.0,0.0,0.0
42,2022-10-31 19:23:27,43.0,0,None,0.0,0.0,6575.131819,0.0,0.0,0.0,0.9600000000000001,0.0,0.0,0.0
43,2022-10-31 19:26:48,44.0,1,bc,0.0,1.0,6573.76964,3.0526272000000003,0.02413238945146723,0.005820945349303193,0.9600000000000001,0.022499999999999996,2.9305221120000002,0.07270108957639004
44,2022-10-31 19:30:23,45.0,0,mc,0.0,0.0,6586.790472999999,329.48363999999987,0.7435178853467574,0.4202597448979592,0.9600000000000001,0.022499999999999996,316.3042944,7.458584344612404
45,2022-10-31 19:33:45,46.0,0,mc,0.0,0.0,6558.352972999999,334.30967999999996,0.2683886562052584,0.42641540816326534,0.9600000000000001,0.022499999999999996,320.9372928,7.537503521044709
